"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Margin"	"Total Value"
"LAPICO BERNICE"	"800218-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"274.87"	"CAD"	"n/a"	"90,454.19"
"LAPICO BERNICE"	"800218-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"98.08"	"CAD"	"n/a"	"10,062.06"
"LAPICO BERNICE"	"800218-NA"	"AC42"	"A - Cash"	""	"(450) 555-6452"	"(450) 555-5224"	"235.18"	"CAD"	"n/a"	"301,280.56"
"LAWLEY AIDAN"	"800050-BO"	"AC55"	"C - Cash On Delivery"	""	"(450) 555-6989"	"(450) 555-8616"	"0.00"	"USD"	"n/a"	"0.00"
"LESTRAT ALUN"	"800037-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-2241"	"(450) 555-5351"	"6,984.22"	"CAD"	"n/a"	"396,555.84"
"LESTRAT ALUN"	"800037-NA"	"AC44"	"A - Cash"	""	"(450) 555-2241"	"(450) 555-5351"	"4,022.63"	"CAD"	"n/a"	"354,401.61"
"LEVEILLEE ABBAYE"	"800247-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-6604"	"(450) 555-3152"	"863.10"	"CAD"	"n/a"	"800,357.32"
"LEVEILLEE ABBAYE"	"800247-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-3152"	"4.05"	"CAD"	"n/a"	"5,237.00"
"LEVEILLEE ABBAYE"	"800247-NA"	"AC42"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-3152"	"1,079.02"	"CAD"	"n/a"	"84,740.43"
"LOUIS BRENNAN"	"800018-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	"n/a"	"0.00"
"LOUIS BRENNAN"	"800018-MZ"	"AC55"	"O -"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	"n/a"	"0.00"
"LYE ALINE"	"800052-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-9363"	"(450) 555-9832"	"451.26"	"CAD"	"n/a"	"367,015.88"
"LYE ALINE"	"800052-JJ"	"BD66"	"J -"	""	"(450) 555-9363"	"(450) 555-9832"	"0.00"	"CAD"	"n/a"	"0.00"
"LYE ALINE"	"800052-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-9363"	"(450) 555-9832"	"0.38"	"CAD"	"n/a"	"5,401.17"
"LYE ALINE"	"800052-NA"	"BD66"	"A - Cash"	""	"(450) 555-9363"	"(450) 555-9832"	"3,467.32"	"CAD"	"n/a"	"217,453.65"
"LYTLE ALEX"	"800276-NA"	"BD88"	"A - Cash"	""	"(450) 555-7542"	"(450) 555-3195"	"0.00"	"CAD"	"n/a"	"0.00"
"MACDONALD CEDARS"	"800071-HU"	"BD88"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-0523"	"(450) 555-7723"	"1,768.44"	"CAD"	"n/a"	"106,493.04"
"MACDONALD CEDARS"	"800071-NA"	"BD88"	"A - Cash"	""	"(450) 555-0523"	"(450) 555-7723"	"0.00"	"CAD"	"n/a"	"0.00"
"MAHEU MATHIEU"	"800069-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-0843"	"(450) 555-8003"	"6,801.28"	"CAD"	"n/a"	"81,641.86"
"MAHEU MATHIEU"	"800069-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	"n/a"	"0.00"
"MAHEU MATHIEU"	"800069-LV"	"BD88"	"N -"	""	"(450) 555-0843"	"(450) 555-8003"	"4,501.46"	"CAD"	"n/a"	"79,491.27"
"MAHEU MATHIEU"	"800069-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	"0.00"	"0.00"
"MAINELLA ANGIOLI"	"800038-NA"	"AC42"	"A - Cash"	""	"(450) 555-7211"	"(450) 555-3571"	"0.00"	"CAD"	"n/a"	"458,579.49"
"MAKRIS ACACIA"	"800020-ER"	"AC42"	"V - Education Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	"n/a"	"0.00"
"MAKRIS ACACIA"	"800020-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"8,260.15"	"CAD"	"n/a"	"1,480,323.30"
"MAKRIS ACACIA"	"800020-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"113,045.51"	"CAD"	"0.00"	"2,903,799.21"
"MAKRIS ACACIA"	"800020-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	"0.00"	"0.00"
"MAKRIS ACACIA"	"800020-VL"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	"n/a"	"0.00"
"MAKRIS ACACIA"	"800020-WJ"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	"n/a"	"0.00"
"MALISKA BALLANTY"	"800229-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4364"	"(450) 555-5087"	"18,916.76"	"CAD"	"n/a"	"403,945.11"
"MALISKA BALLANTY"	"800229-NA"	"BD88"	"A - Cash"	""	"(450) 555-4364"	"(450) 555-5087"	"10,826.06"	"CAD"	"n/a"	"406,181.58"
"MALITO CELINE"	"800009-NA"	"AC42"	"A - Cash"	""	"(450) 555-8881"	"(450) 555-3223"	"0.00"	"CAD"	"n/a"	"0.00"
"MALO BEAULIEU"	"800053-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-0152"	"(450) 555-5756"	"728.25"	"CAD"	"n/a"	"152,134.05"
"MALO BEAULIEU"	"800053-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0152"	"(450) 555-5756"	"329.63"	"CAD"	"n/a"	"11,612.14"
"MALO BEAULIEU"	"800053-NA"	"BD88"	"A - Cash"	""	"(450) 555-0152"	"(450) 555-5756"	"8,754.62"	"CAD"	"n/a"	"243,008.11"
"MALO BEAULIEU"	"800053-OB"	"BD88"	"A - Cash"	""	"(450) 555-0152"	"(450) 555-5756"	"26.11"	"USD"	"n/a"	"10,572.38"
"MARCIL CARLE"	"800246-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-4339"	"(450) 555-3138"	"1,361.55"	"CAD"	"n/a"	"149,908.95"
"MARCIL CARLE"	"800246-NA"	"BD66"	"A - Cash"	""	"(450) 555-4339"	"(450) 555-3138"	"4,161.03"	"CAD"	"n/a"	"400,439.53"
"MARSTON BRITT"	"800003-NA"	"AC42"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"6,499.10"	"CAD"	"n/a"	"701,177.67"
"MARSTON BRITT"	"800003-OB"	"AC42"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"3,718.13"	"USD"	"n/a"	"109,975.68"
"MARTELLO AUDETTE"	"800268-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-1284"	"(450) 555-5778"	"4,096.26"	"CAD"	"n/a"	"871,836.32"
"MARTELLO AUDETTE"	"800268-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1284"	"(450) 555-5778"	"15.00"	"CAD"	"0.00"	"1,611.30"
"MASSIE BENNO"	"800205-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4830"	"(450) 555-4237"	"0.00"	"CAD"	"n/a"	"10,206.32"
"MASSIE BENNO"	"800205-NA"	"BD88"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"11,827.99"	"CAD"	"n/a"	"6,668,624.85"
"MASSIE BENNO"	"800205-OB"	"BD88"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"7,587.01"	"USD"	"n/a"	"855,808.01"
"MCCOMBE AURELIAN"	"800222-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	"n/a"	"0.00"
"MCCOMBE AURELIAN"	"800222-LV"	"BD77"	"N -"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	"n/a"	"0.00"
"MCCOMBE AURELIAN"	"800222-NA"	"BD77"	"A - Cash"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	"n/a"	"0.00"
"MCDOWALL CAYLEY"	"800086-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4064"	"(450) 555-0850"	"11,094.54"	"CAD"	"0.00"	"157,674.81"
"MCGILLICUDDY BLA"	"800006-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-2490"	"(450) 555-3099"	"577.75"	"CAD"	"n/a"	"217,572.42"
"MCGILLICUDDY BLA"	"800006-NA"	"AC42"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"(22,607.83)"	"CAD"	"n/a"	"1,682,999.35"
"MCGILLICUDDY BLA"	"800006-OB"	"AC42"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"13,779.39"	"USD"	"n/a"	"65,872.27"
"MCGILLICUDDY BLA"	"800006-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2490"	"(450) 555-3099"	"784.64"	"CAD"	"0.00"	"89,568.07"
"MCGRATH ALFONSO"	"800224-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"46.24"	"CAD"	"n/a"	"127,265.58"
"MCGRATH ALFONSO"	"800224-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"131.40"	"CAD"	"n/a"	"5,103.14"
"MCGRATH ALFONSO"	"800224-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-5501"	"(450) 555-3816"	"21,697.85"	"CAD"	"0.00"	"741,995.87"
"MCINTAGGART ALDE"	"800203-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-2933"	"(450) 555-0804"	"8,752.64"	"CAD"	"n/a"	"203,518.51"
"MCINTAGGART ALDE"	"800203-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2933"	"(450) 555-0804"	"4,541.91"	"CAD"	"0.00"	"399,397.17"
"MCMULLIN CELESTE"	"800273-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"0.00"	"0.00"
"MCMULLIN CELESTE"	"800273-ER"	"BD88"	"V - Education Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"n/a"	"0.00"
"MCMULLIN CELESTE"	"800273-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"4,517.56"	"CAD"	"n/a"	"269,494.76"
"MCMULLIN CELESTE"	"800273-NA"	"BD88"	"A - Cash"	""	"(450) 555-0869"	"(450) 555-3055"	"8,601.04"	"CAD"	"n/a"	"1,186,138.62"
"MCMULLIN CELESTE"	"800273-OB"	"BD88"	"A - Cash"	""	"(450) 555-0869"	"(450) 555-3055"	"4,766.76"	"USD"	"n/a"	"89,760.10"
"MCMULLIN CELESTE"	"800273-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-0869"	"(450) 555-3055"	"10,683.30"	"CAD"	"0.00"	"458,417.80"
"MCMULLIN CELESTE"	"800273-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-0869"	"(450) 555-3055"	"786.75"	"USD"	"0.00"	"61,785.46"
"MCMULLIN CELESTE"	"800273-VL"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"n/a"	"0.00"
"MCMULLIN CELESTE"	"800273-WJ"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"n/a"	"0.00"
"MCNEIL BELISLE"	"800030-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-8360"	"(450) 555-3453"	"15,516.50"	"CAD"	"n/a"	"62,721.88"
"MCNEIL BELISLE"	"800030-JW"	"AC55"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8360"	"(450) 555-3453"	"11,274.76"	"CAD"	"n/a"	"11,274.76"
"MCNEIL BELISLE"	"800030-NA"	"AC55"	"A - Cash"	""	"(450) 555-8360"	"(450) 555-3453"	"12,517.39"	"CAD"	"n/a"	"338,914.93"
"MIGUÉ BECHARA"	"800016-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-5962"	"(450) 555-9688"	"0.00"	"CAD"	"0.00"	"0.00"
"MURDOCK BRUCE"	"800201-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-7515"	"(450) 555-1014"	"0.00"	"CAD"	"n/a"	"0.00"
"MURDOCK BRUCE"	"800201-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-7515"	"(450) 555-1014"	"1,260.05"	"CAD"	"n/a"	"73,332.75"
"MURDOCK BRUCE"	"800201-NA"	"AC42"	"A - Cash"	""	"(450) 555-7515"	"(450) 555-1014"	"0.00"	"CAD"	"n/a"	"0.00"
"MUTCHMORE ANNU"	"800206-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-7763"	"(450) 555-0545"	"2,193.73"	"CAD"	"n/a"	"367,365.05"
"MUTCHMORE ANNU"	"800206-JW"	"BD77"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-7763"	"(450) 555-0545"	"0.00"	"CAD"	"n/a"	"5,553.09"
"MUTCHMORE ANNU"	"800206-NA"	"BD77"	"A - Cash"	""	"(450) 555-7763"	"(450) 555-0545"	"2,792.81"	"CAD"	"n/a"	"690,034.71"
"MUTCHMORE ANNU"	"800206-RE"	"BD77"	"E - Margin Long"	""	"(450) 555-7763"	"(450) 555-0545"	"4,150.24"	"CAD"	"0.00"	"73,148.82"
"NEILL ANTOINETTE"	"800083-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"CAD"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"CAD"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-NA"	"BD66"	"A - Cash"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"CAD"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-OB"	"BD66"	"A - Cash"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"USD"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"CAD"	"0.00"	"0.00"
"NEVINS BENNETT"	"800082-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-1298"	"(450) 555-7980"	"12,919.00"	"CAD"	"n/a"	"93,854.05"
"NEVINS BENNETT"	"800082-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1298"	"(450) 555-7980"	"0.94"	"CAD"	"n/a"	"9,945.75"
"NEVINS BENNETT"	"800082-NA"	"BD88"	"A - Cash"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"CAD"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-OB"	"BD88"	"A - Cash"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"USD"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-1298"	"(450) 555-7980"	"74,399.78"	"CAD"	"0.00"	"1,449,785.45"
"NEVINS BENNETT"	"800082-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-1298"	"(450) 555-7980"	"5,647.34"	"USD"	"0.00"	"415,172.61"
"NEVINS BENNETT"	"800082-VL"	"BD88"	"L -"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"CAD"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"CAD"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-NA"	"AC42"	"A - Cash"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"CAD"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-OB"	"AC42"	"A - Cash"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"USD"	"n/a"	"0.00"
"NOLAN CHERYL"	"800019-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-5925"	"(450) 555-9762"	"2,903.15"	"CAD"	"n/a"	"67,336.48"
"NOLAN CHERYL"	"800019-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-5925"	"(450) 555-9762"	"1,615.14"	"CAD"	"n/a"	"92,279.14"
"NOLAN CHERYL"	"800019-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5925"	"(450) 555-9762"	"5,000.00"	"CAD"	"n/a"	"11,631.77"
"OLEKSIEW ADRESSE"	"800043-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-7897"	"(450) 555-7949"	"19,163.08"	"CAD"	"0.00"	"503,527.93"
"OLEKSIEW ADRESSE"	"800043-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-7897"	"(450) 555-7949"	"4,310.85"	"USD"	"0.00"	"103,716.45"
"ORLEAN ADMAX"	"800256-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-9118"	"(450) 555-4215"	"382.07"	"CAD"	"n/a"	"221,789.18"
"ORLEAN ADMAX"	"800256-NA"	"AC42"	"A - Cash"	""	"(450) 555-9118"	"(450) 555-4215"	"16,028.35"	"CAD"	"n/a"	"890,829.21"
"OSER ALEXANDRIA"	"800074-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-4709"	"(450) 555-0767"	"4,250.44"	"CAD"	"0.00"	"987,239.64"
"OSER ALEXANDRIA"	"800074-SF"	"BD66"	"E - Margin Long"	""	"(450) 555-4709"	"(450) 555-0767"	"2,745.40"	"USD"	"0.00"	"140,485.73"
"PILOTE ALDO"	"800065-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-6425"	"(450) 555-1325"	"3,214.10"	"CAD"	"n/a"	"140,650.23"
"PILOTE ALDO"	"800065-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6425"	"(450) 555-1325"	"0.00"	"CAD"	"n/a"	"5,206.75"
"PILOTE ALDO"	"800065-NA"	"BD66"	"A - Cash"	""	"(450) 555-6425"	"(450) 555-1325"	"0.00"	"CAD"	"n/a"	"0.00"
"PINARD CATHARINA"	"800210-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-4359"	"(450) 555-2487"	"0.00"	"CAD"	"0.00"	"0.00"
"PINARD CATHARINA"	"800210-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4359"	"(450) 555-2487"	"2,873.35"	"CAD"	"n/a"	"557,872.28"
"PINARD CATHARINA"	"800210-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4359"	"(450) 555-2487"	"70.22"	"CAD"	"n/a"	"9,555.99"
"PINARD CATHARINA"	"800210-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-4359"	"(450) 555-2487"	"2,283.28"	"CAD"	"0.00"	"294,247.97"
"PINARD CATHARINA"	"800210-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-4359"	"(450) 555-2487"	"4,021.67"	"CAD"	"0.00"	"19,948.14"
"PINARD CATHARINA"	"800210-VL"	"BD88"	"L -"	""	"(450) 555-4359"	"(450) 555-2487"	"0.00"	"CAD"	"n/a"	"0.00"
"PLATINE CHARTIER"	"800073-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-2637"	"(450) 555-4621"	"793.74"	"CAD"	"n/a"	"109,040.86"
"PLATINE CHARTIER"	"800073-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2637"	"(450) 555-4621"	"0.00"	"CAD"	"n/a"	"5,272.88"
"PLATINE CHARTIER"	"800073-NA"	"AC42"	"A - Cash"	""	"(450) 555-2637"	"(450) 555-4621"	"12,942.57"	"CAD"	"n/a"	"826,372.59"
"POLOMSKI BENNY"	"800064-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-1464"	"(450) 555-9510"	"0.44"	"CAD"	"n/a"	"237,683.20"
"POLOMSKI BENNY"	"800064-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1464"	"(450) 555-9510"	"1.08"	"CAD"	"n/a"	"10,100.92"
"POLOMSKI BENNY"	"800064-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-1464"	"(450) 555-9510"	"(15,710.69)"	"CAD"	"0.00"	"843,181.60"
"POTYONDY ADAMS"	"800035-HU"	"AC44"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-4060"	"(450) 555-8053"	"5,572.69"	"CAD"	"n/a"	"601,401.45"
"POTYONDY ADAMS"	"800035-JW"	"AC44"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4060"	"(450) 555-8053"	"0.00"	"CAD"	"n/a"	"9,946.98"
"POTYONDY ADAMS"	"800035-NA"	"AC44"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-8053"	"88.02"	"CAD"	"n/a"	"842,219.63"
"PROJ. INC. RPT"	"800400-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	"n/a"	"555,985.56"
"PROJ. INC. RPT"	"800400-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"USD"	"n/a"	"0.00"
"PROJ. INC. RPT"	"800401-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	"n/a"	"555,985.56"
"QUAGHEBEUR CAROL"	"800041-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-3467"	"(450) 555-5811"	"94,546.82"	"CAD"	"n/a"	"681,318.57"
"QUAGHEBEUR CAROL"	"800041-NA"	"AC44"	"A - Cash"	""	"(450) 555-3467"	"(450) 555-5811"	"143,256.11"	"CAD"	"n/a"	"2,000,414.62"
"QUAGHEBEUR CAROL"	"800041-OB"	"AC44"	"A - Cash"	""	"(450) 555-3467"	"(450) 555-5811"	"142,067.81"	"USD"	"n/a"	"418,050.31"
"RAPPORT INTACC"	"800502-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"471,784.75"	"CAD"	"n/a"	"574,512.31"
"RAPPORT INTACC"	"800502-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"USD"	"n/a"	"0.00"
"RETZLAFF CAISSE"	"800239-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1316"	"(450) 555-0873"	"(7,562.61)"	"CAD"	"0.00"	"3,037,324.67"
"RETZLAFF CAISSE"	"800239-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-1316"	"(450) 555-0873"	"(88.79)"	"USD"	"0.00"	"424,271.85"
"ROLLAND CATELLIE"	"800227-JJ"	"BD88"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0.00"	"CAD"	"n/a"	"0.00"
"ROLLAND CATELLIE"	"800227-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4060"	"(450) 555-4861"	"130.10"	"CAD"	"n/a"	"5,871.90"
"ROLLAND CATELLIE"	"800227-NA"	"BD88"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"2,852.37"	"CAD"	"n/a"	"152,266.51"
"ROLLAND CATELLIE"	"800227-OB"	"BD88"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"0.00"	"USD"	"n/a"	"0.00"
"SAMBORSKI ALMA"	"800261-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-6604"	"(450) 555-0922"	"14,141.92"	"CAD"	"n/a"	"594,302.09"
"SAMBORSKI ALMA"	"800261-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	"n/a"	"0.00"
"SAMBORSKI ALMA"	"800261-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	"n/a"	"5,200.50"
"SAMBORSKI ALMA"	"800261-NA"	"BD66"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-0922"	"965.16"	"CAD"	"n/a"	"231,751.31"
"SAMSON AMYN"	"800216-NA"	"AC43"	"A - Cash"	""	"(450) 555-9953"	"(450) 555-3342"	"833,754.65"	"CAD"	"n/a"	"12,572,022.68"
"SAMSON AMYN"	"800216-OB"	"AC43"	"A - Cash"	""	"(450) 555-9953"	"(450) 555-3342"	"681,540.37"	"USD"	"n/a"	"5,529,228.66"
"SANDHU BRUNO"	"800044-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-0239"	"(450) 555-3393"	"(76,197.21)"	"CAD"	"0.00"	"362,224.79"
"SANDHU BRUNO"	"800044-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-0239"	"(450) 555-3393"	"4,545.35"	"USD"	"0.00"	"4,545.35"
"SATTLER AYAAZ"	"800257-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-2752"	"(450) 555-6082"	"115.21"	"CAD"	"n/a"	"1,248,882.12"
"SATTLER AYAAZ"	"800257-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2752"	"(450) 555-6082"	"99.06"	"CAD"	"n/a"	"12,001.07"
"SATTLER AYAAZ"	"800257-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2752"	"(450) 555-6082"	"(52,202.91)"	"CAD"	"0.00"	"1,331,976.61"
"SAUFFERER BOYD"	"800208-NA"	"BD88"	"A - Cash"	""	"(450) 555-7341"	"(450) 555-6194"	"12,429.65"	"CAD"	"n/a"	"255,547.82"
"SAYED AMANDA"	"800026-OB"	"AC44"	"A - Cash"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"USD"	"n/a"	"0.00"
"SAYED AMANDA"	"800026-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"CAD"	"0.00"	"0.00"
"SAYEGH ACADIA"	"800025-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	"n/a"	"0.00"
"SAYEGH ACADIA"	"800025-NA"	"AC55"	"A - Cash"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	"n/a"	"0.00"
"SCARLETT BLAIR"	"800022-HU"	"AC44"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-8806"	"(450) 555-2583"	"1,503.65"	"CAD"	"n/a"	"399,864.27"
"SCARLETT BLAIR"	"800022-NA"	"AC44"	"A - Cash"	""	"(450) 555-8806"	"(450) 555-2583"	"4,410.32"	"CAD"	"n/a"	"207,055.78"
"SERGE ALICK"	"800211-NA"	"AC42"	"A - Cash"	""	"(450) 555-3598"	"(450) 555-2043"	"0.00"	"CAD"	"n/a"	"0.00"
"SERGE ALICK"	"800211-OB"	"AC42"	"A - Cash"	""	"(450) 555-3598"	"(450) 555-2043"	"0.00"	"USD"	"n/a"	"0.00"
