"Is Joint"	"Client No."	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Tel type 4"	"Tel type 3"	"Tel type 2"	"Tel type 1"	"Status"	"Segmentation"	"Model Number"	"Model Name"	"Management Level"	"Language"	"Full Name"	"Email 3"	"Email 2"	"Email 1"	"Date of Birth"	"Communication"	"Client Relationship No."	"Margin"	"Last Communication"	"Telephone 3"	"Telephone 4"	"Total Value"	"Name"
"No"	"800502"	"(450) 555-4444"	"(450) 555-4441"	"471,784.75"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"RAPPORT INTACC"	""	""	"julie.lamarche@croesus.com"	"01/01/1990"	""	""	"n/a"	""	"(450) 555-4442"	""	"574,512.31"	"RAPPORT INTACC"
"No"	"800239"	"(450) 555-1316"	"(450) 555-0873"	"(7,656.59)"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CAISSE RETZLAFF"	""	""	"CATHIE.CLAIR@videotron.ca"	"10/11/1959"	""	""	"0.00"	""	"(450) 555-1070"	""	"3,486,416.42"	"RETZLAFF CAISSE"
"No"	"800227"	"(450) 555-4060"	"(450) 555-4861"	"2,982.47"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CATELLIER ROLLAND"	""	""	"BERNARDIN.CERAT@yahoo.com"	"03/07/1965"	""	""	"n/a"	""	"(450) 555-0952"	""	"158,138.41"	"ROLLAND CATELLIE"
"No"	"800261"	"(450) 555-6604"	"(450) 555-0922"	"15,107.08"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ALMA SAMBORSKI"	""	""	"BETH.BELLEFONTAINE@yahoo.com"	"07/28/1947"	""	""	"n/a"	""	"(450) 555-5074"	""	"831,253.90"	"SAMBORSKI ALMA"
"No"	"800216"	"(450) 555-9953"	"(450) 555-3342"	"1,555,165.13"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AMYN SAMSON"	""	""	"BOHEMIER.CANESSO@caramail.com"	"10/10/1936"	""	""	"n/a"	""	"(450) 555-4442"	""	"18,424,711.22"	"SAMSON AMYN"
"No"	"800044"	"(450) 555-0239"	"(450) 555-3393"	"(71,385.96)"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BRUNO SANDHU"	""	""	"AVIS.BEDWELL@yahoo.com"	"01/30/1960"	""	""	"0.00"	""	"(450) 555-9281"	""	"367,036.04"	"SANDHU BRUNO"
"No"	"800257"	"(450) 555-2752"	"(450) 555-6082"	"(51,988.64)"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AYAAZ SATTLER"	""	""	"CATHRINE.RUBINO@videotron.ca"	"08/12/1981"	""	""	"0.00"	""	"(450) 555-9847"	""	"2,592,859.80"	"SATTLER AYAAZ"
"No"	"800208"	"(450) 555-7341"	"(450) 555-6194"	"12,429.65"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BOYD SAUFFERER"	""	""	"BERGERON.BUJOLD@yahoo.com"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-4177"	""	"255,547.82"	"SAUFFERER BOYD"
"No"	"800026"	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"USD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AMANDA SAYED"	""	""	"BELLEFLEUR.BANDIERA@yahoo.com"	"01/10/1950"	""	""	"0.00"	""	"(450) 555-4036"	""	"0.00"	"SAYED AMANDA"
"No"	"800025"	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ACADIA SAYEGH"	""	""	"CLAIRA.BALLARD@videotron.ca"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-0229"	""	"0.00"	"SAYEGH ACADIA"
"No"	"800022"	"(450) 555-8806"	"(450) 555-2583"	"5,913.97"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BLAIR SCARLETT"	""	""	"AURELIEN.BALAZIC@yahoo.com"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-1377"	""	"606,920.05"	"SCARLETT BLAIR"
"No"	"800211"	"(450) 555-3598"	"(450) 555-2043"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ALICK SERGE"	""	""	"CAMPBELL.BURGESS@caramail.com"	"10/10/1936"	""	""	"0.00"	""	"(450) 555-7776"	""	"0.00"	"SERGE ALICK"
"No"	"800212"	"(450) 555-3598"	"(450) 555-2043"	"45,712.03"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ALICK SERGE"	""	""	"CAMPBELL.BURGESS@caramail.com"	"10/10/1936"	""	""	"0.00"	""	"(450) 555-7776"	""	"744,240.09"	"SERGE ALICK"
"No"	"800242"	"(450) 555-6685"	"(450) 555-4013"	"2,362.70"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ASSURANCE SHERMANN & FRERES (1996)"	""	""	"ali.hachemi@croesus.com"	"10/11/1959"	""	""	"0.00"	""	"(450) 555-3790"	""	"596,511.74"	"SHERMANN ASSURAN"
"No"	"800015"	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BOUDRIAS SIDDALL"	""	""	"AAA@hotmail.com"	"01/10/1950"	""	""	"0.00"	""	"(450) 555-5749"	""	"0.00"	"SIDDALL BOUDRIAS"
"No"	"800070"	"(450) 555-1061"	"(450) 555-6970"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AUGUSTINE SIMARD"	""	""	"BOMBARDIER.TIMMERMANS@caramail.com"	"02/11/1953"	""	""	"n/a"	""	"(450) 555-4036"	""	"0.00"	"SIMARD AUGUSTINE"
"No"	"800266"	"(450) 555-0496"	"(450) 555-2389"	"265.11"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AILLEEN SINAGRA"	""	""	"AUDRIE.COALLIER@hotmail.com"	"07/28/1947"	""	""	"0.00"	""	"(450) 555-6986"	""	"822,102.70"	"SINAGRA AILLEEN"
"No"	"800233"	"(450) 555-8821"	"(450) 555-0001"	"4,395.88"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CANARDS SINNAEVE"	""	""	"ADRIAN.CHATEAUNEUF@usa.net"	"10/11/1959"	""	""	"n/a"	""	"(450) 555-5997"	""	"1,241,790.76"	"SINNAEVE CANARDS"
"No"	"800054"	"(450) 555-2656"	"(450) 555-2488"	"16,845.54"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"276 184 275"	""	""	"ADRIEN.BERRROUARD@usa.net"	"05/07/1960"	""	""	"0.00"	""	"(450) 555-8729"	""	"453,130.27"	"SKRUNDZ BEAUDOIN"
"No"	"800005"	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CELINE STANTON"	""	""	"ANDERSON.ANDANI@hotmail.com"	"09/12/1948"	""	""	"0.00"	""	"(450) 555-3247"	""	"0.00"	"STANTON CELINE"
"No"	"800067"	"(450) 555-5536"	"(450) 555-6424"	"16,112.10"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ANTOINETTA STEADWARD"	""	""	"BLUMARMIDON.BLOOMFIELD@caramail.com"	"02/11/1953"	""	""	"0.00"	""	"(450) 555-5481"	""	"3,403,964.31"	"STEADWARD ANTOIN"
"No"	"800000"	"(450) 555-8918"	"(450) 555-7645"	"50.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AGGIE STEELE"	""	""	"ARTI.ALDERSON@hotmail.com"	"10/11/1948"	""	""	"n/a"	""	"(450) 555-6340"	""	"139,964.11"	"STEELE AGGIE"
"No"	"800262"	"(450) 555-5369"	"(450) 555-2378"	"22,759.01"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CARTERS STUART"	""	""	"ALTON.AUCLAIR@usa.net"	"07/28/1947"	""	""	"0.00"	""	"(450) 555-3453"	""	"485,577.27"	"STUART CARTERS"
"No"	"800290"	"(416) 667-7654"	"(416) 667-7698"	"10,505.86"	"CAD"	""	""	"2"	"1"	"Open"	""	""	""	""	"English"	"BELLA SWAN"	""	""	"BELLA.SWAN@caramail.com"	"05/09/1966"	""	""	"n/a"	""	""	""	"402,048.42"	"SWAN BELLA"
"No"	"800248"	"(450) 555-1478"	"(450) 555-9149"	"129,844.69"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BERANGERE TABAK"	""	""	"ali.hachemi@croesus.com"	"09/07/1968"	""	""	"n/a"	""	"(450) 555-4703"	""	"959,424.14"	"TABAK BERANGERE"
"No"	"800286"	"(450) 555-4812"	"(450) 555-2241"	"4,174.06"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALARIE TODOR"	""	""	"ARCHBISHOP.CRIBB@hotmail.com"	"04/09/1964"	""	""	"0.00"	""	"(450) 555-2137"	""	"1,114,617.20"	"TODOR ALARIE"
"No"	"800040"	"(450) 555-3915"	"(450) 555-5535"	"31,537.84"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ANNEMARIE TON"	""	""	"BEAUCHAMP.PAPPAS@yahoo.com"	"01/30/1960"	""	""	"0.00"	""	"(450) 555-8263"	""	"1,229,245.53"	"TON ANNEMARIE"
"No"	"800084"	"(450) 555-3915"	"(450) 555-8506"	"9,184.65"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CHINDA TREMBLAY"	""	""	"ALAIN.BREESE@usa.net"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-9059"	""	"2,599,148.85"	"TREMBLAY CHINDA"
"No"	"800278"	"(450) 555-2487"	"(450) 555-7833"	"15,972.50"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CIARAN TREN"	""	""	"BLAINE.CPARIS@yahoo.com"	"06/15/1975"	""	""	"0.00"	""	"(450) 555-2656"	""	"269,429.54"	"TREN CIARAN"
"No"	"800236"	"(450) 555-9212"	"(450) 555-9276"	"111,315.54"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AMARJIT TRUEMAN"	""	""	"CHEF.CHEVARIE@videotron.ca"	"10/11/1959"	""	""	"n/a"	""	"(450) 555-0324"	""	"1,251,853.19"	"TRUEMAN AMARJIT"
"No"	"300011"	"(450) 555-4444"	"(450) 555-4441"	"21,400.00"	"CAD"	"4"	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"TRXIONS FONDS CIBC"	""	""	"julie.lamarche@croesus.com"	"01/01/1982"	""	""	"n/a"	""	"(450) 555-4442"	"(450) 555-4443"	"50,780.60"	"TRXIONS FONDS CI"
"No"	"300012"	"(450) 555-4444"	"(450) 555-4441"	"145,175.96"	"CAD"	"4"	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"TRXIONS FONDS CIBC"	""	""	"julie.lamarche@croesus.com"	"01/01/1980"	""	""	"n/a"	""	"(450) 555-4442"	"(450) 555-4443"	"185,393.17"	"TRXIONS FONDS CI"
"No"	"300015"	"(450) 555-4444"	"(450) 555-4441"	"3,292.60"	"CAD"	"4"	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"TRXIONS WEEKEND"	""	""	"julie.lamarche@croesus.com"	"01/01/1982"	""	""	"n/a"	""	"(450) 555-4442"	"(450) 555-4443"	"22,377.60"	"TRXIONS WEEKEND"
"No"	"300014"	"(450) 555-4444"	"(450) 555-4441"	"26,710.77"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"VALIDATION CR"	""	""	"julie.lamarche@croesus.com"	"01/01/1980"	""	""	"n/a"	""	"(450) 555-4442"	""	"148,791.11"	"VALIDATION CR"
"No"	"300001"	"(450) 555-4444"	"(450) 555-4441"	"119,035.70"	"CAD"	"4"	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"VALIDATIONS CALCULS"	""	""	"julie.lamarche@croesus.com"	"01/01/1980"	""	""	"n/a"	""	"(450) 555-4442"	"(450) 555-4443"	"939,286.10"	"VALIDATIONS CALC"
"No"	"300008"	"(450) 555-4444"	"(450) 555-4441"	"49,897.57"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"VALIDATIONS CALCULS"	""	""	"julie.lamarche@croesus.com"	"01/01/1980"	""	""	"n/a"	""	"(450) 555-4442"	""	"149,654.06"	"VALIDATIONS CALC"
"No"	"300002"	"(450) 555-4444"	"(450) 555-4441"	"191,112.54"	"CAD"	"4"	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"VALIDATIONS SEPARATION LOT"	""	""	"julie.lamarche@croesus.com"	"01/01/1980"	""	""	"n/a"	""	"(450) 555-4442"	"(450) 555-4443"	"493,193.25"	"VALIDATIONS SEPA"
"No"	"800264"	"(450) 555-7022"	"(450) 555-6707"	"5,071.42"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"GILLES VILLENEUVE"	""	""	"BABE.MAINWARING@yahoo.com"	"07/28/1947"	""	""	"n/a"	""	"(450) 555-5811"	""	"1,236,063.36"	"VILLENEUVE GILLE"
"No"	"800045"	"(450) 555-0531"	"(450) 555-6343"	"432.24"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CARROLL VOSSEN"	""	""	"BELANGER.BUISSON@yahoo.com"	"01/30/1960"	""	""	"0.00"	""	"(450) 555-1994"	""	"157,744.60"	"VOSSEN CARROLL"
"No"	"800215"	"(450) 555-3621"	"(450) 555-1081"	"21,259.22"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BERNARD VOYER"	""	""	"BART.CANDOW@yahoo.com"	"10/10/1936"	""	""	"n/a"	""	"(450) 555-5201"	""	"4,758,139.29"	"VOYER BERNARD"
"No"	"800004"	"(450) 555-4522"	"(450) 555-6908"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BOURKE WATKINS"	""	""	"CECIL.AMI@videotron.ca"	"09/12/1948"	""	""	"n/a"	""	"(450) 555-5059"	""	"0.00"	"WATKINS BOURKE"
"No"	"800226"	"(450) 555-8491"	"(450) 555-8049"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BRIAN WUSCHKE"	""	""	"CÉGEP.BELLEVILLE@videotron.ca"	"03/07/1965"	""	""	"n/a"	""	"(450) 555-7719"	""	"0.00"	"WUSCHKE BRIAN"
"No"	"800011"	"(450) 555-8961"	"(450) 555-1871"	"1,089.71"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"YANIC AUBUT GOBEILLE"	""	""	"AFTAB.AREL@usa.net"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-0629"	""	"965,830.43"	"YANIC GOBEILLE A"
"No"	"800230"	"(450) 555-0128"	"(450) 555-7330"	"17,537.50"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BERNI YEKTA"	""	""	"CATHERINA.CHANTAL@videotron.ca"	"10/11/1959"	""	""	"0.00"	""	"(450) 555-8777"	""	"804,511.32"	"YEKTA BERNI"
"No"	"800204"	"(450) 555-8255"	"(450) 555-5445"	"51,018.59"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AYUKO ZIMMERMANN"	""	""	"ANGUS.BROWNING@hotmail.com"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-9165"	""	"338,025.44"	"ZIMMERMANN AYUKO"
