No de compte	Traitement	Transaction	Code de CP	Type	Symbole	Quantité	Prix	Devise	Total	Commission	Gains/Pertes	Int. courus	Frais	PBR manuel	Solde
300010-OB	2010/01/25	2010/01/22	BD88	Vente	Y23105	(2 000)	228,160	CAD	4 383,24	228,00	477,37	47,70	0,50	0,000	263 483,24
300010-OB	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	USD	4 674,50	490,00	121,46	0,00	0,50	0,000	259 100,00
300010-OB	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	USD	19,95	0,00	0,00	0,00	0,00	0,000	254 425,50
300010-OB	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	USD	0,00	0,00	0,00	0,00	0,00	0,000	254 405,55
300010-OB	2010/01/25	2010/01/15	BD88	Vente	M85972	(5 000)	42,000	USD	2 037,50	42,00	355,88	0,00	0,50	0,000	254 405,55
300010-OB	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	CAD	28 763,50	306,00	10 976,07	0,00	0,50	0,000	252 368,05
300010-OB	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	223 604,55
300010-OB	2010/01/25	2009/12/31	BD88	Achat	CBS	500	4,750	USD	(2 447,96)	72,46	0,00	0,00	0,50	0,000	223 604,55
300010-OB	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	USD	(3 030,00)	30,00	0,00	0,00	0,00	0,000	226 052,51
300010-OB	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	USD	(2 234,17)	105,00	0,00	(133,67)	0,50	0,000	229 082,51
300010-OB	2010/01/25	2009/12/21	BD88	Vente	B87545	(1 000)	110,000	CAD	1 034,38	11,00	66,82	(0,12)	0,50	0,000	231 316,68
300010-OB	2010/01/25	2009/12/18	BD88	Vente	AGF420	(1 998,201)	6,150	CAD	12 165,55	122,88	997,14	0,00	0,50	0,000	230 282,30
300010-OB	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	USD	186,87	0,00	0,00	0,00	0,00	0,000	218 116,75
300010-OB	2010/01/25	2009/12/15	BD88	Dividendes	ABX	0	0,000	USD	206,42	0,00	0,00	0,00	0,00	0,000	217 929,88
300010-OB	2010/01/25	2009/12/11	BD88	Achat	Y23105	10 000	227,000	CAD	(21 532,69)	227,00	0,00	(194,19)	0,50	0,000	217 723,46
300010-OB	2010/01/25	2009/12/01	BD88	Remboursement	M89953	(20 000)	100,000	CAD	19 120,00	0,00	2 606,90	0,00	0,00	0,000	239 256,15
300010-OB	2010/01/25	2009/11/30	BD88	Dividendes	TML204	0,862	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	220 136,15
300010-OB	2010/01/25	2009/11/30	BD88	Dividendes	AGF420	44,352	6,150	CAD	0,00	0,00	0,00	0,00	0,00	0,000	220 136,15
300010-OB	2010/01/25	2009/11/27	BD88	Achat	YHOO	500	15,000	USD	(7 575,50)	75,00	0,00	0,00	0,50	0,000	220 136,15
300010-OB	2010/01/25	2009/11/13	BD88	Vente	DIS	(500)	30,000	USD	14 842,50	157,00	3 924,50	0,00	0,50	0,000	227 711,65
300010-OB	2010/01/25	2009/11/03	BD88	Achat	B87545	10 000	112,000	CAD	(10 733,45)	112,00	0,00	(204,95)	0,50	0,000	212 869,15
300010-OB	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	CAD	0,00	0,00	0,00	0,00	0,00	0,000	223 602,60
300010-OB	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	USD	19,62	0,00	0,00	0,00	0,00	0,000	223 602,60
300010-OB	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	223 582,98
300010-OB	2010/01/25	2009/10/30	BD88	Dividendes	TML204	0,834	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	223 582,98
300010-OB	2010/01/25	2009/10/30	BD88	Dividendes	AGF420	43,555	6,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	223 582,98
300010-OB	2010/01/25	2009/10/16	BD88	Achat	YHOO	500	17,000	USD	(8 585,50)	85,00	0,00	0,00	0,50	0,000	223 582,98
300010-OB	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	232 168,48
300010-OB	2010/01/25	2009/09/30	BD88	Dividendes	TML204	0,833	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	232 168,48
300010-OB	2010/01/25	2009/09/30	BD88	Dividendes	AGF420	42,182	6,060	CAD	0,00	0,00	0,00	0,00	0,00	0,000	232 168,48
300010-OB	2010/01/25	2009/09/24	BD88	Vente	R13369	(1 000)	103,000	USD	1 040,18	103,00	33,63	9,68	0,50	0,000	232 168,48
300010-OB	2010/01/25	2009/09/10	BD88	Achat	AGF420	1 868,112	6,000	CAD	(10 424,06)	0,00	0,00	0,00	0,00	0,000	231 128,30
300010-OB	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	241 552,36
300010-OB	2010/01/25	2009/08/31	BD88	Intérêts	1USD	0,00	0,000	USD	325,56	0,00	0,00	0,00	0,00	0,000	241 552,36
300010-OB	2010/01/25	2009/08/31	BD88	Dividendes	TML204	0,899	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	241 226,80
300010-OB	2010/01/25	2009/08/17	BD88	Achat	R13369	10 000	99,582	USD	(10 005,33)	99,00	0,00	(46,63)	0,50	0,000	241 226,80
300010-OB	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	251 232,13
300010-OB	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	USD	12,64	0,00	0,00	0,00	0,00	0,000	251 232,13
300010-OB	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	251 219,49
300010-OB	2010/01/25	2009/07/31	BD88	Dividendes	TML204	2,520	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	251 219,49
300010-OB	2010/01/25	2009/07/31	BD88	Intérêts	1USD	0,00	0,000	USD	348,32	0,00	0,00	0,00	0,00	0,000	251 219,49
300010-OB	2010/01/25	2009/07/20	BD88	Achat	YHOO	500	17,000	USD	(8 585,50)	85,00	0,00	0,00	0,50	0,000	250 871,17
300010-OB	2010/01/25	2009/07/02	BD88	Achat	M22762	10 000	90,000	USD	(9 000,50)	104,00	0,00	0,00	0,50	0,000	259 456,67
300010-OB	2010/01/25	2009/06/30	BD88	Dividendes	TML204	1,737	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	268 457,17
300010-OB	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	268 457,17
300010-OB	2010/01/25	2009/06/30	BD88	Intérêts	1USD	0,00	0,000	USD	473,68	0,00	0,00	0,00	0,00	0,000	268 457,17
300010-OB	2010/01/25	2009/06/22	BD88	Achat	ABX	1 000	37,000	CAD	(32 560,50)	370,00	0,00	0,00	0,50	0,000	267 983,49
300010-OB	2010/01/25	2009/06/15	BD88	Dividendes	ABX	0	0,000	USD	217,43	0,00	0,00	0,00	0,00	0,000	300 543,99
300010-OB	2010/01/25	2009/06/12	BD88	Achat	M85972	10 000	39,000	CAD	(3 471,50)	39,00	0,00	0,00	0,50	0,000	300 326,56
300010-OB	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	303 798,06
300010-OB	2010/01/25	2009/05/31	BD88	Intérêts	1USD	0,00	0,000	USD	1 000,00	0,00	0,00	0,00	0,00	0,000	303 798,06
300010-OB	2010/01/25	2009/05/29	BD88	Dividendes	TML204	3,684	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	302 798,06
300010-OB	2010/01/25	2009/05/26	BD88	Vente	ABX	(1 000)	22,000	CAD	36 959,50	420,00	14 761,43	0,00	0,50	0,000	302 798,06
300010-OB	2010/01/25	2009/05/05	BD88	Achat	DIS	500	23,000	USD	(11 635,50)	135,00	0,00	0,00	0,50	0,000	265 838,56
300010-OB	2010/01/25	2009/04/30	BD88	Dividendes	TML204	4,675	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	277 474,06
300010-OB	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	277 474,06
300010-OB	2010/01/25	2009/04/30	BD88	Intérêts	1USD	0,00	0,000	USD	1 000,00	0,00	0,00	0,00	0,00	0,000	277 474,06
300010-OB	2010/01/25	2009/04/29	BD88	Achat	M89953	10 000	99,750	CAD	(8 279,75)	99,75	0,00	0,00	0,50	0,000	276 474,06
300010-OB	2010/01/25	2009/04/29	BD88	Achat	ABX	500	35,000	CAD	(14 700,50)	175,00	0,00	0,00	0,50	0,000	284 753,81
300010-OB	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(20 000)	100,000	USD	20 000,00	0,00	0,00	0,00	0,00	0,000	299 454,31
300010-OB	2010/01/25	2009/04/10	BD88	Achat	Y23105	10 000	212,750	CAD	(17 554,94)	212,00	0,00	(321,69)	0,50	0,000	279 454,31
300010-OB	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	37,000	CAD	(2 997,50)	47,00	0,00	0,00	0,50	0,000	297 009,25
300010-OB	2010/01/25	2009/04/06	BD88	Achat	P45616	10 000	99,990	USD	(9 999,50)	123,99	0,00	0,00	0,50	0,000	300 006,75
300010-OB	2010/01/25	2009/04/03	BD88	Achat	TML204	1 000,000	10,000	CAD	(8 100,00)	0,00	0,00	0,00	0,00	0,000	310 006,25
300010-OB	2010/01/25	2009/04/03	BD88	Achat	NA	500	42,500	CAD	(17 255,00)	42,00	0,00	0,00	0,50	0,000	318 106,25
300010-OB	2010/01/25	2009/04/03	BD88	Achat	GGF412	950,000	10,000	USD	(9 595,00)	95,00	0,00	0,00	0,00	0,000	335 361,25
300010-OB	2010/01/25	2009/04/03	BD88	Achat	B87545	10 000	108,700	CAD	(9 084,25)	108,00	0,00	(279,05)	0,50	0,000	344 956,25
300010-OB	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	USD	(17 700,50)	177,00	0,00	0,00	0,50	0,000	354 040,50
300010-OB	2010/01/25	2009/04/03	BD88	Achat	M89953	10 000	99,500	CAD	(8 060,00)	98,50	0,00	0,00	0,50	0,000	371 741,00
300010-OB	2010/01/25	2009/04/03	BD88	Achat	DIS	500	20,000	USD	(10 200,50)	200,00	0,00	0,00	0,50	0,000	379 801,00
300010-OB	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	99,980	USD	(9 998,50)	123,48	0,00	0,00	0,50	0,000	390 001,50
300010-OB	2010/01/25	2009/04/01	BD88	Transfert	ABX	1 000	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	400 000,00
300010-OB	2010/01/25	2009/04/01	BD88	Dépôt	1USD	0,00	0,000	USD	400 000,00	0,00	0,00	0,00	0,00	0,000	400 000,00
300010-NA	2010/01/25	2010/01/25	BD88	Vente	CBS	(250)	13,330	USD	3 559,62	33,33	2 062,52	0,00	0,50	0,000	268 852,65
300010-NA	2010/01/25	2010/01/22	BD88	Vente	TML204	(100,000)	10,000	CAD	999,50	10,00	(0,50)	0,00	0,50	0,000	265 293,03
300010-NA	2010/01/25	2010/01/22	BD88	Vente	GGF412	(100,000)	10,000	CAD	1 059,50	10,00	(138,15)	0,00	0,50	0,000	264 293,53
300010-NA	2010/01/25	2010/01/22	BD88	Vente	YHOO	(500)	16,000	CAD	8 399,50	80,00	(424,33)	0,00	0,50	0,000	263 234,03
300010-NA	2010/01/25	2010/01/22	BD88	Vente	Y23105	(2 000)	228,160	CAD	5 077,88	228,00	165,10	514,18	0,50	0,000	254 834,53
300010-NA	2010/01/25	2010/01/21	BD88	Vente	M85539	(1 000)	130,000	USD	1 299,50	130,00	47,73	0,00	0,50	0,000	249 756,65
300010-NA	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	USD	4 908,25	490,00	(591,03)	0,00	0,50	0,000	248 457,15
300010-NA	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	CAD	19,95	0,00	0,00	0,00	0,00	0,000	243 548,90
300010-NA	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	USD	0,00	0,00	0,00	0,00	0,00	0,000	243 528,95
300010-NA	2010/01/25	2010/01/16	BD88	Expiration	NA.AL	(10)	0,000	CAD	0,00	0,00	(1 707,40)	0,00	0,00	0,000	243 528,95
300010-NA	2010/01/25	2010/01/15	BD88	Vente	M85972	(5 000)	42,000	CAD	2 099,50	42,00	123,17	0,00	0,50	0,000	243 528,95
300010-NA	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	CAD	30 906,50	306,00	9 041,50	0,00	0,50	0,000	241 429,45
300010-NA	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	210 522,95
300010-NA	2010/01/25	2009/12/31	BD88	Achat	CBS	500	4,750	USD	(2 994,21)	72,46	0,00	0,00	0,50	0,000	210 522,95
300010-NA	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	USD	(3 210,50)	30,00	0,00	0,00	0,00	0,000	213 517,16
300010-NA	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	USD	(2 234,17)	105,00	0,00	(49,67)	0,50	0,000	216 727,66
300010-NA	2010/01/25	2009/12/21	BD88	Vente	B87545	(1 000)	110,000	CAD	1 100,44	11,00	(4,05)	(0,06)	0,50	0,000	218 961,83
300010-NA	2010/01/25	2009/12/18	BD88	Vente	AGF420	(1 998,201)	6,150	CAD	12 165,55	122,88	162,37	0,00	0,50	0,000	217 861,39
300010-NA	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	CAD	285,00	0,00	0,00	0,00	0,00	0,000	205 695,84
300010-NA	2010/01/25	2009/12/15	BD88	Dividendes	ABX	0	0,000	CAD	318,15	0,00	0,00	0,00	0,00	0,000	205 410,84
300010-NA	2010/01/25	2009/12/11	BD88	Achat	Y23105	10 000	227,000	CAD	(22 906,36)	227,00	0,00	(205,86)	0,50	0,000	205 092,69
300010-NA	2010/01/25	2009/12/01	BD88	Remboursement	M89953	(20 000)	100,000	CAD	20 000,00	0,00	0,00	0,00	0,00	0,000	227 999,05
300010-NA	2010/01/25	2009/11/30	BD88	Dividendes	TML204	0,862	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	207 999,05
300010-NA	2010/01/25	2009/11/30	BD88	Dividendes	AGF420	44,352	6,150	CAD	0,00	0,00	0,00	0,00	0,00	0,000	207 999,05
300010-NA	2010/01/25	2009/11/27	BD88	Achat	YHOO	500	15,000	USD	(8 025,50)	75,00	0,00	0,00	0,50	0,000	207 999,05
300010-NA	2010/01/25	2009/11/13	BD88	Vente	DIS	(500)	30,000	USD	15 592,50	157,00	2 547,00	0,00	0,50	0,000	216 024,55
300010-NA	2010/01/25	2009/11/03	BD88	Achat	B87545	10 000	112,000	CAD	(11 418,53)	112,00	0,00	(218,03)	0,50	0,000	200 432,05
300010-NA	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	CAD	0,00	0,00	0,00	0,00	0,00	0,000	211 850,58
300010-NA	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	CAD	31,15	0,00	0,00	0,00	0,00	0,000	211 850,58
300010-NA	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	211 819,43
300010-NA	2010/01/25	2009/10/30	BD88	Dividendes	TML204	0,834	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	211 819,43
300010-NA	2010/01/25	2009/10/30	BD88	Dividendes	AGF420	43,555	6,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	211 819,43
300010-NA	2010/01/25	2009/10/16	BD88	Achat	YHOO	500	17,000	USD	(8 925,50)	85,00	0,00	0,00	0,50	0,000	211 819,43
300010-NA	2010/01/25	2009/10/07	BD88	Vente	M80675	(1 000)	157,000	CAD	1 585,94	15,70	19,45	15,44	0,50	0,000	220 744,93
300010-NA	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	219 158,99
300010-NA	2010/01/25	2009/09/30	BD88	Dividendes	TML204	0,833	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	219 158,99
300010-NA	2010/01/25	2009/09/30	BD88	Dividendes	AGF420	42,182	6,060	CAD	0,00	0,00	0,00	0,00	0,00	0,000	219 158,99
300010-NA	2010/01/25	2009/09/24	BD88	Vente	R13369	(1 000)	103,000	USD	1 133,84	103,00	215,65	10,64	0,50	0,000	219 158,99
300010-NA	2010/01/25	2009/09/10	BD88	Achat	AGF420	1 868,112	6,000	CAD	(11 208,67)	0,00	0,00	0,00	0,00	0,000	218 025,15
300010-NA	2010/01/25	2009/09/01	BD88	Remboursement	A21479	(10 000)	100,000	CAD	10 000,00	0,00	99,50	0,00	0,00	0,000	229 233,82
300010-NA	2010/01/25	2009/09/01	BD88	Intérêts	A21479	0	0,000	CAD	212,50	0,00	0,00	0,00	0,00	0,000	219 233,82
300010-NA	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	219 021,32
300010-NA	2010/01/25	2009/08/31	BD88	Intérêts	1CAD	0,00	0,000	CAD	325,56	0,00	0,00	0,00	0,00	0,000	219 021,32
300010-NA	2010/01/25	2009/08/31	BD88	Dividendes	TML204	0,899	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	218 695,76
300010-NA	2010/01/25	2009/08/17	BD88	Achat	R13369	10 000	99,582	USD	(10 009,99)	99,00	0,00	944,53	0,50	0,000	218 695,76
300010-NA	2010/01/25	2009/08/17	BD88	Achat	M80675	10 000	155,000	CAD	(15 512,46)	155,00	0,00	(11,96)	0,50	0,000	228 705,75
300010-NA	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	244 218,21
300010-NA	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	CAD	19,45	0,00	0,00	0,00	0,00	0,000	244 218,21
300010-NA	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	244 198,76
300010-NA	2010/01/25	2009/07/31	BD88	Dividendes	TML204	2,520	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	244 198,76
300010-NA	2010/01/25	2009/07/31	BD88	Intérêts	1CAD	0,00	0,000	CAD	348,32	0,00	0,00	0,00	0,00	0,000	244 198,76
300010-NA	2010/01/25	2009/07/20	BD88	Achat	YHOO	500	17,000	USD	(9 520,50)	85,00	0,00	0,00	0,50	0,000	243 850,44
300010-NA	2010/01/25	2009/07/08	BD88	Achat	NA.AL	10	1,690	CAD	(1 707,40)	16,90	0,00	0,00	0,50	0,000	253 370,94
300010-NA	2010/01/25	2009/07/02	BD88	Achat	M22762	10 000	90,000	USD	(10 440,50)	104,00	0,00	0,00	0,50	0,000	255 078,34
300010-NA	2010/01/25	2009/06/30	BD88	Dividendes	TML204	1,737	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	265 518,84
300010-NA	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	265 518,84
300010-NA	2010/01/25	2009/06/30	BD88	Intérêts	1CAD	0,00	0,000	CAD	473,68	0,00	0,00	0,00	0,00	0,000	265 518,84
300010-NA	2010/01/25	2009/06/22	BD88	Achat	ABX	1 000	37,000	CAD	(37 370,50)	370,00	0,00	0,00	0,50	0,000	265 045,16
300010-NA	2010/01/25	2009/06/15	BD88	Dividendes	ABX	0	0,000	CAD	339,90	0,00	0,00	0,00	0,00	0,000	302 415,66
300010-NA	2010/01/25	2009/06/12	BD88	Achat	M85972	10 000	39,000	CAD	(3 899,50)	39,00	0,00	0,00	0,50	0,000	302 075,76
300010-NA	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	305 975,26
300010-NA	2010/01/25	2009/05/31	BD88	Intérêts	1CAD	0,00	0,000	CAD	1 000,00	0,00	0,00	0,00	0,00	0,000	305 975,26
300010-NA	2010/01/25	2009/05/29	BD88	Dividendes	TML204	3,684	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	304 975,26
300010-NA	2010/01/25	2009/05/26	BD88	Vente	ABX	(1 000)	22,000	CAD	41 579,50	420,00	14 102,50	0,00	0,50	0,000	304 975,26
300010-NA	2010/01/25	2009/05/14	BD88	Remboursement	A02479	(20 000)	100,000	CAD	20 000,00	0,00	0,00	0,00	0,00	0,000	263 395,76
300010-NA	2010/01/25	2009/05/05	BD88	Achat	DIS	500	23,000	USD	(13 590,50)	135,00	0,00	0,00	0,50	0,000	243 395,76
300010-NA	2010/01/25	2009/04/30	BD88	Dividendes	TML204	4,675	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	256 986,26
300010-NA	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	256 986,26
300010-NA	2010/01/25	2009/04/30	BD88	Intérêts	1CAD	0,00	0,000	CAD	1 000,00	0,00	0,00	0,00	0,00	0,000	256 986,26
300010-NA	2010/01/25	2009/04/29	BD88	Achat	M89953	10 000	99,750	CAD	(9 975,50)	99,75	0,00	0,00	0,50	0,000	255 986,26
300010-NA	2010/01/25	2009/04/29	BD88	Achat	ABX	500	35,000	CAD	(17 675,50)	175,00	0,00	0,00	0,50	0,000	265 961,76
300010-NA	2010/01/25	2009/04/17	BD88	Achat	A02479	10 000	99,980	CAD	(9 998,50)	99,96	0,00	0,00	0,50	0,000	283 637,26
300010-NA	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(20 000)	100,000	USD	24 200,00	0,00	0,00	0,00	0,00	0,000	293 635,76
300010-NA	2010/01/25	2009/04/10	BD88	Achat	Y23105	10 000	212,750	CAD	(21 670,86)	212,00	0,00	(395,36)	0,50	0,000	269 435,76
300010-NA	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	37,000	CAD	(3 700,50)	47,00	0,00	0,00	0,50	0,000	291 106,62
300010-NA	2010/01/25	2009/04/06	BD88	Achat	P45616	10 000	99,990	USD	(12 399,26)	123,99	0,00	0,00	0,50	0,000	294 807,12
300010-NA	2010/01/25	2009/04/03	BD88	Achat	TML204	1 000,000	10,000	CAD	(10 000,00)	0,00	0,00	0,00	0,00	0,000	307 206,38
300010-NA	2010/01/25	2009/04/03	BD88	Achat	NA	500	42,500	CAD	(21 292,50)	42,00	0,00	0,00	0,50	0,000	317 206,38
300010-NA	2010/01/25	2009/04/03	BD88	Achat	GGF412	950,000	10,000	USD	(11 780,00)	95,00	0,00	0,00	0,00	0,000	338 498,88
300010-NA	2010/01/25	2009/04/03	BD88	Achat	B87545	10 000	108,700	CAD	(11 215,01)	108,00	0,00	(344,51)	0,50	0,000	350 278,88
300010-NA	2010/01/25	2009/04/03	BD88	Achat	M85539	10 000	120,000	CAD	(12 000,50)	120,00	0,00	0,00	0,50	0,000	361 493,89
300010-NA	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	USD	(21 771,50)	177,00	0,00	0,00	0,50	0,000	373 494,39
300010-NA	2010/01/25	2009/04/03	BD88	Achat	M89953	10 000	99,500	CAD	(9 950,50)	98,50	0,00	0,00	0,50	0,000	395 265,89
300010-NA	2010/01/25	2009/04/03	BD88	Achat	DIS	500	20,000	USD	(12 500,50)	200,00	0,00	0,00	0,50	0,000	405 216,39
300010-NA	2010/01/25	2009/04/02	BD88	Achat	A02479	10 000	99,960	CAD	(9 996,50)	99,96	0,00	0,00	0,50	0,000	417 716,89
300010-NA	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	99,980	USD	(12 348,50)	123,48	0,00	0,00	0,50	0,000	427 713,39
300010-NA	2010/01/25	2009/04/01	BD88	Achat	A21479	10 000	99,000	CAD	(9 938,11)	99,00	0,00	(37,61)	0,50	0,000	440 061,89
300010-NA	2010/01/25	2009/04/01	BD88	Transfert	ABX	1 000	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	450 000,00
300010-NA	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	CAD	450 000,00	0,00	0,00	0,00	0,00	0,000	450 000,00
300008-NA	2010/01/25	2010/01/22	BD88	Achat	B87545	10 000	112,700	CAD	(11 331,57)	112,00	0,00	(61,07)	0,50	0,000	49 951,27
300008-NA	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	USD	4 908,25	93,00	(451,66)	0,00	0,50	0,000	61 282,84
300008-NA	2010/01/25	2010/01/20	BD88	Achat	M61475	10 000	90,000	CAD	(9 000,50)	90,00	0,00	0,00	0,50	0,000	56 374,59
300008-NA	2010/01/25	2010/01/14	BD88	Vente	L05144	(10 000)	99,955	CAD	9 995,50	99,00	(1,44)	0,00	0,50	0,000	65 375,09
300008-NA	2010/01/25	2009/12/23	BD88	Achat	M22762	10 000	93,000	USD	(9 765,50)	93,00	0,00	0,00	0,50	0,000	55 379,59
300008-NA	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	CAD	285,00	0,00	0,00	0,00	0,00	0,000	65 145,09
300008-NA	2010/01/25	2009/12/09	BD88	Achat	L05144	20 000	99,900	CAD	(19 980,50)	194,00	0,00	0,00	0,50	0,000	64 860,09
300008-NA	2010/01/25	2009/12/01	BD88	Remboursement	M89953	(20 000)	100,000	CAD	20 000,00	0,00	0,00	0,00	0,00	0,000	84 840,59
300008-NA	2010/01/25	2009/10/01	BD88	Achat	M89953	10 000	99,953	CAD	(9 995,80)	98,50	0,00	0,00	0,50	0,000	64 840,59
300008-NA	2010/01/25	2009/05/14	BD88	Remboursement	A02479	(10 000)	100,000	CAD	10 000,00	0,00	0,00	0,00	0,00	0,000	74 836,39
300008-NA	2010/01/25	2009/04/15	BD88	Achat	L05144	20 000	99,960	CAD	(19 992,50)	199,00	0,00	0,00	0,50	0,000	64 836,39
300008-NA	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(20 000)	100,000	USD	24 200,00	0,00	0,00	0,00	0,00	0,000	84 828,89
300008-NA	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	37,000	CAD	(3 700,50)	47,00	0,00	0,00	0,50	0,000	60 628,89
300008-NA	2010/01/25	2009/04/06	BD88	Achat	P45616	10 000	99,900	USD	(12 388,10)	124,00	0,00	0,00	0,50	0,000	64 329,39
300008-NA	2010/01/25	2009/04/03	BD88	Achat	B87545	10 000	108,700	CAD	(11 215,01)	108,00	0,00	(344,51)	0,50	0,000	76 717,49
300008-NA	2010/01/25	2009/04/03	BD88	Achat	M61475	10 000	80,000	CAD	(8 000,50)	80,00	0,00	0,00	0,50	0,000	87 932,50
300008-NA	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	USD	(21 771,50)	177,00	0,00	0,00	0,50	0,000	95 933,00
300008-NA	2010/01/25	2009/04/03	BD88	Achat	M89953	10 000	99,500	CAD	(9 950,50)	98,50	0,00	0,00	0,50	0,000	117 704,50
