account_number, mgmt_start_date, uma_template, UMA_CASH_MVT, UMA_DATE_PROCH_INTEGR , UMA_MODEL_NO, ALLOCATION_UMA_1A7
1A-BV2W-A,2010-03-20,Template1,808,2010-03-21,~M-00007-0,2
1A-C48E-E,2010-03-20,Template1,809,2010-03-21,~M-00007-0,2
1A-CC2E-E,2010-03-20,Template1,810,2010-03-21,~M-00007-0,2
1A-CH8R-E,2010-03-20,Template1,811,2010-03-21,~M-00007-0,2
1A-CKRE-E,2010-03-20,Template1,812,2010-03-21,~M-00007-0,2
1A-CN5E-E,2010-03-20,Template1,813,2010-03-21,~M-00007-0,2
1A-CT7Y-E,2010-03-20,Template1,814,2010-03-21,~M-00007-0,2
1A-CV7Y-A,2010-03-20,Template1,815,2010-03-21,~M-00007-0,2
1A-CVG1-E,2010-03-20,Template1,816,2010-03-21,~M-00007-0,2
1A-CXF1-E,2010-03-20,Template1,817,2010-03-21,~M-00007-0,2
1A-F0V5-E,2010-03-20,Template1,818,2010-03-21,~M-00007-0,2
1A-F9TE-B,2010-03-20,Template1,819,2010-03-21,~M-00007-0,2
1A-FG1Q-E,2010-03-20,Template1,820,2010-03-21,~M-00007-0,2
1A-FKGW-E,2010-03-20,Template1,821,2010-03-21,~M-00007-0,2
1A-FT49-E,2010-03-20,Template1,822,2010-03-21,~M-00007-0,2
1A-FVZG-E,2010-03-20,Template1,823,2010-03-21,~M-00007-0,2
1A-FZR0-A,2010-03-20,Template1,824,2010-03-21,~M-00007-0,2
1A-G449-E,2010-03-20,Template1,825,2010-03-21,~M-00007-0,2
1A-G6FW-T,2010-03-20,Template1,826,2010-03-21,~M-00007-0,2
1A-GCHW-E,2010-03-20,Template1,827,2010-03-21,~M-00007-0,2
1A-GCRQ-A,2010-03-20,Template1,828,2010-03-21,~M-00007-0,2
1A-GCZ2-E,2010-03-20,Template1,829,2010-03-21,~M-00007-0,2
1A-GF84-A,2010-03-20,Template1,830,2010-03-21,~M-00007-0,2
1A-GG2Q-E,2010-03-20,Template1,831,2010-03-21,~M-00007-0,2
1A-GKTV-A,2010-03-20,Template1,832,2010-03-21,~M-00007-0,2
1A-GPV5-E,2010-03-20,Template1,833,2010-03-21,~M-00007-0,2
1A-GPV5-F,2010-03-20,Template1,834,2010-03-21,~M-00007-0,2
1A-GQ2E-E,2010-03-20,Template1,835,2010-03-21,~M-00007-0,2
1A-GX1R-A,2010-03-20,Template1,836,2010-03-21,~M-00007-0,2
1A-GX1R-B,2010-03-20,Template1,837,2010-03-21,~M-00007-0,2
1A-GX9X-E,2010-03-20,Template1,838,2010-03-21,~M-00007-0,2
1A-GXAQ-A,2010-03-20,Template1,839,2010-03-21,~M-00007-0,2
1A-GXAQ-E,2010-03-20,Template1,840,2010-03-21,~M-00007-0,2
1A-GXWR-A,2010-03-20,Template1,841,2010-03-21,~M-00007-0,2
1A-GXWR-E,2010-03-20,Template1,842,2010-03-21,~M-00007-0,2
1A-GY62-E,2010-03-20,Template1,843,2010-03-21,~M-00007-0,2
1A-GYHV-A,2010-03-20,Template1,844,2010-03-21,~M-00007-0,2
1A-GYHV-B,2010-03-20,Template1,845,2010-03-21,~M-00007-0,2
1A-GYR4-E,2010-03-20,Template1,846,2010-03-21,~M-00007-0,2
1A-GYR4-F,2010-03-20,Template1,847,2010-03-21,~M-00007-0,2
1A-H0K9-E,2010-03-20,Template1,848,2010-03-21,~M-00007-0,2
1A-H2Z5-A,2010-03-20,Template1,849,2010-03-21,~M-00007-0,2
1A-HNQX-E,2010-03-20,Template1,850,2010-03-21,~M-00007-0,2
1A-HZ3R-E,2010-03-20,Template1,851,2010-03-21,~M-00007-0,2
1A-K0ZE-E,2010-03-20,Template1,852,2010-03-21,~M-00007-0,2
1A-K121-E,2010-03-20,Template1,853,2010-03-21,~M-00007-0,2
1A-K12V-A,2010-03-20,Template1,854,2010-03-21,~M-00007-0,2
1A-K701-E,2010-03-20,Template1,855,2010-03-21,~M-00007-0,2
1A-KABE-E,2010-03-20,Template1,856,2010-03-21,~M-00007-0,2
1A-KX53-E,2010-03-20,Template1,857,2010-03-21,~M-00007-0,2
1A-KX59-E,2010-03-20,Template1,858,2010-03-21,~M-00007-0,2
1A-KYC1-E,2010-03-20,Template1,859,2010-03-21,~M-00007-0,2
1A-KYWW-A,2010-03-20,Template1,860,2010-03-21,~M-00007-0,2
1A-NVYG-A,2010-03-20,Template1,861,2010-03-21,~M-00007-0,2
1A-NWY7-A,2010-03-20,Template1,862,2010-03-21,~M-00007-0,2
1A-PVN5-E,2010-03-20,Template1,863,2010-03-21,~M-00007-0,2
1A-Q4AX-S,2010-03-20,Template1,864,2010-03-21,~M-00007-0,2
1A-Q6GH-S,2010-03-20,Template1,865,2010-03-21,~M-00007-0,2
1A-QBTW-E,2010-03-20,Template1,866,2010-03-21,~M-00007-0,2
1A-QBTX-E,2010-03-20,Template1,867,2010-03-21,~M-00007-0,2
1A-QGBH-E,2010-03-20,Template1,868,2010-03-21,~M-00007-0,2
1A-QGKX-E,2010-03-20,Template1,869,2010-03-21,~M-00007-0,2
1A-QT1H-E,2010-03-20,Template1,870,2010-03-21,~M-00007-0,2
1A-QT3Y-A,2010-03-20,Template1,871,2010-03-21,~M-00007-0,2
1A-QT5R-A,2010-03-20,Template1,872,2010-03-21,~M-00007-0,2
1A-R5Q8-E,2010-03-20,Template1,873,2010-03-21,~M-00007-0,2
1A-R9AG-E,2010-03-20,Template1,874,2010-03-21,~M-00007-0,2
1A-RH84-E,2010-03-20,Template1,875,2010-03-21,~M-00007-0,2
1A-RQCH-E,2010-03-20,Template1,876,2010-03-21,~M-00007-0,2
1A-RT3H-E,2010-03-20,Template1,877,2010-03-21,~M-00007-0,2
1A-RW2Q-A,2010-03-20,Template1,878,2010-03-21,~M-00007-0,2
1A-RYT3-A,2010-03-20,Template1,879,2010-03-21,~M-00007-0,2
1A-RZ53-A,2010-03-20,Template1,880,2010-03-21,~M-00007-0,2
1A-RZRY-A,2010-03-20,Template1,881,2010-03-21,~M-00007-0,2
1A-T244-E,2010-03-20,Template1,882,2010-03-21,~M-00007-0,2
1A-T244-S,2010-03-20,Template1,883,2010-03-21,~M-00007-0,2
1A-T3ZV-A,2010-03-20,Template1,884,2010-03-21,~M-00007-0,2
1A-T5CG-S,2010-03-20,Template1,885,2010-03-21,~M-00007-0,2
1A-T5CH-E,2010-03-20,Template1,886,2010-03-21,~M-00007-0,2
1A-T5CH-S,2010-03-20,Template1,887,2010-03-21,~M-00007-0,2
1A-T5CH-X,2010-03-20,Template1,888,2010-03-21,~M-00007-0,2
1A-T5K3-A,2010-03-20,Template1,889,2010-03-21,~M-00007-0,2
1A-T5K3-B,2010-03-20,Template1,890,2010-03-21,~M-00007-0,2
1A-T5K3-T,2010-03-20,Template1,891,2010-03-21,~M-00007-0,2
1A-T68H-A,2010-03-20,Template1,892,2010-03-21,~M-00007-0,2
1A-T68H-S,2010-03-20,Template1,893,2010-03-21,~M-00007-0,2
1A-TN93-E,2010-03-20,Template1,894,2010-03-21,~M-00007-0,2
1A-TR1V-A,2010-03-20,Template1,895,2010-03-21,~M-00007-0,2
1A-TTRH-A,2010-03-20,Template1,896,2010-03-21,~M-00007-0,2
1A-TTVG-A,2010-03-20,Template1,897,2010-03-21,~M-00007-0,2
1A-TV23-E,2010-03-20,Template1,898,2010-03-21,~M-00007-0,2
1A-TV38-E,2010-03-20,Template1,899,2010-03-21,~M-00007-0,2
1A-TV38-F,2010-03-20,Template1,900,2010-03-21,~M-00007-0,2
1A-TV38-X,2010-03-20,Template1,901,2010-03-21,~M-00007-0,2
1A-TV83-A,2010-03-20,Template1,902,2010-03-21,~M-00007-0,2
1A-TVG6-A,2010-03-20,Template1,903,2010-03-21,~M-00007-0,2
1A-TVW5-S,2010-03-20,Template1,904,2010-03-21,~M-00007-0,2
1A-TVZ5-A,2010-03-20,Template1,905,2010-03-21,~M-00007-0,2
1A-TWGH-E,2010-03-20,Template1,906,2010-03-21,~M-00007-0,2
1A-V525-A,2010-03-20,Template1,907,2010-03-21,~M-00007-0,2
1A-V526-A,2010-03-20,Template1,908,2010-03-21,~M-00007-0,2
1A-V539-E,2010-03-20,Template1,909,2010-03-21,~M-00007-0,2
1A-V546-B,2010-03-20,Template1,910,2010-03-21,~M-00007-0,2
1A-V546-E,2010-03-20,Template1,911,2010-03-21,~M-00007-0,2
1A-V6AX-A,2010-03-20,Template1,912,2010-03-21,~M-00007-0,2
1A-V6Q5-E,2010-03-20,Template1,913,2010-03-21,~M-00007-0,2
1A-V724-E,2010-03-20,Template1,914,2010-03-21,~M-00007-0,2
1A-V75Q-A,2010-03-20,Template1,915,2010-03-21,~M-00007-0,2
1A-V7N5-A,2010-03-20,Template1,916,2010-03-21,~M-00007-0,2
1A-V7R9-A,2010-03-20,Template1,917,2010-03-21,~M-00007-0,2
1A-V872-E,2010-03-20,Template1,918,2010-03-21,~M-00007-0,2
1A-V890-A,2010-03-20,Template1,919,2010-03-21,~M-00007-0,2
1A-V8FG-A,2010-03-20,Template1,920,2010-03-21,~M-00007-0,2
1A-V8TV-A,2010-03-20,Template1,921,2010-03-21,~M-00007-0,2
1A-V9CY-A,2010-03-20,Template1,922,2010-03-21,~M-00007-0,2
1A-V9GV-E,2010-03-20,Template1,923,2010-03-21,~M-00007-0,2
1A-V9GX-E,2010-03-20,Template1,924,2010-03-21,~M-00007-0,2
1A-VR0Q-A,2010-03-20,Template1,925,2010-03-21,~M-00007-0,2
1A-VR0Q-B,2010-03-20,Template1,926,2010-03-21,~M-00007-0,2
1A-VR0Q-E,2010-03-20,Template1,927,2010-03-21,~M-00007-0,2
1A-VR0Q-F,2010-03-20,Template1,928,2010-03-21,~M-00007-0,2
1A-VRA9-E,2010-03-20,Template1,929,2010-03-21,~M-00007-0,2
1A-VRA9-X,2010-03-20,Template1,930,2010-03-21,~M-00007-0,2
1A-VRV8-E,2010-03-20,Template1,931,2010-03-21,~M-00007-0,2
1A-W3CW-A,2010-03-20,Template1,932,2010-03-21,~M-00007-0,2
1A-WC25-A,2010-03-20,Template1,933,2010-03-21,~M-00007-0,2
1A-X0K7-E,2010-03-20,Template1,934,2010-03-21,~M-00007-0,2
1A-X17H-A,2010-03-20,Template1,935,2010-03-21,~M-00007-0,2
1A-X39G-A,2010-03-20,Template1,936,2010-03-21,~M-00007-0,2
1A-X3AG-A,2010-03-20,Template1,937,2010-03-21,~M-00007-0,2
1A-X4X2-A,2010-03-20,Template1,938,2010-03-21,~M-00007-0,2
1A-XQH1-E,2010-03-20,Template1,939,2010-03-21,~M-00007-0,2
1A-XQH6-E,2010-03-20,Template1,940,2010-03-21,~M-00007-0,2
1A-Y27W-A,2010-03-20,Template1,941,2010-03-21,~M-00007-0,2
1A-Y38H-E,2010-03-20,Template1,942,2010-03-21,~M-00007-0,2
1A-Y42Q-A,2010-03-20,Template1,943,2010-03-21,~M-00007-0,2
1A-Y45V-E,2010-03-20,Template1,944,2010-03-21,~M-00007-0,2
1A-Y467-E,2010-03-20,Template1,945,2010-03-21,~M-00007-0,2
1A-Y4H4-E,2010-03-20,Template1,946,2010-03-21,~M-00007-0,2
1A-Y4YY-E,2010-03-20,Template1,947,2010-03-21,~M-00007-0,2
1A-Y5B0-F,2010-03-20,Template1,948,2010-03-21,~M-00007-0,2
1A-Y5N1-E,2010-03-20,Template1,949,2010-03-21,~M-00007-0,2
1A-Y5RV-E,2010-03-20,Template1,950,2010-03-21,~M-00007-0,2
1A-YGWR-E,2010-03-20,Template1,951,2010-03-21,~M-00007-0,2
1A-YT7R-E,2010-03-20,Template1,952,2010-03-21,~M-00007-0,2
1A-YT7R-S,2010-03-20,Template1,953,2010-03-21,~M-00007-0,2
1A-YXN6-E,2010-03-20,Template1,954,2010-03-21,~M-00007-0,2
1A-Z089-E,2010-03-20,Template1,955,2010-03-21,~M-00007-0,2
1A-ZB5X-E,2010-03-20,Template1,956,2010-03-21,~M-00007-0,2
1A-ZH62-A,2010-03-20,Template1,957,2010-03-21,~M-00007-0,2
1A-ZQ1G-E,2010-03-20,Template1,958,2010-03-21,~M-00007-0,2
1A-ZYNG-A,2010-03-20,Template1,959,2010-03-21,~M-00007-0,2
1A-ZYNH-A,2010-03-20,Template1,960,2010-03-21,~M-00007-0,2
1B-04ZY-A,2010-03-20,Template1,961,2010-03-21,~M-00007-0,2
1B-0F7T-A,2010-03-20,Template1,962,2010-03-21,~M-00007-0,2
1B-0F7T-E,2010-03-20,Template1,963,2010-03-21,~M-00007-0,2
1B-0F7T-F,2010-03-20,Template1,964,2010-03-21,~M-00007-0,2
1B-0NZY-B,2010-03-20,Template1,965,2010-03-21,~M-00007-0,2
1B-0Q38-A,2010-03-20,Template1,966,2010-03-21,~M-00007-0,2
1B-0WXX-B,2010-03-20,Template1,967,2010-03-21,~M-00007-0,2
1B-0XAZ-E,2010-03-20,Template1,968,2010-03-21,~M-00007-0,2
1B-1AF6-A,2010-03-20,Template1,969,2010-03-21,~M-00007-0,2
1B-1ART-A,2010-03-20,Template1,970,2010-03-21,~M-00007-0,2
1B-1HNY-E,2010-03-20,Template1,971,2010-03-21,~M-00007-0,2
1B-20BT-A,2010-03-20,Template1,972,2010-03-21,~M-00007-0,2
1B-2459-E,2010-03-20,Template1,973,2010-03-21,~M-00007-0,2
1B-251H-X,2010-03-20,Template1,974,2010-03-21,~M-00007-0,2
1B-2523-E,2010-03-20,Template1,975,2010-03-21,~M-00007-0,2
1B-255Q-X,2010-03-20,Template1,976,2010-03-21,~M-00007-0,2
1B-25RT-A,2010-03-20,Template1,977,2010-03-21,~M-00007-0,2
1B-25TT-X,2010-03-20,Template1,978,2010-03-21,~M-00007-0,2
1B-288R-E,2010-03-20,Template1,979,2010-03-21,~M-00007-0,2
1B-28YY-E,2010-03-20,Template1,980,2010-03-21,~M-00007-0,2
1B-2933-A,2010-03-20,Template1,981,2010-03-21,~M-00007-0,2
1B-2933-X,2010-03-20,Template1,982,2010-03-21,~M-00007-0,2
1B-2934-A,2010-03-20,Template1,983,2010-03-21,~M-00007-0,2
1B-2934-X,2010-03-20,Template1,984,2010-03-21,~M-00007-0,2
1B-29FX-F,2010-03-20,Template1,985,2010-03-21,~M-00007-0,2
1B-29V7-A,2010-03-20,Template1,986,2010-03-21,~M-00007-0,2
1B-29V7-X,2010-03-20,Template1,987,2010-03-21,~M-00007-0,2
1B-29V8-A,2010-03-20,Template1,988,2010-03-21,~M-00007-0,2
1B-29V8-X,2010-03-20,Template1,989,2010-03-21,~M-00007-0,2
1B-2BKW-E,2010-03-20,Template1,990,2010-03-21,~M-00007-0,2
1B-2FGR-X,2010-03-20,Template1,991,2010-03-21,~M-00007-0,2
1B-2K33-A,2010-03-20,Template1,992,2010-03-21,~M-00007-0,2
1B-2KTZ-A,2010-03-20,Template1,993,2010-03-21,~M-00007-0,2
1B-2Q27-E,2010-03-20,Template1,994,2010-03-21,~M-00007-0,2
1B-2Q28-E,2010-03-20,Template1,995,2010-03-21,~M-00007-0,2
1B-2QC4-A,2010-03-20,Template1,996,2010-03-21,~M-00007-0,2
1B-2QCR-A,2010-03-20,Template1,997,2010-03-21,~M-00007-0,2
1B-2RZT-E,2010-03-20,Template1,998,2010-03-21,~M-00007-0,2
1B-2V39-A,2010-03-20,Template1,999,2010-03-21,~M-00007-0,2
1B-2W04-E,2010-03-20,Template1,1000,2010-03-21,~M-00007-0,2
1B-31AR-A,2010-03-20,Template1,1001,2010-03-21,~M-00007-0,2
1B-31Z6-E,2010-03-20,Template1,1002,2010-03-21,~M-00007-0,2
1B-342K-A,2010-03-20,Template1,1003,2010-03-21,~M-00007-0,2
1B-344N-E,2010-03-20,Template1,1004,2010-03-21,~M-00007-0,2
1B-34F0-A,2010-03-20,Template1,1005,2010-03-21,~M-00007-0,2
1B-34F0-B,2010-03-20,Template1,1006,2010-03-21,~M-00007-0,2
1B-35AZ-A,2010-03-20,Template1,1007,2010-03-21,~M-00007-0,2
1B-35Y3-E,2010-03-20,Template1,1008,2010-03-21,~M-00007-0,2
1B-36ZW-A,2010-03-20,Template1,1009,2010-03-21,~M-00007-0,2
1B-36ZX-E,2010-03-20,Template1,1010,2010-03-21,~M-00007-0,2
1B-3728-E,2010-03-20,Template1,1011,2010-03-21,~M-00007-0,2
1B-3729-E,2010-03-20,Template1,1012,2010-03-21,~M-00007-0,2
1B-37Z5-A,2010-03-20,Template1,1013,2010-03-21,~M-00007-0,2
1B-38F1-A,2010-03-20,Template1,1014,2010-03-21,~M-00007-0,2
1B-3995-E,2010-03-20,Template1,1015,2010-03-21,~M-00007-0,2
1B-39FX-E,2010-03-20,Template1,1016,2010-03-21,~M-00007-0,2
1B-39FX-F,2010-03-20,Template1,1017,2010-03-21,~M-00007-0,2
1B-39Q6-E,2010-03-20,Template1,1018,2010-03-21,~M-00007-0,2
1B-39Q6-F,2010-03-20,Template1,1019,2010-03-21,~M-00007-0,2
1B-39QG-E,2010-03-20,Template1,1020,2010-03-21,~M-00007-0,2
1B-39RZ-E,2010-03-20,Template1,1021,2010-03-21,~M-00007-0,2
1B-39W0-A,2010-03-20,Template1,1022,2010-03-21,~M-00007-0,2
1B-3AW5-A,2010-03-20,Template1,1023,2010-03-21,~M-00007-0,2
1B-3C0X-E,2010-03-20,Template1,1024,2010-03-21,~M-00007-0,2
1B-3C1G-A,2010-03-20,Template1,1025,2010-03-21,~M-00007-0,2
1B-3C4Q-A,2010-03-20,Template1,1026,2010-03-21,~M-00007-0,2
1B-3FYR-F,2010-03-20,Template1,1027,2010-03-21,~M-00007-0,2
1B-3H04-E,2010-03-20,Template1,1028,2010-03-21,~M-00007-0,2
1B-3H06-E,2010-03-20,Template1,1029,2010-03-21,~M-00007-0,2
1B-3H0Z-E,2010-03-20,Template1,1030,2010-03-21,~M-00007-0,2
1B-3HC3-E,2010-03-20,Template1,1031,2010-03-21,~M-00007-0,2
1B-3HFH-E,2010-03-20,Template1,1032,2010-03-21,~M-00007-0,2
1B-3HGX-A,2010-03-20,Template1,1033,2010-03-21,~M-00007-0,2
1B-3HX9-E,2010-03-20,Template1,1034,2010-03-21,~M-00007-0,2
1B-3HX9-F,2010-03-20,Template1,1035,2010-03-21,~M-00007-0,2
1B-3NF8-A,2010-03-20,Template1,1036,2010-03-21,~M-00007-0,2
1B-3NFX-A,2010-03-20,Template1,1037,2010-03-21,~M-00007-0,2
1B-3R0N-E,2010-03-20,Template1,1038,2010-03-21,~M-00007-0,2
1B-3Y36-A,2010-03-20,Template1,1039,2010-03-21,~M-00007-0,2
1B-3Y4R-A,2010-03-20,Template1,1040,2010-03-21,~M-00007-0,2
1B-3Y63-E,2010-03-20,Template1,1041,2010-03-21,~M-00007-0,2
1B-3Y70-E,2010-03-20,Template1,1042,2010-03-21,~M-00007-0,2
1B-3Y80-E,2010-03-20,Template1,1043,2010-03-21,~M-00007-0,2
1B-3Y80-F,2010-03-20,Template1,1044,2010-03-21,~M-00007-0,2
1B-3Y8Q-E,2010-03-20,Template1,1045,2010-03-21,~M-00007-0,2
1B-3Y90-A,2010-03-20,Template1,1046,2010-03-21,~M-00007-0,2
1B-3Y92-A,2010-03-20,Template1,1047,2010-03-21,~M-00007-0,2
1B-3YBK-E,2010-03-20,Template1,1048,2010-03-21,~M-00007-0,2
1B-422R-A,2010-03-20,Template1,1049,2010-03-21,~M-00007-0,2
1B-422R-B,2010-03-20,Template1,1050,2010-03-21,~M-00007-0,2
1B-422W-A,2010-03-20,Template1,1051,2010-03-21,~M-00007-0,2
1B-422W-B,2010-03-20,Template1,1052,2010-03-21,~M-00007-0,2
1B-45GT-A,2010-03-20,Template1,1053,2010-03-21,~M-00007-0,2
1B-46BT-A,2010-03-20,Template1,1054,2010-03-21,~M-00007-0,2
1B-46C2-A,2010-03-20,Template1,1055,2010-03-21,~M-00007-0,2
1B-46C7-A,2010-03-20,Template1,1056,2010-03-21,~M-00007-0,2
1B-46FW-A,2010-03-20,Template1,1057,2010-03-21,~M-00007-0,2
1B-4853-A,2010-03-20,Template1,1058,2010-03-21,~M-00007-0,2
1B-48K8-E,2010-03-20,Template1,1059,2010-03-21,~M-00007-0,2
1B-48K9-E,2010-03-20,Template1,1060,2010-03-21,~M-00007-0,2
1B-48NT-A,2010-03-20,Template1,1061,2010-03-21,~M-00007-0,2
1B-49CH-E,2010-03-20,Template1,1062,2010-03-21,~M-00007-0,2
1B-49FQ-A,2010-03-20,Template1,1063,2010-03-21,~M-00007-0,2
1B-49H3-A,2010-03-20,Template1,1064,2010-03-21,~M-00007-0,2
1B-49KG-A,2010-03-20,Template1,1065,2010-03-21,~M-00007-0,2
1B-49Q5-A,2010-03-20,Template1,1066,2010-03-21,~M-00007-0,2
1B-4AA3-E,2010-03-20,Template1,1067,2010-03-21,~M-00007-0,2
1B-4C76-E,2010-03-20,Template1,1068,2010-03-21,~M-00007-0,2
1B-4C76-F,2010-03-20,Template1,1069,2010-03-21,~M-00007-0,2
1B-4CV2-A,2010-03-20,Template1,1070,2010-03-21,~M-00007-0,2
1B-4FKQ-A,2010-03-20,Template1,1071,2010-03-21,~M-00007-0,2
1B-4FNR-A,2010-03-20,Template1,1072,2010-03-21,~M-00007-0,2
1B-4FNV-E,2010-03-20,Template1,1073,2010-03-21,~M-00007-0,2
1B-4FNV-F,2010-03-20,Template1,1074,2010-03-21,~M-00007-0,2
1B-4FYQ-E,2010-03-20,Template1,1075,2010-03-21,~M-00007-0,2
1B-4HYK-A,2010-03-20,Template1,1076,2010-03-21,~M-00007-0,2
1B-4NHY-E,2010-03-20,Template1,1077,2010-03-21,~M-00007-0,2
1B-4T20-E,2010-03-20,Template1,1078,2010-03-21,~M-00007-0,2
1B-4TKQ-A,2010-03-20,Template1,1079,2010-03-21,~M-00007-0,2
1B-4TTR-A,2010-03-20,Template1,1080,2010-03-21,~M-00007-0,2
1B-4V81-A,2010-03-20,Template1,1081,2010-03-21,~M-00007-0,2
1B-4V9Q-E,2010-03-20,Template1,1082,2010-03-21,~M-00007-0,2
1B-4V9Q-F,2010-03-20,Template1,1083,2010-03-21,~M-00007-0,2
1B-4WQZ-E,2010-03-20,Template1,1084,2010-03-21,~M-00007-0,2
1B-4WT6-E,2010-03-20,Template1,1085,2010-03-21,~M-00007-0,2
1B-4WW1-E,2010-03-20,Template1,1086,2010-03-21,~M-00007-0,2
1B-5012-A,2010-03-20,Template1,1087,2010-03-21,~M-00007-0,2
1B-5013-A,2010-03-20,Template1,1088,2010-03-21,~M-00007-0,2
1B-50Q1-A,2010-03-20,Template1,1089,2010-03-21,~M-00007-0,2
1B-50W7-A,2010-03-20,Template1,1090,2010-03-21,~M-00007-0,2
1B-511X-E,2010-03-20,Template1,1091,2010-03-21,~M-00007-0,2
1B-5126-A,2010-03-20,Template1,1092,2010-03-21,~M-00007-0,2
1B-5127-A,2010-03-20,Template1,1093,2010-03-21,~M-00007-0,2
1B-5129-A,2010-03-20,Template1,1094,2010-03-21,~M-00007-0,2
1B-5199-A,2010-03-20,Template1,1095,2010-03-21,~M-00007-0,2
1B-520G-A,2010-03-20,Template1,1096,2010-03-21,~M-00007-0,2
1B-5223-A,2010-03-20,Template1,1097,2010-03-21,~M-00007-0,2
1B-5234-A,2010-03-20,Template1,1098,2010-03-21,~M-00007-0,2
1B-5258-A,2010-03-20,Template1,1099,2010-03-21,~M-00007-0,2
1B-5258-E,2010-03-20,Template1,1100,2010-03-21,~M-00007-0,2
1B-526T-E,2010-03-20,Template1,1101,2010-03-21,~M-00007-0,2
1B-5277-A,2010-03-20,Template1,1102,2010-03-21,~M-00007-0,2
1B-527Z-E,2010-03-20,Template1,1103,2010-03-21,~M-00007-0,2
1B-527Z-F,2010-03-20,Template1,1104,2010-03-21,~M-00007-0,2
1B-52NX-A,2010-03-20,Template1,1105,2010-03-21,~M-00007-0,2
1B-52NX-E,2010-03-20,Template1,1106,2010-03-21,~M-00007-0,2
1B-52NX-F,2010-03-20,Template1,1107,2010-03-21,~M-00007-0,2
1B-53BX-A,2010-03-20,Template1,1108,2010-03-21,~M-00007-0,2
1B-53C7-E,2010-03-20,Template1,1109,2010-03-21,~M-00007-0,2
1B-53K6-E,2010-03-20,Template1,1110,2010-03-21,~M-00007-0,2
1B-53K8-A,2010-03-20,Template1,1111,2010-03-21,~M-00007-0,2
1B-54A9-E,2010-03-20,Template1,1112,2010-03-21,~M-00007-0,2
1B-54V6-A,2010-03-20,Template1,1113,2010-03-21,~M-00007-0,2
1B-54XX-A,2010-03-20,Template1,1114,2010-03-21,~M-00007-0,2
1B-554K-A,2010-03-20,Template1,1115,2010-03-21,~M-00007-0,2
1B-554N-A,2010-03-20,Template1,1116,2010-03-21,~M-00007-0,2
1B-5590-A,2010-03-20,Template1,1117,2010-03-21,~M-00007-0,2
1B-55GR-E,2010-03-20,Template1,1118,2010-03-21,~M-00007-0,2
1B-55NY-A,2010-03-20,Template1,1119,2010-03-21,~M-00007-0,2
1B-55Q6-E,2010-03-20,Template1,1120,2010-03-21,~M-00007-0,2
1B-55VG-X,2010-03-20,Template1,1121,2010-03-21,~M-00007-0,2
1B-55VH-A,2010-03-20,Template1,1122,2010-03-21,~M-00007-0,2
1B-55XR-A,2010-03-20,Template1,1123,2010-03-21,~M-00007-0,2
1B-560K-A,2010-03-20,Template1,1124,2010-03-21,~M-00007-0,2
1B-560T-E,2010-03-20,Template1,1125,2010-03-21,~M-00007-0,2
1B-560Z-E,2010-03-20,Template1,1126,2010-03-21,~M-00007-0,2
1B-5613-A,2010-03-20,Template1,1127,2010-03-21,~M-00007-0,2
1B-5619-A,2010-03-20,Template1,1128,2010-03-21,~M-00007-0,2
1B-5619-E,2010-03-20,Template1,1129,2010-03-21,~M-00007-0,2
1B-562H-A,2010-03-20,Template1,1130,2010-03-21,~M-00007-0,2
1B-562H-E,2010-03-20,Template1,1131,2010-03-21,~M-00007-0,2
1B-562N-A,2010-03-20,Template1,1132,2010-03-21,~M-00007-0,2
1B-56F9-A,2010-03-20,Template1,1133,2010-03-21,~M-00007-0,2
1B-56RT-A,2010-03-20,Template1,1134,2010-03-21,~M-00007-0,2
1B-56W9-A,2010-03-20,Template1,1135,2010-03-21,~M-00007-0,2
1B-57BQ-E,2010-03-20,Template1,1136,2010-03-21,~M-00007-0,2
1B-58KN-A,2010-03-20,Template1,1137,2010-03-21,~M-00007-0,2
1B-58KN-X,2010-03-20,Template1,1138,2010-03-21,~M-00007-0,2
1B-58KQ-A,2010-03-20,Template1,1139,2010-03-21,~M-00007-0,2
1B-58KR-A,2010-03-20,Template1,1140,2010-03-21,~M-00007-0,2
1B-58NG-E,2010-03-20,Template1,1141,2010-03-21,~M-00007-0,2
1B-58QX-A,2010-03-20,Template1,1142,2010-03-21,~M-00007-0,2
1B-58YW-A,2010-03-20,Template1,1143,2010-03-21,~M-00007-0,2
1B-5B0K-A,2010-03-20,Template1,1144,2010-03-21,~M-00007-0,2
1B-5B0K-X,2010-03-20,Template1,1145,2010-03-21,~M-00007-0,2
1B-5BZ9-A,2010-03-20,Template1,1146,2010-03-21,~M-00007-0,2
1B-5BZ9-X,2010-03-20,Template1,1147,2010-03-21,~M-00007-0,2
1B-5C7Y-E,2010-03-20,Template1,1148,2010-03-21,~M-00007-0,2
1B-5CC2-B,2010-03-20,Template1,1149,2010-03-21,~M-00007-0,2
1B-5CHY-A,2010-03-20,Template1,1150,2010-03-21,~M-00007-0,2
1B-5CY9-E,2010-03-20,Template1,1151,2010-03-21,~M-00007-0,2
1B-5CYV-E,2010-03-20,Template1,1152,2010-03-21,~M-00007-0,2
1B-5F6X-E,2010-03-20,Template1,1153,2010-03-21,~M-00007-0,2
1B-5FF5-F,2010-03-20,Template1,1154,2010-03-21,~M-00007-0,2
