Acct. No.	Source	Settlement	Security	Rate	Note	Name	Manual Invest. Cost	MV Ind.	Invest. Cap. G/L	Interest Portion	Description	Client No.	Cash Flow	Processing	Transaction	IA Code	Type	Symbol	Quantity	Price	Cur.	Total	Commission	Gains/Losses	Accrued Int.	Fees	Manual ACB	Cash Balance
300010-NA	VEN	12/22/2009	995321	1.00000000	AGF420 remplace Fond ODONNEL	CALCULS GAINS/PE	0.000		956.88	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	12/18/2009	BD88	Sell	AGF420	(1,998.201)	6.150	CAD	12,165.55	122.88	162.37	0.00	0.50	0.000	217,861.39
300010-NA	INT	12/18/2009	B87545	1.00000000	Interet PROV C.B. 5.7%18JN29	CALCULS GAINS/PE	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300010	0.00	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	285.00	0.00	0.00	0.00	0.00	0.000	205,695.84
300010-NA	DIV	12/15/2009	059960	1.00000000	Div ABX	CALCULS GAINS/PE	0.000		0.00	0.00	BARRICK GOLD CORP	300010	0.00	01/25/2010	12/15/2009	BD88	Dividends	ABX	0	0.000	CAD	318.15	0.00	0.00	0.00	0.00	0.000	205,410.84
300010-NA	ACH	12/15/2009	Y23105	1.00000000	FRANCE EUR remplace Bundes int=13.32*1.5454	CALCULS GAINS/PE	0.000		0.00	0.00	FRANCE EUR(OAT)3.4%25JL29	300010	0.00	01/25/2010	12/11/2009	BD88	Buy	Y23105	10,000	227.000	CAD	(22,906.36)	227.00	0.00	(205.86)	0.50	0.000	205,092.69
300010-NA	REM	12/01/2009	M89953	1.00000000	Remb PRIN-Bell	CALCULS GAINS/PE	0.000		0.00	74.00	PRIN-B.C. PROV      1DC09	300010	0.00	01/25/2010	12/01/2009	BD88	Redemption	M89953	(20,000)	100.000	CAD	20,000.00	0.00	0.00	0.00	0.00	0.000	227,999.05
300010-NA	DIV	11/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	11/30/2009	BD88	Dividends	TML204	0.862	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	207,999.05
300010-NA	DIV	11/30/2009	995321	1.00000000	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	11/30/2009	BD88	Dividends	AGF420	44.352	6.150	CAD	0.00	0.00	0.00	0.00	0.00	0.000	207,999.05
300010-NA	ACH	12/01/2009	744310	1.06000000	Yahoo remplace ToysRUs	CALCULS GAINS/PE	0.000		0.00	0.00	YAHOO INC	300010	0.00	01/25/2010	11/27/2009	BD88	Buy	YHOO	500	15.000	USD	(8,025.50)	75.00	0.00	0.00	0.50	0.000	207,999.05
300010-NA	VEN	11/17/2009	221374	1.05000000	Vente DIS	CALCULS GAINS/PE	0.000		2,547.00	0.00	DISNEY WALT COMPANY	300010	0.00	01/25/2010	11/13/2009	BD88	Sell	DIS	(500)	30.000	USD	15,592.50	157.00	2,547.00	0.00	0.50	0.000	216,024.55
300010-NA	ACH	11/05/2009	B87545	1.00000000	2e achat PROV CB	CALCULS GAINS/PE	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300010	0.00	01/25/2010	11/03/2009	BD88	Buy	B87545	10,000	112.000	CAD	(11,418.53)	112.00	0.00	(218.03)	0.50	0.000	200,432.05
300010-NA	DIV	11/01/2009	460009	1.00000000	DRIP NA	CALCULS GAINS/PE	0.000		0.00	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	211,850.58
300010-NA	DIV	11/01/2009	460009	1.00000000	Dividende de NA	CALCULS GAINS/PE	0.000		0.00	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	CAD	31.15	0.00	0.00	0.00	0.00	0.000	211,850.58
300010-NA	DIV	10/31/2009	995576	1.08000000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	10/31/2009	BD88	Dividends	GGF412	3.331	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	211,819.43
300010-NA	DIV	10/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	10/30/2009	BD88	Dividends	TML204	0.834	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	211,819.43
300010-NA	DIV	10/30/2009	995321	1.00000000	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	10/30/2009	BD88	Dividends	AGF420	43.555	6.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	211,819.43
300010-NA	ACH	10/21/2009	744310	1.04000000	Yahoo remplace ToysRUs	CALCULS GAINS/PE	0.000		0.00	0.00	YAHOO INC	300010	0.00	01/25/2010	10/16/2009	BD88	Buy	YHOO	500	17.000	USD	(8,925.50)	85.00	0.00	0.00	0.50	0.000	211,819.43
300010-NA	VEN	10/09/2009	M80675	1.00000000	vente OER	CALCULS GAINS/PE	0.000		19.45	0.00	PKG-HYQ-11% 15FB96-15AG20	300010	0.00	01/25/2010	10/07/2009	BD88	Sell	M80675	(1,000)	157.000	CAD	1,585.94	15.70	19.45	15.44	0.50	0.000	220,744.93
300010-NA	DIV	09/30/2009	995576	1.07000000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	09/30/2009	BD88	Dividends	GGF412	3.210	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	219,158.99
300010-NA	DIV	09/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	09/30/2009	BD88	Dividends	TML204	0.833	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	219,158.99
300010-NA	DIV	09/30/2009	995321	1.00000000	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	09/30/2009	BD88	Dividends	AGF420	42.182	6.060	CAD	0.00	0.00	0.00	0.00	0.00	0.000	219,158.99
300010-NA	VEN	09/28/2009	R13369	1.09000000	vente oblig Alcan	CALCULS GAINS/PE	0.000		215.65	0.00	ALCAN INC U$  5.2% 15JA14	300010	0.00	01/25/2010	09/24/2009	BD88	Sell	R13369	(1,000)	103.000	USD	1,133.84	103.00	215.65	10.64	0.50	0.000	219,158.99
300010-NA	ACH	09/14/2009	995321	1.00000000	AGF420 remplace OGF305	CALCULS GAINS/PE	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300010	0.00	01/25/2010	09/10/2009	BD88	Buy	AGF420	1,868.112	6.000	CAD	(11,208.67)	0.00	0.00	0.00	0.00	0.000	218,025.15
300010-NA	REM	09/01/2009	A21479	1.00000000	Remb oblig. Gouv. Can	CALCULS GAINS/PE	0.000		99.50	0.00	CANADA S-XT69 4.25% 1SP09	300010	0.00	01/25/2010	09/01/2009	BD88	Redemption	A21479	(10,000)	100.000	CAD	10,000.00	0.00	99.50	0.00	0.00	0.000	229,233.82
300010-NA	INT	09/01/2009	A21479	1.00000000	Intérêt échéance Canada	CALCULS GAINS/PE	0.000		0.00	0.00	CANADA S-XT69 4.25% 1SP09	300010	0.00	01/25/2010	09/01/2009	BD88	Interest	A21479	0	0.000	CAD	212.50	0.00	0.00	0.00	0.00	0.000	219,233.82
300010-NA	DIV	08/31/2009	995576	1.09550000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	08/31/2009	BD88	Dividends	GGF412	3.325	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	219,021.32
300010-NA	INT	08/31/2009		1.00000000	Interet mensuel	CALCULS GAINS/PE	0.000		0.00	0.00	BALANCE ( CAD )	300010	0.00	01/25/2010	08/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	325.56	0.00	0.00	0.00	0.00	0.000	219,021.32
300010-NA	DIV	08/31/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	08/31/2009	BD88	Dividends	TML204	0.899	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	218,695.76
300010-NA	ACH	08/19/2009	R13369	1.10000000	Oblig ALCAN remplace NY Tel	CALCULS GAINS/PE	0.000		0.00	0.00	ALCAN INC U$  5.2% 15JA14	300010	0.00	01/25/2010	08/17/2009	BD88	Buy	R13369	10,000	99.582	USD	(10,009.99)	99.00	0.00	944.53	0.50	0.000	218,695.76
300010-NA	ACH	08/19/2009	M80675	1.00000000	OER période oblig	CALCULS GAINS/PE	0.000		0.00	0.00	PKG-HYQ-11% 15FB96-15AG20	300010	0.00	01/25/2010	08/17/2009	BD88	Buy	M80675	10,000	155.000	CAD	(15,512.46)	155.00	0.00	(11.96)	0.50	0.000	228,705.75
300010-NA	DIV	08/01/2009	460009	1.00000000	DRIP NA	CALCULS GAINS/PE	0.000		0.00	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	244,218.21
300010-NA	DIV	08/01/2009	460009	1.00000000	Dividende de NA	CALCULS GAINS/PE	0.000		0.00	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	CAD	19.45	0.00	0.00	0.00	0.00	0.000	244,218.21
300010-NA	DIV	07/31/2009	995576	1.07950000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	07/31/2009	BD88	Dividends	GGF412	3.292	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	244,198.76
300010-NA	DIV	07/31/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	07/31/2009	BD88	Dividends	TML204	2.520	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	244,198.76
300010-NA	INT	07/31/2009		1.00000000	Interet mensuel	CALCULS GAINS/PE	0.000		0.00	0.00	BALANCE ( CAD )	300010	0.00	01/25/2010	07/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	348.32	0.00	0.00	0.00	0.00	0.000	244,198.76
300010-NA	ACH	07/22/2009	744310	1.11000000	Yahoo remplace ToysRUs	CALCULS GAINS/PE	0.000		0.00	0.00	YAHOO INC	300010	0.00	01/25/2010	07/20/2009	BD88	Buy	YHOO	500	17.000	USD	(9,520.50)	85.00	0.00	0.00	0.50	0.000	243,850.44
300010-NA	ACH	07/10/2009	802708	1.00000000	CALL NA EXPIRE	CALCULS GAINS/PE	0.000		0.00	0.00	CALL-100 NA        JAN@60	300010	0.00	01/25/2010	07/08/2009	BD88	Buy	NA.AL	10	1.690	CAD	(1,707.40)	16.90	0.00	0.00	0.50	0.000	253,370.94
300010-NA	ACH	07/06/2009	M22762	1.16000000	INT-HYDRO QUE remplace TIGR USD	CALCULS GAINS/PE	0.000		0.00	0.00	INT-HYDRO QUE  U$  13JA13	300010	0.00	01/25/2010	07/02/2009	BD88	Buy	M22762	10,000	90.000	USD	(10,440.50)	104.00	0.00	0.00	0.50	0.000	255,078.34
300010-NA	DIV	06/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	06/30/2009	BD88	Dividends	TML204	1.737	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	265,518.84
300010-NA	DIV	06/30/2009	995576	1.16250000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	06/30/2009	BD88	Dividends	GGF412	3.257	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	265,518.84
300010-NA	INT	06/30/2009		1.00000000	Interet mensuel	CALCULS GAINS/PE	0.000		0.00	0.00	BALANCE ( CAD )	300010	0.00	01/25/2010	06/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	473.68	0.00	0.00	0.00	0.00	0.000	265,518.84
300010-NA	ACH	06/24/2009	059960	1.00000000	Achat ABX	CALCULS GAINS/PE	0.000		0.00	0.00	BARRICK GOLD CORP	300010	0.00	01/25/2010	06/22/2009	BD88	Buy	ABX	1,000	37.000	CAD	(37,370.50)	370.00	0.00	0.00	0.50	0.000	265,045.16
300010-NA	DIV	06/15/2009	059960	1.00000000	Div ABX	CALCULS GAINS/PE	0.000		0.00	0.00	BARRICK GOLD CORP	300010	0.00	01/25/2010	06/15/2009	BD88	Dividends	ABX	0	0.000	CAD	339.90	0.00	0.00	0.00	0.00	0.000	302,415.66
300010-NA	ACH	06/16/2009	M85972	1.00000000	PRIN-QUEBEC	CALCULS GAINS/PE	0.000		0.00	0.00	PRIN-QUEBEC         1AP26	300010	0.00	01/25/2010	06/12/2009	BD88	Buy	M85972	10,000	39.000	CAD	(3,899.50)	39.00	0.00	0.00	0.50	0.000	302,075.76
300010-NA	DIV	05/31/2009	995576	1.09500000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	05/31/2009	BD88	Dividends	GGF412	3.283	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	305,975.26
300010-NA	INT	05/31/2009		1.00000000	Interet mensuel	CALCULS GAINS/PE	0.000		0.00	0.00	BALANCE ( CAD )	300010	0.00	01/25/2010	05/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	305,975.26
300010-NA	DIV	05/29/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	05/29/2009	BD88	Dividends	TML204	3.684	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	304,975.26
300010-NA	VEN	05/29/2009	059960	1.00000000	Vente ABX erreur de prix (prix = 42$)	CALCULS GAINS/PE	0.000		14,102.50	0.00	BARRICK GOLD CORP	300010	0.00	01/25/2010	05/26/2009	BD88	Sell	ABX	(1,000)	22.000	CAD	41,579.50	420.00	14,102.50	0.00	0.50	0.000	304,975.26
300010-NA	REM	05/14/2009	A02479	1.00000000	Remb bon du trésor CAD	CALCULS GAINS/PE	0.000		0.00	5.00	CDA TREAS BILL     14MY09	300010	0.00	01/25/2010	05/14/2009	BD88	Redemption	A02479	(20,000)	100.000	CAD	20,000.00	0.00	0.00	0.00	0.00	0.000	263,395.76
300010-NA	ACH	05/07/2009	221374	1.17000000	achat Walt Disney	CALCULS GAINS/PE	0.000		0.00	0.00	DISNEY WALT COMPANY	300010	0.00	01/25/2010	05/05/2009	BD88	Buy	DIS	500	23.000	USD	(13,590.50)	135.00	0.00	0.00	0.50	0.000	243,395.76
300010-NA	DIV	04/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	04/30/2009	BD88	Dividends	TML204	4.675	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	256,986.26
300010-NA	DIV	04/30/2009	995576	1.19450000	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	04/30/2009	BD88	Dividends	GGF412	3.175	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	256,986.26
300010-NA	INT	04/30/2009		1.00000000	Interet mensuel	CALCULS GAINS/PE	0.000		0.00	0.00	BALANCE ( CAD )	300010	0.00	01/25/2010	04/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	256,986.26
300010-NA	ACH	05/01/2009	M89953	1.00000000	PRIN BC remb	CALCULS GAINS/PE	0.000		0.00	0.00	PRIN-B.C. PROV      1DC09	300010	0.00	01/25/2010	04/29/2009	BD88	Buy	M89953	10,000	99.750	CAD	(9,975.50)	99.75	0.00	0.00	0.50	0.000	255,986.26
300010-NA	ACH	05/04/2009	059960	1.00000000	Achat ABX	CALCULS GAINS/PE	0.000		0.00	0.00	BARRICK GOLD CORP	300010	0.00	01/25/2010	04/29/2009	BD88	Buy	ABX	500	35.000	CAD	(17,675.50)	175.00	0.00	0.00	0.50	0.000	265,961.76
300010-NA	ACH	04/17/2009	A02479	1.00000000	Achat TBILL CAD remb	CALCULS GAINS/PE	0.000		0.00	0.00	CDA TREAS BILL     14MY09	300010	0.00	01/25/2010	04/17/2009	BD88	Buy	A02479	10,000	99.980	CAD	(9,998.50)	99.96	0.00	0.00	0.50	0.000	283,637.26
300010-NA	REM	04/14/2009	P45616	1.21000000	Export 20090414 remplace Remb bon du trésor US	CALCULS GAINS/PE	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300010	0.00	01/25/2010	04/14/2009	BD88	Redemption	P45616	(20,000)	100.000	USD	24,200.00	0.00	0.00	0.00	0.00	0.000	293,635.76
300010-NA	ACH	04/14/2009	Y23105	1.00000000	FRANCE EUR remplace Bundes int = 24.50 * 1.6138	CALCULS GAINS/PE	0.000		0.00	0.00	FRANCE EUR(OAT)3.4%25JL29	300010	0.00	01/25/2010	04/10/2009	BD88	Buy	Y23105	10,000	212.750	CAD	(21,670.86)	212.00	0.00	(395.36)	0.50	0.000	269,435.76
300010-NA	ACH	04/09/2009	M85972	1.00000000	PRIN-QUEBEC	CALCULS GAINS/PE	0.000		0.00	0.00	PRIN-QUEBEC         1AP26	300010	0.00	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	37.000	CAD	(3,700.50)	47.00	0.00	0.00	0.50	0.000	291,106.62
300010-NA	ACH	04/06/2009	P45616	1.24000000	EXPORT P45616 remplace TBILL US remb	CALCULS GAINS/PE	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300010	0.00	01/25/2010	04/06/2009	BD88	Buy	P45616	10,000	99.990	USD	(12,399.26)	123.99	0.00	0.00	0.50	0.000	294,807.12
300010-NA	ACH	04/07/2009	986031	1.00000000	TML204 remplace OGF207	CALCULS GAINS/PE	0.000		0.00	0.00	F/T MNY MKY       /N	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	TML204	1,000.000	10.000	CAD	(10,000.00)	0.00	0.00	0.00	0.00	0.000	307,206.38
300010-NA	ACH	04/07/2009	460009	1.00000000	Achat NA	CALCULS GAINS/PE	0.000		0.00	0.00	NATIONAL BANK OF CDA	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	NA	500	42.500	CAD	(21,292.50)	42.00	0.00	0.00	0.50	0.000	317,206.38
300010-NA	ACH	04/07/2009	995576	1.23000000	GGF412 remplace TRI375	CALCULS GAINS/PE	0.000		0.00	0.00	BMOG US MNY MKT   /N	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	GGF412	950.000	10.000	USD	(11,780.00)	95.00	0.00	0.00	0.00	0.000	338,498.88
300010-NA	ACH	04/07/2009	B87545	1.00000000	Achat PROV CB	CALCULS GAINS/PE	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	B87545	10,000	108.700	CAD	(11,215.01)	108.00	0.00	(344.51)	0.50	0.000	350,278.88
300010-NA	ACH	04/07/2009	M85539	1.00000000	OER période coupon	CALCULS GAINS/PE	0.000		0.00	0.00	PKG-QUE  9%   1AP12-1AP26	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	M85539	10,000	120.000	CAD	(12,000.50)	120.00	0.00	0.00	0.50	0.000	361,493.89
300010-NA	ACH	04/07/2009	M22762	1.23000000	INT-HYDRO QUE remplace TIGR USD	CALCULS GAINS/PE	0.000		0.00	0.00	INT-HYDRO QUE  U$  13JA13	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.500	USD	(21,771.50)	177.00	0.00	0.00	0.50	0.000	373,494.39
300010-NA	ACH	04/07/2009	M89953	1.00000000	PRIN BC remb	CALCULS GAINS/PE	0.000		0.00	0.00	PRIN-B.C. PROV      1DC09	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	M89953	10,000	99.500	CAD	(9,950.50)	98.50	0.00	0.00	0.50	0.000	395,265.89
300010-NA	ACH	04/07/2009	221374	1.23000000	achat Walt Disney	CALCULS GAINS/PE	0.000		0.00	0.00	DISNEY WALT COMPANY	300010	0.00	01/25/2010	04/03/2009	BD88	Buy	DIS	500	20.000	USD	(12,500.50)	200.00	0.00	0.00	0.50	0.000	405,216.39
300010-NA	ACH	04/06/2009	A02479	1.00000000	Achat TBILL CAD remb	CALCULS GAINS/PE	0.000		0.00	0.00	CDA TREAS BILL     14MY09	300010	0.00	01/25/2010	04/02/2009	BD88	Buy	A02479	10,000	99.960	CAD	(9,996.50)	99.96	0.00	0.00	0.50	0.000	417,716.89
300010-NA	ACH	04/01/2009	P45616	1.26000000	EXPORT P45616 remplace TBILL US remb	CALCULS GAINS/PE	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300010	0.00	01/25/2010	04/01/2009	BD88	Buy	P45616	10,000	99.980	USD	(12,348.50)	123.48	0.00	0.00	0.50	0.000	427,713.39
300010-NA	ACH	04/03/2009	A21479	1.00000000	Achat oblig Canada remb	CALCULS GAINS/PE	0.000		0.00	0.00	CANADA S-XT69 4.25% 1SP09	300010	0.00	01/25/2010	04/01/2009	BD88	Buy	A21479	10,000	99.000	CAD	(9,938.11)	99.00	0.00	(37.61)	0.50	0.000	440,061.89
300010-NA	TRF	04/01/2009	059960	1.00000000	TRF-in ABX	CALCULS GAINS/PE	0.000		0.00	0.00	BARRICK GOLD CORP	300010	42,800.00	01/25/2010	04/01/2009	BD88	Transfer	ABX	1,000	23.540	CAD	0.00	0.00	0.00	0.00	0.00	0.000	450,000.00
300010-NA	DEP	04/01/2009		1.00000000	Depot	CALCULS GAINS/PE	0.000		0.00	0.00	BALANCE ( CAD )	300010	450,000.00	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	450,000.00	0.00	0.00	0.00	0.00	0.000	450,000.00
300008-NA	ACH	01/26/2010	B87545	1.00000000	2e achat PROV CB	VALIDATIONS CALC	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300008	0.00	01/25/2010	01/22/2010	BD88	Buy	B87545	10,000	112.700	CAD	(11,331.57)	112.00	0.00	(61.07)	0.50	0.000	49,951.27
300008-NA	VEN	01/25/2010	M22762	1.05000000	INT-HYDRO QUE	VALIDATIONS CALC	0.000		(451.66)	103.74	INT-HYDRO QUE  U$  13JA13	300008	0.00	01/25/2010	01/21/2010	BD88	Sell	M22762	(5,000)	93.500	USD	4,908.25	93.00	(451.66)	0.00	0.50	0.000	61,282.84
300008-NA	ACH	01/22/2010	M61475	1.00000000	OER période coupon	VALIDATIONS CALC	0.000		0.00	0.00	PKG-ONT 9.5%  2JN18-2JN25	300008	0.00	01/25/2010	01/20/2010	BD88	Buy	M61475	10,000	90.000	CAD	(9,000.50)	90.00	0.00	0.00	0.50	0.000	56,374.59
300008-NA	VEN	01/18/2010	L05144	1.00000000	Vente ACC BANC	VALIDATIONS CALC	0.000		(1.44)	3.69	NBC BA              9MR10	300008	0.00	01/25/2010	01/14/2010	BD88	Sell	L05144	(10,000)	99.955	CAD	9,995.50	99.00	(1.44)	0.00	0.50	0.000	65,375.09
300008-NA	ACH	12/28/2009	M22762	1.05000000	INT-HYDRO QUE	VALIDATIONS CALC	0.000		0.00	0.00	INT-HYDRO QUE  U$  13JA13	300008	0.00	01/25/2010	12/23/2009	BD88	Buy	M22762	10,000	93.000	USD	(9,765.50)	93.00	0.00	0.00	0.50	0.000	55,379.59
300008-NA	INT	12/18/2009	B87545	1.00000000	Interet PROV C.B. 5.7%18JN29	VALIDATIONS CALC	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300008	0.00	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	285.00	0.00	0.00	0.00	0.00	0.000	65,145.09
300008-NA	ACH	12/11/2009	L05144	1.00000000	ACC BANC remplace bon du trésor CAD	VALIDATIONS CALC	0.000		0.00	0.00	NBC BA              9MR10	300008	0.00	01/25/2010	12/09/2009	BD88	Buy	L05144	20,000	99.900	CAD	(19,980.50)	194.00	0.00	0.00	0.50	0.000	64,860.09
300008-NA	REM	12/01/2009	M89953	1.00000000	Remb PRIN-Bell	VALIDATIONS CALC	0.000		0.00	53.70	PRIN-B.C. PROV      1DC09	300008	0.00	01/25/2010	12/01/2009	BD88	Redemption	M89953	(20,000)	100.000	CAD	20,000.00	0.00	0.00	0.00	0.00	0.000	84,840.59
300008-NA	ACH	10/05/2009	M89953	1.00000000	PRIN BC remplace coupons détachés PRIN-Bell remb	VALIDATIONS CALC	0.000		0.00	0.00	PRIN-B.C. PROV      1DC09	300008	0.00	01/25/2010	10/01/2009	BD88	Buy	M89953	10,000	99.953	CAD	(9,995.80)	98.50	0.00	0.00	0.50	0.000	64,840.59
300008-NA	REM	05/14/2009	A02479	1.00000000	Remb bon du trésor CAD	VALIDATIONS CALC	0.000		0.00	3.50	CDA TREAS BILL     14MY09	300008	0.00	01/25/2010	05/14/2009	BD88	Redemption	A02479	(10,000)	100.000	CAD	10,000.00	0.00	0.00	0.00	0.00	0.000	74,836.39
300008-NA	ACH	04/17/2009	L05144	1.00000000	ACC BANC remplace bon du trésor CAD	VALIDATIONS CALC	0.000		0.00	0.00	NBC BA              9MR10	300008	0.00	01/25/2010	04/15/2009	BD88	Buy	L05144	20,000	99.960	CAD	(19,992.50)	199.00	0.00	0.00	0.50	0.000	64,836.39
300008-NA	REM	04/14/2009	P45616	1.21000000	Export 20090414 remplace Remb bon du trésor US	VALIDATIONS CALC	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300008	0.00	01/25/2010	04/14/2009	BD88	Redemption	P45616	(20,000)	100.000	USD	24,200.00	0.00	0.00	0.00	0.00	0.000	84,828.89
300008-NA	ACH	04/09/2009	M85972	1.00000000	PRIN-QUEBEC remplace coupons PRIN-Bell	VALIDATIONS CALC	0.000		0.00	0.00	PRIN-QUEBEC         1AP26	300008	0.00	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	37.000	CAD	(3,700.50)	47.00	0.00	0.00	0.50	0.000	60,628.89
300008-NA	ACH	04/08/2009	P45616	1.24000000	EXPORT P45616 remplace bon du trésor US remb	VALIDATIONS CALC	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300008	0.00	01/25/2010	04/06/2009	BD88	Buy	P45616	10,000	99.900	USD	(12,388.10)	124.00	0.00	0.00	0.50	0.000	64,329.39
300008-NA	ACH	04/07/2009	B87545	1.00000000	Achat PROV CB	VALIDATIONS CALC	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300008	0.00	01/25/2010	04/03/2009	BD88	Buy	B87545	10,000	108.700	CAD	(11,215.01)	108.00	0.00	(344.51)	0.50	0.000	76,717.49
