Titre	Taux	Source	Règlement	Portion de l'intérêt	Note	Nom	No client	Mouv. d'enc.	Invest. unit. manuel	Ind. VM	G/P cap. investi	Description	Traitement	Transaction	Code de CP	Type	Symbole	Quantité	Prix	Total	Commission	Gains/Pertes	Int. courus	Frais	PBR manuel	Solde	No de compte
Y23105	1,00000000	VEN	2010/01/26	0,00	vente France EUR int=17.23*1.495	CALCULS GAINS/PE	300010	0,00	0,000		165,10	FRANCE EUR(OAT)3.4%25JL29	2010/01/25	2010/01/22	BD88	Vente	Y23105	(2 000)	228,160	5 077,88	228,00	165,10	515,18	0,50	0,000	254 834,53	300010-NA
M85539	1,05150000	VEN	2010/01/25	51,72	Vente OER	CALCULS GAINS/PE	300010	0,00	0,000		47,73	OER-QUE  9%   1AV12-1AV26	2010/01/25	2010/01/21	BD88	Vente	M85539	(1 000)	130,000	1 299,50	130,00	47,73	0,00	0,50	0,000	249 756,65	300010-NA
M22762	1,05000000	VEN	2010/01/25	130,61	INT-HYDRO QUE	CALCULS GAINS/PE	300010	0,00	0,000		(591,03)	INT-HYDRO QUE  U$  13JA13	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	4 908,25	490,00	(591,03)	0,00	0,50	0,000	248 457,15	300010-NA
221374	1,00000000	DIV	2010/01/19	0,00	Dividende DISNEY	CALCULS GAINS/PE	300010	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	19,95	0,00	0,00	0,00	0,00	0,000	243 548,90	300010-NA
221374	1,03200000	DIV	2010/01/19	0,00	DRIP DISNEY	CALCULS GAINS/PE	300010	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	0,00	0,00	0,00	0,00	0,00	0,000	243 528,95	300010-NA
802708	1,00000000	EXP	2010/01/16	0,00	Expiration de l'option CALL	CALCULS GAINS/PE	300010	0,00	0,000		(1 707,40)	CALL-100 NA        JAN@60	2010/01/25	2010/01/16	BD88	Expiration	NA.AL	(10)	0,000	0,00	0,00	(1 707,40)	0,00	0,00	0,000	243 528,95	300010-NA
M85972	1,00000000	VEN	2010/01/19	76,33	Vente PRIN-QUEBEC	CALCULS GAINS/PE	300010	0,00	0,000		123,17	PRIN-QUEBEC         1AV26	2010/01/25	2010/01/15	BD88	Vente	M85972	(5 000)	42,000	2 099,50	42,00	123,17	0,00	0,50	0,000	243 528,95	300010-NA
460009	1,00000000	VEN	2009/12/31	0,00	Vente BN div. courus	CALCULS GAINS/PE	300010	0,00	0,000		9 614,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	30 906,50	306,00	9 041,50	0,00	0,50	0,000	241 429,45	300010-NA
986031	1,00000000	DIV	2009/12/31	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	0,00	0,00	0,00	0,00	0,00	0,000	210 522,95	300010-NA
102032	1,23000000	ACH	2010/01/05	0,00	Achat CBS Corp - vente settle janv	CALCULS GAINS/PE	300010	0,00	0,000		0,00	CBS CORP-CL B	2010/01/25	2009/12/31	BD88	Achat	CBS	500	4,750	(2 994,21)	72,46	0,00	0,00	0,50	0,000	210 522,95	300010-NA
995576	1,06000000	ACH	2010/01/04	0,00	GGF412 remplace TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	(3 210,50)	30,00	0,00	0,00	0,00	0,000	213 517,16	300010-NA
R13369	1,04000000	ACH	2009/12/31	0,00	Oblig ALCAN remplace NY tel	CALCULS GAINS/PE	300010	0,00	0,000		0,00	ALCAN INC U$  5.2% 15JA14	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	(2 234,17)	105,00	0,00	(49,67)	0,50	0,000	216 727,66	300010-NA
B87545	1,00000000	VEN	2009/12/24	0,00	vente Prov. BC	CALCULS GAINS/PE	300010	0,00	0,000		(4,05)	PROV C.B.     5.7% 18JN29	2010/01/25	2009/12/21	BD88	Vente	B87545	(1 000)	110,000	1 100,44	11,00	(4,05)	0,94	0,50	0,000	218 961,83	300010-NA
995321	1,00000000	VEN	2009/12/22	0,00	AGF420 remplace Fond ODONNEL	CALCULS GAINS/PE	300010	0,00	0,000		956,88	AGF OBL CDN R/E /S/N	2010/01/25	2009/12/18	BD88	Vente	AGF420	(1 998,201)	6,150	12 165,55	122,88	162,37	0,00	0,50	0,000	217 861,39	300010-NA
B87545	1,00000000	INT	2009/12/18	0,00	Interet PROV C.B. 5.7%18JN29	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	285,00	0,00	0,00	0,00	0,00	0,000	205 695,84	300010-NA
059960	1,00000000	DIV	2009/12/15	0,00	Div ABX	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/12/15	BD88	Dividendes	ABX	0	0,000	318,15	0,00	0,00	0,00	0,00	0,000	205 410,84	300010-NA
Y23105	1,00000000	ACH	2009/12/15	0,00	FRANCE EUR remplace Bundes int=13.32*1.5454	CALCULS GAINS/PE	300010	0,00	0,000		0,00	FRANCE EUR(OAT)3.4%25JL29	2010/01/25	2009/12/11	BD88	Achat	Y23105	10 000	227,000	(22 906,36)	227,00	0,00	(205,86)	0,50	0,000	205 092,69	300010-NA
M89953	1,00000000	REM	2009/12/01	74,00	Remb PRIN-Bell	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PRIN-B.C. PROV      1DC09	2010/01/25	2009/12/01	BD88	Remboursement	M89953	(20 000)	100,000	20 000,00	0,00	0,00	0,00	0,00	0,000	227 999,05	300010-NA
986031	1,00000000	DIV	2009/11/30	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/11/30	BD88	Dividendes	TML204	0,862	10,000	0,00	0,00	0,00	0,00	0,00	0,000	207 999,05	300010-NA
995321	1,00000000	DIV	2009/11/30	0,00	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	300010	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/11/30	BD88	Dividendes	AGF420	44,352	6,150	0,00	0,00	0,00	0,00	0,00	0,000	207 999,05	300010-NA
744310	1,06000000	ACH	2009/12/01	0,00	Yahoo remplace ToysRUs	CALCULS GAINS/PE	300010	0,00	0,000		0,00	YAHOO INC	2010/01/25	2009/11/27	BD88	Achat	YHOO	500	15,000	(8 025,50)	75,00	0,00	0,00	0,50	0,000	207 999,05	300010-NA
221374	1,05000000	VEN	2009/11/17	0,00	Vente DIS	CALCULS GAINS/PE	300010	0,00	0,000		2 547,00	DISNEY WALT COMPANY	2010/01/25	2009/11/13	BD88	Vente	DIS	(500)	30,000	15 592,50	157,00	2 547,00	0,00	0,50	0,000	216 024,55	300010-NA
B87545	1,00000000	ACH	2009/11/05	0,00	2e achat PROV CB	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/11/03	BD88	Achat	B87545	10 000	112,000	(11 418,53)	112,00	0,00	(218,03)	0,50	0,000	200 432,05	300010-NA
460009	1,00000000	DIV	2009/11/01	0,00	DRIP NA	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	0,00	0,00	0,00	0,00	0,00	0,000	211 850,58	300010-NA
460009	1,00000000	DIV	2009/11/01	0,00	Dividende de NA	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	31,15	0,00	0,00	0,00	0,00	0,000	211 850,58	300010-NA
995576	1,08000000	DIV	2009/10/31	0,00	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	0,00	0,00	0,00	0,00	0,00	0,000	211 819,43	300010-NA
986031	1,00000000	DIV	2009/10/30	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/10/30	BD88	Dividendes	TML204	0,834	10,000	0,00	0,00	0,00	0,00	0,00	0,000	211 819,43	300010-NA
995321	1,00000000	DIV	2009/10/30	0,00	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	300010	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/10/30	BD88	Dividendes	AGF420	43,555	6,110	0,00	0,00	0,00	0,00	0,00	0,000	211 819,43	300010-NA
744310	1,04000000	ACH	2009/10/21	0,00	Yahoo remplace ToysRUs	CALCULS GAINS/PE	300010	0,00	0,000		0,00	YAHOO INC	2010/01/25	2009/10/16	BD88	Achat	YHOO	500	17,000	(8 925,50)	85,00	0,00	0,00	0,50	0,000	211 819,43	300010-NA
M80675	1,00000000	VEN	2009/10/09	0,00	vente OER	CALCULS GAINS/PE	300010	0,00	0,000		19,45	OER-HYQ-11% 15FV96-15AU20	2010/01/25	2009/10/07	BD88	Vente	M80675	(1 000)	157,000	1 585,94	15,70	19,45	16,44	0,50	0,000	220 744,93	300010-NA
995576	1,07000000	DIV	2009/09/30	0,00	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	0,00	0,00	0,00	0,00	0,00	0,000	219 158,99	300010-NA
986031	1,00000000	DIV	2009/09/30	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/09/30	BD88	Dividendes	TML204	0,833	10,000	0,00	0,00	0,00	0,00	0,00	0,000	219 158,99	300010-NA
995321	1,00000000	DIV	2009/09/30	0,00	AGF420 remplace DRIP OGF305	CALCULS GAINS/PE	300010	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/09/30	BD88	Dividendes	AGF420	42,182	6,060	0,00	0,00	0,00	0,00	0,00	0,000	219 158,99	300010-NA
R13369	1,09000000	VEN	2009/09/28	0,00	vente oblig Alcan	CALCULS GAINS/PE	300010	0,00	0,000		126,33	ALCAN INC U$  5.2% 15JA14	2010/01/25	2009/09/24	BD88	Vente	R13369	(1 000)	103,000	1 133,84	103,00	126,33	11,64	0,50	0,000	219 158,99	300010-NA
995321	1,00000000	ACH	2009/09/14	0,00	AGF420 remplace OGF305	CALCULS GAINS/PE	300010	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/09/10	BD88	Achat	AGF420	1 868,112	6,000	(11 208,67)	0,00	0,00	0,00	0,00	0,000	218 025,15	300010-NA
A21479	1,00000000	REM	2009/09/01	0,00	Remb oblig. Gouv. Can	CALCULS GAINS/PE	300010	0,00	0,000		100,00	CANADA S-XT69 4.25% 1SP09	2010/01/25	2009/09/01	BD88	Remboursement	A21479	(10 000)	100,000	10 000,00	0,00	100,00	0,00	0,00	0,000	229 233,82	300010-NA
A21479	1,00000000	INT	2009/09/01	0,00	Intérêt échéance Canada	CALCULS GAINS/PE	300010	0,00	0,000		0,00	CANADA S-XT69 4.25% 1SP09	2010/01/25	2009/09/01	BD88	Intérêts	A21479	0	0,000	212,50	0,00	0,00	0,00	0,00	0,000	219 233,82	300010-NA
995576	1,09550000	DIV	2009/08/31	0,00	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	0,00	0,00	0,00	0,00	0,00	0,000	219 021,32	300010-NA
	1,00000000	INT	2009/08/31	0,00	Interet mensuel	CALCULS GAINS/PE	300010	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/08/31	BD88	Intérêts	1CAD	0,00	0,000	325,56	0,00	0,00	0,00	0,00	0,000	219 021,32	300010-NA
986031	1,00000000	DIV	2009/08/31	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/08/31	BD88	Dividendes	TML204	0,899	10,000	0,00	0,00	0,00	0,00	0,00	0,000	218 695,76	300010-NA
R13369	1,10000000	ACH	2009/08/19	0,00	Oblig ALCAN remplace NY Tel	CALCULS GAINS/PE	300010	0,00	0,000		0,00	ALCAN INC U$  5.2% 15JA14	2010/01/25	2009/08/17	BD88	Achat	R13369	10 000	99,582	(10 009,99)	99,00	0,00	(51,29)	0,50	0,000	218 695,76	300010-NA
M80675	1,00000000	ACH	2009/08/19	0,00	OER période oblig	CALCULS GAINS/PE	300010	0,00	0,000		0,00	OER-HYQ-11% 15FV96-15AU20	2010/01/25	2009/08/17	BD88	Achat	M80675	10 000	155,000	(15 512,46)	155,00	0,00	(11,96)	0,50	0,000	228 705,75	300010-NA
460009	1,00000000	DIV	2009/08/01	0,00	DRIP NA	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	0,00	0,00	0,00	0,00	0,00	0,000	244 218,21	300010-NA
460009	1,00000000	DIV	2009/08/01	0,00	Dividende de NA	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	19,45	0,00	0,00	0,00	0,00	0,000	244 218,21	300010-NA
995576	1,07950000	DIV	2009/07/31	0,00	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	0,00	0,00	0,00	0,00	0,00	0,000	244 198,76	300010-NA
986031	1,00000000	DIV	2009/07/31	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/07/31	BD88	Dividendes	TML204	2,520	10,000	0,00	0,00	0,00	0,00	0,00	0,000	244 198,76	300010-NA
	1,00000000	INT	2009/07/31	0,00	Interet mensuel	CALCULS GAINS/PE	300010	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/07/31	BD88	Intérêts	1CAD	0,00	0,000	348,32	0,00	0,00	0,00	0,00	0,000	244 198,76	300010-NA
744310	1,11000000	ACH	2009/07/22	0,00	Yahoo remplace ToysRUs	CALCULS GAINS/PE	300010	0,00	0,000		0,00	YAHOO INC	2010/01/25	2009/07/20	BD88	Achat	YHOO	500	17,000	(9 520,50)	85,00	0,00	0,00	0,50	0,000	243 850,44	300010-NA
802708	1,00000000	ACH	2009/07/10	0,00	CALL NA EXPIRE	CALCULS GAINS/PE	300010	0,00	0,000		0,00	CALL-100 NA        JAN@60	2010/01/25	2009/07/08	BD88	Achat	NA.AL	10	1,690	(1 707,40)	16,90	0,00	0,00	0,50	0,000	253 370,94	300010-NA
M22762	1,16000000	ACH	2009/07/06	0,00	INT-HYDRO QUE remplace TIGR USD	CALCULS GAINS/PE	300010	0,00	0,000		0,00	INT-HYDRO QUE  U$  13JA13	2010/01/25	2009/07/02	BD88	Achat	M22762	10 000	90,000	(10 440,50)	104,00	0,00	0,00	0,50	0,000	255 078,34	300010-NA
986031	1,00000000	DIV	2009/06/30	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/06/30	BD88	Dividendes	TML204	1,737	10,000	0,00	0,00	0,00	0,00	0,00	0,000	265 518,84	300010-NA
995576	1,16250000	DIV	2009/06/30	0,00	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	0,00	0,00	0,00	0,00	0,00	0,000	265 518,84	300010-NA
	1,00000000	INT	2009/06/30	0,00	Interet mensuel	CALCULS GAINS/PE	300010	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/06/30	BD88	Intérêts	1CAD	0,00	0,000	473,68	0,00	0,00	0,00	0,00	0,000	265 518,84	300010-NA
059960	1,00000000	ACH	2009/06/24	0,00	Achat ABX	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/06/22	BD88	Achat	ABX	1 000	37,000	(37 370,50)	370,00	0,00	0,00	0,50	0,000	265 045,16	300010-NA
059960	1,00000000	DIV	2009/06/15	0,00	Div ABX	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/06/15	BD88	Dividendes	ABX	0	0,000	339,90	0,00	0,00	0,00	0,00	0,000	302 415,66	300010-NA
M85972	1,00000000	ACH	2009/06/16	0,00	PRIN-QUEBEC	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PRIN-QUEBEC         1AV26	2010/01/25	2009/06/12	BD88	Achat	M85972	10 000	39,000	(3 899,50)	39,00	0,00	0,00	0,50	0,000	302 075,76	300010-NA
995576	1,09500000	DIV	2009/05/31	0,00	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	0,00	0,00	0,00	0,00	0,00	0,000	305 975,26	300010-NA
	1,00000000	INT	2009/05/31	0,00	Interet mensuel	CALCULS GAINS/PE	300010	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/05/31	BD88	Intérêts	1CAD	0,00	0,000	1 000,00	0,00	0,00	0,00	0,00	0,000	305 975,26	300010-NA
986031	1,00000000	DIV	2009/05/29	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/05/29	BD88	Dividendes	TML204	3,684	10,000	0,00	0,00	0,00	0,00	0,00	0,000	304 975,26	300010-NA
059960	1,00000000	VEN	2009/05/29	0,00	Vente ABX erreur de prix (prix = 42$)	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/05/26	BD88	Vente	ABX	(1 000)	22,000	41 579,50	420,00	0,00	0,00	0,50	0,000	304 975,26	300010-NA
A02479	1,00000000	REM	2009/05/14	5,00	Remb bon du trésor CAD	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BONS TRES CDA      14MI09	2010/01/25	2009/05/14	BD88	Remboursement	A02479	(20 000)	100,000	20 000,00	0,00	0,00	0,00	0,00	0,000	263 395,76	300010-NA
221374	1,17000000	ACH	2009/05/07	0,00	achat Walt Disney	CALCULS GAINS/PE	300010	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2009/05/05	BD88	Achat	DIS	500	23,000	(13 590,50)	135,00	0,00	0,00	0,50	0,000	243 395,76	300010-NA
986031	1,00000000	DIV	2009/04/30	0,00	DRIP TML207 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/04/30	BD88	Dividendes	TML204	4,675	10,000	0,00	0,00	0,00	0,00	0,00	0,000	256 986,26	300010-NA
995576	1,19450000	DIV	2009/04/30	0,00	GGF412 remplace DRIP TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	0,00	0,00	0,00	0,00	0,00	0,000	256 986,26	300010-NA
	1,00000000	INT	2009/04/30	0,00	Interet mensuel	CALCULS GAINS/PE	300010	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/04/30	BD88	Intérêts	1CAD	0,00	0,000	1 000,00	0,00	0,00	0,00	0,00	0,000	256 986,26	300010-NA
M89953	1,00000000	ACH	2009/05/01	0,00	PRIN BC remb	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PRIN-B.C. PROV      1DC09	2010/01/25	2009/04/29	BD88	Achat	M89953	10 000	99,750	(9 975,50)	99,75	0,00	0,00	0,50	0,000	255 986,26	300010-NA
059960	1,00000000	ACH	2009/05/04	0,00	Achat ABX	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/04/29	BD88	Achat	ABX	500	35,000	(17 675,50)	175,00	0,00	0,00	0,50	0,000	265 961,76	300010-NA
A02479	1,00000000	ACH	2009/04/17	0,00	Achat TBILL CAD remb	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BONS TRES CDA      14MI09	2010/01/25	2009/04/17	BD88	Achat	A02479	10 000	99,980	(9 998,50)	99,96	0,00	0,00	0,50	0,000	283 637,26	300010-NA
P45616	1,21000000	REM	2009/04/14	0,00	Export 20090414 remplace Remb bon du trésor US	CALCULS GAINS/PE	300010	0,00	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(20 000)	100,000	24 200,00	0,00	0,00	0,00	0,00	0,000	293 635,76	300010-NA
Y23105	1,00000000	ACH	2009/04/14	0,00	FRANCE EUR remplace Bundes int = 24.50 * 1.6138	CALCULS GAINS/PE	300010	0,00	0,000		0,00	FRANCE EUR(OAT)3.4%25JL29	2010/01/25	2009/04/10	BD88	Achat	Y23105	10 000	212,750	(21 670,86)	212,00	0,00	(395,36)	0,50	0,000	269 435,76	300010-NA
M85972	1,00000000	ACH	2009/04/09	0,00	PRIN-QUEBEC	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PRIN-QUEBEC         1AV26	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	37,000	(3 700,50)	47,00	0,00	0,00	0,50	0,000	291 106,62	300010-NA
P45616	1,24000000	ACH	2009/04/06	0,00	EXPORT P45616 remplace TBILL US remb	CALCULS GAINS/PE	300010	0,00	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/06	BD88	Achat	P45616	10 000	99,990	(12 399,26)	123,99	0,00	0,00	0,50	0,000	294 807,12	300010-NA
986031	1,00000000	ACH	2009/04/07	0,00	TML204 remplace OGF207	CALCULS GAINS/PE	300010	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/04/03	BD88	Achat	TML204	1 000,000	10,000	(10 000,00)	0,00	0,00	0,00	0,00	0,000	307 206,38	300010-NA
460009	1,00000000	ACH	2009/04/07	0,00	Achat NA	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/04/03	BD88	Achat	NA	500	42,500	(21 292,50)	42,00	0,00	0,00	0,50	0,000	317 206,38	300010-NA
995576	1,23000000	ACH	2009/04/07	0,00	GGF412 remplace TRI375	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/04/03	BD88	Achat	GGF412	950,000	10,000	(11 780,00)	95,00	0,00	0,00	0,00	0,000	338 498,88	300010-NA
B87545	1,00000000	ACH	2009/04/07	0,00	Achat PROV CB	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/04/03	BD88	Achat	B87545	10 000	108,700	(11 215,01)	108,00	0,00	(344,51)	0,50	0,000	350 278,88	300010-NA
M85539	1,00000000	ACH	2009/04/07	0,00	OER période coupon	CALCULS GAINS/PE	300010	0,00	0,000		0,00	OER-QUE  9%   1AV12-1AV26	2010/01/25	2009/04/03	BD88	Achat	M85539	10 000	120,000	(12 000,50)	120,00	0,00	0,00	0,50	0,000	361 493,89	300010-NA
M22762	1,23000000	ACH	2009/04/07	0,00	INT-HYDRO QUE remplace TIGR USD	CALCULS GAINS/PE	300010	0,00	0,000		0,00	INT-HYDRO QUE  U$  13JA13	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	(21 771,50)	177,00	0,00	0,00	0,50	0,000	373 494,39	300010-NA
M89953	1,00000000	ACH	2009/04/07	0,00	PRIN BC remb	CALCULS GAINS/PE	300010	0,00	0,000		0,00	PRIN-B.C. PROV      1DC09	2010/01/25	2009/04/03	BD88	Achat	M89953	10 000	99,500	(9 950,50)	98,50	0,00	0,00	0,50	0,000	395 265,89	300010-NA
221374	1,23000000	ACH	2009/04/07	0,00	achat Walt Disney	CALCULS GAINS/PE	300010	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2009/04/03	BD88	Achat	DIS	500	20,000	(12 500,50)	200,00	0,00	0,00	0,50	0,000	405 216,39	300010-NA
A02479	1,00000000	ACH	2009/04/06	0,00	Achat TBILL CAD remb	CALCULS GAINS/PE	300010	0,00	0,000		0,00	BONS TRES CDA      14MI09	2010/01/25	2009/04/02	BD88	Achat	A02479	10 000	99,960	(9 996,50)	99,96	0,00	0,00	0,50	0,000	417 716,89	300010-NA
P45616	1,26000000	ACH	2009/04/01	0,00	EXPORT P45616 remplace TBILL US remb	CALCULS GAINS/PE	300010	0,00	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	99,980	(12 348,50)	123,48	0,00	0,00	0,50	0,000	427 713,39	300010-NA
A21479	1,00000000	ACH	2009/04/03	0,00	Achat oblig Canada remb	CALCULS GAINS/PE	300010	0,00	0,000		0,00	CANADA S-XT69 4.25% 1SP09	2010/01/25	2009/04/01	BD88	Achat	A21479	10 000	99,000	(9 938,11)	99,00	0,00	(38,11)	0,50	0,000	440 061,89	300010-NA
059960	1,00000000	TRF	2009/04/01	0,00	TRF-in ABX	CALCULS GAINS/PE	300010	42 800,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/04/01	BD88	Transfert	ABX	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	450 000,00	300010-NA
	1,00000000	DEP	2009/04/01	0,00	Depot	CALCULS GAINS/PE	300010	450 000,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	450 000,00	0,00	0,00	0,00	0,00	0,000	450 000,00	300010-NA
B87545	1,00000000	ACH	2010/01/26	0,00	2e achat PROV CB	VALIDATIONS CALC	300008	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2010/01/22	BD88	Achat	B87545	10 000	112,700	(11 331,57)	112,00	0,00	(61,07)	0,50	0,000	49 951,27	300008-NA
M22762	1,05000000	VEN	2010/01/25	103,74	INT-HYDRO QUE	VALIDATIONS CALC	300008	0,00	0,000		(451,66)	INT-HYDRO QUE  U$  13JA13	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	4 908,25	93,00	(451,66)	0,00	0,50	0,000	61 282,84	300008-NA
M61475	1,00000000	ACH	2010/01/22	0,00	OER période coupon	VALIDATIONS CALC	300008	0,00	0,000		0,00	OER-ONT 9.5%  2JN18-2JN25	2010/01/25	2010/01/20	BD88	Achat	M61475	10 000	90,000	(9 000,50)	90,00	0,00	0,00	0,50	0,000	56 374,59	300008-NA
L05144	1,00000000	VEN	2010/01/18	3,69	Vente ACC BANC	VALIDATIONS CALC	300008	0,00	0,000		(1,44)	ACC BANC BNC        9MR10	2010/01/25	2010/01/14	BD88	Vente	L05144	(10 000)	99,955	9 995,50	99,00	(1,44)	0,00	0,50	0,000	65 375,09	300008-NA
