"No client"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Type tél. 4"	"Type tél. 3"	"Type tél. 2"	"Type tél. 1"	"Segmentation"	"Nom modèle"	"Nom complet"	"No modèle"	"Langue"	"Date de naissance"	"Courriel 3"	"Courriel 2"	"Courriel 1"	"Communication"	"Marge"	"Dern. Communication"	"Âge"	"Téléphone 3"	"Téléphone 4"	"Valeur totale"	"Nom"
"800208"	"(450) 555-7341"	"(450) 555-6194"	"12 429,65"	"CAD"	""	"3"	"2"	"1"	""	""	"BOYD SAUFFERER"	""	"Anglais"	"1975/06/18"	""	""	"BERGERON.BUJOLD@yahoo.com"	""	"n/d"	""	"43"	"(450) 555-4177"	""	"234 731,92"	"SAUFFERER BOYD"
"800026"	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"USD"	""	"3"	"2"	"1"	""	""	"AMANDA SAYED"	""	"Français"	"1950/01/10"	""	""	"BELLEFLEUR.BANDIERA@yahoo.com"	""	"0,00"	""	"68"	"(450) 555-4036"	""	"0,00"	"SAYED AMANDA"
"800025"	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"ACADIA SAYEGH"	""	"Français"	"1950/01/10"	""	""	"CLAIRA.BALLARD@videotron.ca"	""	"n/d"	""	"68"	"(450) 555-0229"	""	"0,00"	"SAYEGH ACADIA"
"800022"	"(450) 555-8806"	"(450) 555-2583"	"5 913,97"	"CAD"	""	"3"	"2"	"1"	""	""	"BLAIR SCARLETT"	""	"Anglais"	"1950/01/10"	""	""	"AURELIEN.BALAZIC@yahoo.com"	""	"n/d"	""	"68"	"(450) 555-1377"	""	"606 920,05"	"SCARLETT BLAIR"
"800211"	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"ALICK SERGE"	""	"Anglais"	"1936/10/10"	""	""	"CAMPBELL.BURGESS@caramail.com"	""	"0,00"	""	"82"	"(450) 555-7776"	""	"0,00"	"SERGE ALICK"
"800212"	"(450) 555-3598"	"(450) 555-2043"	"45 712,03"	"CAD"	""	"3"	"2"	"1"	""	""	"ALICK SERGE"	""	"Anglais"	"1936/10/10"	""	""	"CAMPBELL.BURGESS@caramail.com"	""	"0,00"	""	"82"	"(450) 555-7776"	""	"688 774,15"	"SERGE ALICK"
"800242"	"(450) 555-6685"	"(450) 555-4013"	"2 362,70"	"CAD"	""	"3"	"2"	"1"	""	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"Français"	"1959/10/11"	""	""	"ali.hachemi@croesus.com"	""	"0,00"	""	"59"	"(450) 555-3790"	""	"596 511,74"	"SHERMANN ASSURAN"
"800015"	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BOUDRIAS SIDDALL"	""	"Anglais"	"1950/01/10"	""	""	"AAA@hotmail.com"	""	"0,00"	""	"68"	"(450) 555-5749"	""	"0,00"	"SIDDALL BOUDRIAS"
"800070"	"(450) 555-1061"	"(450) 555-6970"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"AUGUSTINE SIMARD"	""	"Français"	"1953/02/11"	""	""	"BOMBARDIER.TIMMERMANS@caramail.com"	""	"n/d"	""	"65"	"(450) 555-4036"	""	"0,00"	"SIMARD AUGUSTINE"
"800266"	"(450) 555-0496"	"(450) 555-2389"	"265,11"	"CAD"	""	"3"	"2"	"1"	""	""	"AILLEEN SINAGRA"	""	"Français"	"1947/07/28"	""	""	"AUDRIE.COALLIER@hotmail.com"	""	"0,00"	""	"71"	"(450) 555-6986"	""	"822 102,70"	"SINAGRA AILLEEN"
"800233"	"(450) 555-8821"	"(450) 555-0001"	"4 395,88"	"CAD"	""	"3"	"2"	"1"	""	""	"CANARDS SINNAEVE"	""	"Français"	"1959/10/11"	""	""	"ADRIAN.CHATEAUNEUF@usa.net"	""	"n/d"	""	"59"	"(450) 555-5997"	""	"1 226 786,51"	"SINNAEVE CANARDS"
"800054"	"(450) 555-2656"	"(450) 555-2488"	"16 845,54"	"CAD"	""	"3"	"2"	"1"	""	""	"276 184 275"	""	"Français"	"1960/05/07"	""	""	"ADRIEN.BERRROUARD@usa.net"	""	"0,00"	""	"58"	"(450) 555-8729"	""	"453 074,31"	"SKRUNDZ BEAUDOIN"
"800005"	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"CELINE STANTON"	""	"Français"	"1948/09/12"	""	""	"ANDERSON.ANDANI@hotmail.com"	""	"0,00"	""	"70"	"(450) 555-3247"	""	"(70 480,39)"	"STANTON CELINE"
"800067"	"(450) 555-5536"	"(450) 555-6424"	"16 112,10"	"CAD"	""	"3"	"2"	"1"	""	""	"ANTOINETTA STEADWARD"	""	"Français"	"1953/02/11"	""	""	"BLUMARMIDON.BLOOMFIELD@caramail.com"	""	"0,00"	""	"65"	"(450) 555-5481"	""	"3 403 965,08"	"STEADWARD ANTOIN"
"800000"	"(450) 555-8918"	"(450) 555-7645"	"50,00"	"CAD"	""	"3"	"2"	"1"	""	""	"AGGIE STEELE"	""	"Français"	"1948/10/11"	""	""	"ARTI.ALDERSON@hotmail.com"	""	"n/d"	""	"70"	"(450) 555-6340"	""	"139 964,11"	"STEELE AGGIE"
"800262"	"(450) 555-5369"	"(450) 555-2378"	"22 759,01"	"CAD"	""	"3"	"2"	"1"	""	""	"CARTERS STUART"	""	"Anglais"	"1947/07/28"	""	""	"ALTON.AUCLAIR@usa.net"	""	"0,00"	""	"71"	"(450) 555-3453"	""	"485 594,84"	"STUART CARTERS"
"800290"	"(416) 667-7654"	"(416) 667-7698"	"10 505,86"	"CAD"	""	""	"2"	"1"	""	""	"BELLA SWAN"	""	"Anglais"	"1966/05/09"	""	""	"BELLA.SWAN@caramail.com"	""	"n/d"	""	"52"	""	""	"402 048,42"	"SWAN BELLA"
"800248"	"(450) 555-1478"	"(450) 555-9149"	"129 844,69"	"CAD"	""	"3"	"2"	"1"	""	""	"BERANGERE TABAK"	""	"Français"	"1968/09/07"	""	""	"ali.hachemi@croesus.com"	""	"n/d"	""	"50"	"(450) 555-4703"	""	"959 424,14"	"TABAK BERANGERE"
"800286"	"(450) 555-4812"	"(450) 555-2241"	"4 174,06"	"CAD"	""	"3"	"2"	"1"	""	""	"ALARIE TODOR"	""	"Français"	"1964/04/09"	""	""	"ARCHBISHOP.CRIBB@hotmail.com"	""	"0,00"	""	"54"	"(450) 555-2137"	""	"1 114 617,20"	"TODOR ALARIE"
"800040"	"(450) 555-3915"	"(450) 555-5535"	"31 537,84"	"CAD"	""	"3"	"2"	"1"	""	""	"ANNEMARIE TON"	""	"Anglais"	"1960/01/30"	""	""	"BEAUCHAMP.PAPPAS@yahoo.com"	""	"0,00"	""	"58"	"(450) 555-8263"	""	"1 229 202,53"	"TON ANNEMARIE"
"800084"	"(450) 555-3915"	"(450) 555-8506"	"9 184,65"	"CAD"	""	"3"	"2"	"1"	""	""	"CHINDA TREMBLAY"	""	"Anglais"	"1975/06/18"	""	""	"ALAIN.BREESE@usa.net"	""	"n/d"	""	"43"	"(450) 555-9059"	""	"2 599 148,85"	"TREMBLAY CHINDA"
"800278"	"(450) 555-2487"	"(450) 555-7833"	"15 972,50"	"CAD"	""	"3"	"2"	"1"	""	""	"CIARAN TREN"	""	"Français"	"1975/06/15"	""	""	"BLAINE.CPARIS@yahoo.com"	""	"0,00"	""	"43"	"(450) 555-2656"	""	"269 429,54"	"TREN CIARAN"
"800236"	"(450) 555-9212"	"(450) 555-9276"	"111 315,54"	"CAD"	""	"3"	"2"	"1"	""	""	"AMARJIT TRUEMAN"	""	"Français"	"1959/10/11"	""	""	"CHEF.CHEVARIE@videotron.ca"	""	"n/d"	""	"59"	"(450) 555-0324"	""	"1 172 233,25"	"TRUEMAN AMARJIT"
"300011"	"(450) 555-4444"	"(450) 555-4441"	"21 400,00"	"CAD"	"4"	"3"	"2"	"1"	""	""	"TRXIONS FONDS CIBC"	""	"Français"	"1982/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"36"	"(450) 555-4442"	"(450) 555-4443"	"50 780,60"	"TRXIONS FONDS CI"
"300012"	"(450) 555-4444"	"(450) 555-4441"	"145 175,96"	"CAD"	"4"	"3"	"2"	"1"	""	""	"TRXIONS FONDS CIBC"	""	"Français"	"1980/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"38"	"(450) 555-4442"	"(450) 555-4443"	"185 393,17"	"TRXIONS FONDS CI"
"300015"	"(450) 555-4444"	"(450) 555-4441"	"3 292,60"	"CAD"	"4"	"3"	"2"	"1"	""	""	"TRXIONS WEEKEND"	""	"Français"	"1982/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"36"	"(450) 555-4442"	"(450) 555-4443"	"22 377,60"	"TRXIONS WEEKEND"
"300014"	"(450) 555-4444"	"(450) 555-4441"	"26 764,47"	"CAD"	""	"3"	"2"	"1"	""	""	"VALIDATION CR"	""	"Français"	"1980/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"38"	"(450) 555-4442"	""	"148 844,81"	"VALIDATION CR"
"300001"	"(450) 555-4444"	"(450) 555-4441"	"105 843,52"	"CAD"	"4"	"3"	"2"	"1"	""	""	"VALIDATIONS CALCULS"	""	"Français"	"1980/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"38"	"(450) 555-4442"	"(450) 555-4443"	"522 266,81"	"VALIDATIONS CALC"
"300008"	"(450) 555-4444"	"(450) 555-4441"	"49 951,27"	"CAD"	""	"3"	"2"	"1"	""	""	"VALIDATIONS CALCULS"	""	"Français"	"1980/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"38"	"(450) 555-4442"	""	"149 707,76"	"VALIDATIONS CALC"
"300002"	"(450) 555-4444"	"(450) 555-4441"	"191 112,54"	"CAD"	"4"	"3"	"2"	"1"	""	""	"VALIDATIONS SEPARATION LOT"	""	"Français"	"1980/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"38"	"(450) 555-4442"	"(450) 555-4443"	"494 682,50"	"VALIDATIONS SEPA"
"800264"	"(450) 555-7022"	"(450) 555-6707"	"5 071,42"	"CAD"	""	"3"	"2"	"1"	""	""	"GILLES VILLENEUVE"	""	"Français"	"1947/07/28"	""	""	"BABE.MAINWARING@yahoo.com"	""	"n/d"	""	"71"	"(450) 555-5811"	""	"1 144 605,91"	"VILLENEUVE GILLE"
"800045"	"(450) 555-0531"	"(450) 555-6343"	"432,24"	"CAD"	""	"3"	"2"	"1"	""	""	"CARROLL VOSSEN"	""	"Français"	"1960/01/30"	""	""	"BELANGER.BUISSON@yahoo.com"	""	"0,00"	""	"58"	"(450) 555-1994"	""	"2 164,65"	"VOSSEN CARROLL"
"800215"	"(450) 555-3621"	"(450) 555-1081"	"21 259,22"	"CAD"	""	"3"	"2"	"1"	""	""	"BERNARD VOYER"	""	"Français"	"1936/10/10"	""	""	"BART.CANDOW@yahoo.com"	""	"n/d"	""	"82"	"(450) 555-5201"	""	"4 758 139,29"	"VOYER BERNARD"
"800004"	"(450) 555-4522"	"(450) 555-6908"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BOURKE WATKINS"	""	"Français"	"1948/09/12"	""	""	"CECIL.AMI@videotron.ca"	""	"n/d"	""	"70"	"(450) 555-5059"	""	"0,00"	"WATKINS BOURKE"
"800226"	"(450) 555-8491"	"(450) 555-8049"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BRIAN WUSCHKE"	""	"Anglais"	"1965/03/07"	""	""	"CÉGEP.BELLEVILLE@videotron.ca"	""	"n/d"	""	"53"	"(450) 555-7719"	""	"(334 876,53)"	"WUSCHKE BRIAN"
"800011"	"(450) 555-8961"	"(450) 555-1871"	"1 384,85"	"CAD"	""	"3"	"2"	"1"	""	""	"YANIC AUBUT GOBEILLE"	""	"Français"	"1950/01/10"	""	""	"AFTAB.AREL@usa.net"	""	"n/d"	""	"68"	"(450) 555-0629"	""	"1 223 661,61"	"YANIC GOBEILLE A"
"800230"	"(450) 555-0128"	"(450) 555-7330"	"17 537,50"	"CAD"	""	"3"	"2"	"1"	""	""	"BERNI YEKTA"	""	"Français"	"1959/10/11"	""	""	"CATHERINA.CHANTAL@videotron.ca"	""	"0,00"	""	"59"	"(450) 555-8777"	""	"804 511,32"	"YEKTA BERNI"
"800204"	"(450) 555-8255"	"(450) 555-5445"	"51 018,59"	"CAD"	""	"3"	"2"	"1"	""	""	"AYUKO ZIMMERMANN"	""	"Français"	"1975/06/18"	""	""	"ANGUS.BROWNING@hotmail.com"	""	"n/d"	""	"43"	"(450) 555-9165"	""	"322 589,21"	"ZIMMERMANN AYUKO"
