"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Statut"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Langue"	"Dernier achat/vente"	"Dern. trans."	"Début de gestion"	"Date de fermeture"	"Création"	"Marge"	"Valeur totale"
"DABADIE AMERICO"	"800010-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8486"	"(450) 555-2810"	"14,41"	"CAD"	"Ouvert"	""	"AMERICO DABADIE"	""	"800010"	"Français"	""	"2009/03/16"	""	""	"2009/12/01"	"n/d"	"72 497,34"
"DEEM ANDREA"	"800251-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-4859"	"(450) 555-0474"	"0,00"	"CAD"	"Ouvert"	""	"ANDREA DEEM"	""	"800251"	"Français"	""	"2009/12/01"	""	""	"2009/12/01"	"n/d"	"(17 095,80)"
"DEEM ANDREA"	"800251-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-4859"	"(450) 555-0474"	"6 990,70"	"CAD"	"Ouvert"	""	"ANDREA DEEM"	""	"800251"	"Français"	"2009/12/16"	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"465 759,21"
"DEEM ANDREA"	"800251-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4859"	"(450) 555-0474"	"5 622,86"	"CAD"	"Ouvert"	""	"ANDREA DEEM"	""	"800251"	"Français"	"2009/12/16"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"862 032,93"
"DELISLE YOGOURT"	"800047-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-2059"	"(450) 555-3010"	"(8 749,74)"	"CAD"	"Ouvert"	""	"YOGOURT DELISLE"	""	"800047"	"Français"	""	"2010/01/20"	""	""	"2009/12/01"	"0,00"	"549 292,84"
"DELISLE YOGOURT"	"800047-SF"	"AC55"	"E - Marge couvert"	""	"(450) 555-2059"	"(450) 555-3010"	"234,57"	"USD"	"Ouvert"	""	"YOGOURT DELISLE"	""	"800047"	"Français"	"2009/11/25"	"2009/11/27"	""	""	"2009/12/01"	"0,00"	"16 751,99"
"DEMERCHANT ARNAS"	"800288-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-4579"	"(450) 555-5962"	"18 218,90"	"CAD"	"Ouvert"	""	"ARNAST DEMERCHANT"	""	"800288"	"Anglais"	""	"2009/03/16"	""	""	"2009/12/01"	"n/d"	"44 559,16"
"DEMERCHANT ARNAS"	"800288-NA"	"BD66"	"A - Comptant"	""	"(450) 555-4579"	"(450) 555-5962"	"0,00"	"CAD"	"Ouvert"	""	"ARNAST DEMERCHANT"	""	"800288"	"Anglais"	""	"2008/02/27"	""	""	"2009/12/01"	"n/d"	"0,00"
"DODOK AQUARIUS"	"800263-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-1974"	"(450) 555-1470"	"1 182,20"	"CAD"	"Ouvert"	""	"AQUARIUS DODOK"	""	"800263"	"Anglais"	"2010/01/14"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"716 426,54"
"DODOK AQUARIUS"	"800263-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1974"	"(450) 555-1470"	"0,66"	"CAD"	"Ouvert"	""	"AQUARIUS DODOK"	""	"800263"	"Anglais"	"2010/01/14"	"2010/01/14"	""	""	"2009/12/01"	"n/d"	"10 179,85"
"DODOK AQUARIUS"	"800263-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-1974"	"(450) 555-1470"	"14 248,80"	"CAD"	"Ouvert"	""	"AQUARIUS DODOK"	""	"800263"	"Anglais"	""	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"1 203 835,08"
"DOSTIE AYELE"	"800031-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6375"	"(450) 555-4339"	"662,02"	"CAD"	"Ouvert"	""	"SOWLIN GREENSPOON"	""	"800031"	"Français"	""	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"7 736,56"
"DYNAMIQUE ALVARO"	"800039-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4676"	"(450) 555-4168"	"0,00"	"CAD"	"Ouvert"	""	"ALVARO DYNAMIQUE"	""	"800039"	"Français"	""	"2006/01/18"	""	""	"2009/12/01"	"n/d"	"0,00"
"DYNAMIQUE ALVARO"	"800039-OB"	"AC42"	"A - Comptant"	""	"(450) 555-4676"	"(450) 555-4168"	"0,00"	"USD"	"Ouvert"	""	"ALVARO DYNAMIQUE"	""	"800039"	"Français"	""	"2005/12/13"	""	""	"2009/12/01"	"n/d"	"0,00"
"ERDMAN BERTHE"	"800032-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"(450) 555-1113"	"(450) 555-1905"	"0,00"	"CAD"	"Ouvert"	""	"BERTHE ERDMAN"	""	"800032"	"Français"	""	"2009/12/01"	""	""	"2009/12/01"	"n/d"	"(32 419,63)"
"ERDMAN BERTHE"	"800032-JW"	"AC55"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1113"	"(450) 555-1905"	"0,00"	"CAD"	"Ouvert"	""	"BERTHE ERDMAN"	""	"800032"	"Français"	""	"2009/11/03"	""	""	"2009/12/01"	"n/d"	"0,00"
"ERDMAN BERTHE"	"800032-NA"	"AC55"	"A - Comptant"	""	"(450) 555-1113"	"(450) 555-1905"	"0,00"	"CAD"	"Ouvert"	""	"BERTHE ERDMAN"	""	"800032"	"Français"	""	"2009/12/10"	""	""	"2009/12/01"	"n/d"	"0,00"
"EVERTON BERNATCH"	"800063-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8191"	"(450) 555-7525"	"192 288,35"	"CAD"	"Ouvert"	""	"BERNATCHEZ EVERTON"	""	"800063"	"Français"	""	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"1 149 358,51"
"EVERTON BERNATCH"	"800063-OB"	"AC42"	"A - Comptant"	""	"(450) 555-8191"	"(450) 555-7525"	"266 141,04"	"USD"	"Ouvert"	""	"BERNATCHEZ EVERTON"	""	"800063"	"Français"	""	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"608 063,96"
"EXTERNAL TEMP"	"~E-00001-0"	"BD88"	"A - Comptant"	"QP"	""	""	"0,00"	"CAD"	"Ouvert"	""	"TEMP EXTERNAL"	""	"~E-00001"	"Français"	"2010/01/26"	"2011/09/26"	""	""	"2011/09/26"	"n/d"	"2 574,00"
"EXTERNAL TEST"	"~E-00000-0"	"AC42"	"E - Marge couvert"	""	""	""	"71 105,76"	"CAD"	"Ouvert"	""	"TEST EXTERNAL"	""	"~E-00000"	"Français"	"2010/01/26"	"2011/09/26"	""	""	"2011/09/26"	"0,00"	"71 105,76"
"FATA ANESTIS"	"800237-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-2466"	"(450) 555-8267"	"0,00"	"CAD"	"Ouvert"	""	"ANESTIS FATA"	""	"800237"	"Français"	""	"2006/01/26"	""	""	"2009/12/01"	"0,00"	"0,00"
"FATA ANESTIS"	"800237-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-2466"	"(450) 555-8267"	"9 336,94"	"CAD"	"Ouvert"	""	"ANESTIS FATA"	""	"800237"	"Français"	"2010/01/11"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"382 081,87"
"FATA ANESTIS"	"800237-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2466"	"(450) 555-8267"	"48,01"	"CAD"	"Ouvert"	""	"ANESTIS FATA"	""	"800237"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"5 619,48"
"FATA ANESTIS"	"800237-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-2466"	"(450) 555-8267"	"88,11"	"CAD"	"Ouvert"	""	"ANESTIS FATA"	""	"800237"	"Français"	"2010/01/11"	"2010/01/20"	""	""	"2009/12/01"	"0,00"	"104 040,51"
"FATA ANESTIS"	"800237-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-2466"	"(450) 555-8267"	"1 093,91"	"USD"	"Ouvert"	""	"ANESTIS FATA"	""	"800237"	"Français"	""	"2010/01/20"	""	""	"2009/12/01"	"0,00"	"1 093,91"
"FORTIN CAT"	"800214-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-8651"	"(450) 555-9211"	"0,00"	"CAD"	"Ouvert"	""	"CATHY FORTIN"	""	"800214"	"Français"	""	"2004/11/08"	""	""	"2009/12/01"	"n/d"	"0,00"
"FORTIN CAT"	"800214-GT"	"BD88"	"T - Fonds de revenu de retraite"	""	"(450) 555-8651"	"(450) 555-9211"	"3 107,11"	"CAD"	"Ouvert"	""	"CATHY FORTIN"	""	"800214"	"Français"	""	"2009/12/16"	""	""	"2009/12/01"	"n/d"	"49 117,75"
"FORTIN CAT"	"800214-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8651"	"(450) 555-9211"	"0,00"	"CAD"	"Ouvert"	""	"CATHY FORTIN"	""	"800214"	"Français"	""	"2009/01/02"	""	""	"2009/12/01"	"n/d"	"5 197,59"
"FORTIN CAT"	"800214-NA"	"BD88"	"A - Comptant"	""	"(450) 555-8651"	"(450) 555-9211"	"0,64"	"CAD"	"Ouvert"	""	"CATHY FORTIN"	""	"800214"	"Français"	"2009/12/02"	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"65 903,57"
"FOSTEN ALIETTE"	"800235-DQ"	"BD66"	"Q - Régime d'épargne-actions"	""	"(450) 555-6802"	"(450) 555-2905"	"0,00"	"CAD"	"Ouvert"	""	"ALIETTE FOSTEN"	""	"800235"	"Français"	""	"2006/02/07"	""	""	"2009/12/01"	"0,00"	"0,00"
"FOSTEN ALIETTE"	"800235-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-6802"	"(450) 555-2905"	"4 072,72"	"CAD"	"Ouvert"	""	"ALIETTE FOSTEN"	""	"800235"	"Français"	"2009/12/23"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"657 592,08"
"FOSTEN ALIETTE"	"800235-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-6802"	"(450) 555-2905"	"0,00"	"CAD"	"Ouvert"	""	"ALIETTE FOSTEN"	""	"800235"	"Français"	""	"2009/07/14"	""	""	"2009/12/01"	"0,00"	"0,00"
"FRAIS GESTION CR"	"300012-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"145 175,96"	"CAD"	"Ouvert"	""	"TRXIONS FONDS CIBC"	""	"300012"	"Français"	"2009/12/31"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"185 393,17"
"FRAIS GESTION CR"	"300012-RE"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"CAD"	"Ouvert"	""	"TRXIONS FONDS CIBC"	""	"300012"	"Français"	""	""	""	""	"2010/01/25"	"n/d"	"0,00"
"FRANCOIS CELIA"	"800024-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"(450) 555-7248"	"(450) 555-5038"	"27,80"	"CAD"	"Ouvert"	""	"CELIA FRANCOIS"	""	"800024"	"Français"	"2009/12/09"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"27,80"
"FRANCOIS CELIA"	"800024-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-7248"	"(450) 555-5038"	"0,00"	"CAD"	"Ouvert"	""	"CELIA FRANCOIS"	""	"800024"	"Français"	""	"2006/01/03"	""	""	"2009/12/01"	"0,00"	"0,00"
"FRESEY CHRISTINE"	"800046-FS"	"AC55"	"S - Régime d'épargne-retraite"	""	"(450) 555-3143"	"(450) 555-2128"	"7 926,98"	"CAD"	"Ouvert"	""	"CHRISTINE FRESEY"	""	"800046"	"Français"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"246 056,38"
"FRESEY CHRISTINE"	"800046-NA"	"AC55"	"A - Comptant"	""	"(450) 555-3143"	"(450) 555-2128"	"8 391,61"	"CAD"	"Ouvert"	""	"CHRISTINE FRESEY"	""	"800046"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"173 806,05"
"FRESEY CHRISTINE"	"800046-OB"	"AC55"	"A - Comptant"	""	"(450) 555-3143"	"(450) 555-2128"	"7 050,91"	"USD"	"Ouvert"	""	"CHRISTINE FRESEY"	""	"800046"	"Français"	"2009/12/01"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"156 376,51"
"FRESEY CHRISTINE"	"800046-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-3143"	"(450) 555-2128"	"7 293,38"	"CAD"	"Ouvert"	""	"CHRISTINE FRESEY"	""	"800046"	"Français"	"2009/12/03"	"2010/01/15"	""	""	"2009/12/01"	"0,00"	"654 348,03"
"GALLATI BROCHU"	"800076-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-4536"	"(450) 555-9434"	"0,00"	"CAD"	"Ouvert"	""	"BROCHU GALLATI"	""	"800076"	"Français"	""	"2001/08/07"	""	""	"2009/12/01"	"n/d"	"0,00"
"GALLATI BROCHU"	"800076-GT"	"BD88"	"T - Fonds de revenu de retraite"	""	"(450) 555-4536"	"(450) 555-9434"	"1 219,59"	"CAD"	"Ouvert"	""	"BROCHU GALLATI"	""	"800076"	"Français"	""	"2009/12/28"	""	""	"2009/12/01"	"n/d"	"10 996,27"
"GALLATI BROCHU"	"800076-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4536"	"(450) 555-9434"	"0,00"	"CAD"	"Ouvert"	""	"BROCHU GALLATI"	""	"800076"	"Français"	""	"2005/07/04"	""	""	"2009/12/01"	"n/d"	"0,00"
"GALLEY BENEZETTE"	"800280-RE"	"AC43"	"E - Marge couvert"	""	"(450) 555-3727"	"(450) 555-4080"	"33 962,21"	"CAD"	"Ouvert"	""	"BENEZETTE GALLEY"	""	"800280"	"Français"	""	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"1 102 167,43"
"GALLEY BENEZETTE"	"800280-SF"	"AC43"	"E - Marge couvert"	""	"(450) 555-3727"	"(450) 555-4080"	"171 147,13"	"USD"	"Ouvert"	""	"BENEZETTE GALLEY"	""	"800280"	"Français"	""	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"474 316,31"
"GARTON BAYNE"	"800021-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"(450) 555-7564"	"(450) 555-0541"	"(26 713,18)"	"CAD"	"Ouvert"	""	"BAYNE GARTON"	""	"800021"	"Anglais"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"673 364,47"
"GARTON BAYNE"	"800021-GT"	"AC44"	"T - Fonds de revenu de retraite"	""	"(450) 555-7564"	"(450) 555-0541"	"3 478,57"	"CAD"	"Ouvert"	""	"BAYNE GARTON"	""	"800021"	"Anglais"	"2010/01/05"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"29 762,58"
"GARTON BAYNE"	"800021-JW"	"AC44"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-7564"	"(450) 555-0541"	"11,24"	"CAD"	"Ouvert"	""	"BAYNE GARTON"	""	"800021"	"Anglais"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"12 110,08"
"GARTON BAYNE"	"800021-NA"	"AC44"	"A - Comptant"	""	"(450) 555-7564"	"(450) 555-0541"	"(4 000,00)"	"CAD"	"Ouvert"	""	"BAYNE GARTON"	""	"800021"	"Anglais"	"2010/01/22"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"669 946,33"
"GATES ALOIS"	"800267-GT"	"AC43"	"T - Fonds de revenu de retraite"	""	"(450) 555-5552"	"(450) 555-4777"	"3 663,99"	"CAD"	"Ouvert"	""	"ALOIS GATES"	""	"800267"	"Français"	"2010/01/08"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"425 278,41"
"GATES ALOIS"	"800267-JW"	"AC43"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5552"	"(450) 555-4777"	"259,12"	"CAD"	"Ouvert"	""	"ALOIS GATES"	""	"800267"	"Français"	""	"2009/11/24"	""	""	"2009/12/01"	"n/d"	"8 347,04"
"GATES ALOIS"	"800267-RE"	"AC43"	"E - Marge couvert"	""	"(450) 555-5552"	"(450) 555-4777"	"23 310,50"	"CAD"	"Ouvert"	""	"ALOIS GATES"	""	"800267"	"Français"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"767 081,77"
"GERRARD BROCK"	"800023-NA"	"AC42"	"A - Comptant"	""	"(450) 555-2673"	"(450) 555-1714"	"0,00"	"CAD"	"Ouvert"	""	"BROCK GERRARD"	""	"800023"	"Anglais"	""	"2006/09/18"	""	""	"2009/12/01"	"n/d"	"0,00"
"GERRARD BROCK"	"800023-OB"	"AC42"	"A - Comptant"	""	"(450) 555-2673"	"(450) 555-1714"	"0,00"	"USD"	"Ouvert"	""	"BROCK GERRARD"	""	"800023"	"Anglais"	""	"2007/01/15"	""	""	"2009/12/01"	"n/d"	"0,00"
"GHILZON BOURBON"	"800250-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-4517"	"(450) 555-3322"	"0,00"	"CAD"	"Ouvert"	""	"BOURBON GHILZON"	""	"800250"	"Français"	""	"2007/05/01"	""	""	"2009/12/01"	"n/d"	"0,00"
"GHILZON BOURBON"	"800250-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4517"	"(450) 555-3322"	"0,00"	"CAD"	"Ouvert"	""	"BOURBON GHILZON"	""	"800250"	"Français"	""	"2007/05/02"	""	""	"2009/12/01"	"n/d"	"0,00"
"GIRARDIN ANGELLA"	"800277-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7492"	"(450) 555-1520"	"321,68"	"CAD"	"Ouvert"	""	"ANGELLA GIRARDIN"	""	"800277"	"Français"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"321,68"
"GIRARDIN ANGELLA"	"800277-OB"	"AC42"	"A - Comptant"	""	"(450) 555-7492"	"(450) 555-1520"	"10 498,04"	"USD"	"Ouvert"	""	"ANGELLA GIRARDIN"	""	"800277"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"257 933,14"
"GIRARDIN ANGELLA"	"800277-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-7492"	"(450) 555-1520"	"1 995,56"	"CAD"	"Ouvert"	""	"ANGELLA GIRARDIN"	""	"800277"	"Français"	"2009/12/03"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"493 678,17"
"GIRARDIN ANGELLA"	"800277-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-7492"	"(450) 555-1520"	"13 037,15"	"USD"	"Ouvert"	""	"ANGELLA GIRARDIN"	""	"800277"	"Français"	"2010/01/13"	"2010/01/13"	""	""	"2009/12/01"	"0,00"	"250 620,35"
"GP VALIDATION"	"300007-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"447 859,00"	"CAD"	"Ouvert"	""	"GP VALIDATION"	""	"300007"	"Français"	"2009/12/29"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"447 859,00"
"GP VALIDATION"	"300007-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"476 961,48"	"USD"	"Ouvert"	""	"GP VALIDATION"	""	"300007"	"Français"	"2009/08/17"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"476 961,48"
"GRACIE AMIOT"	"800213-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6400"	"(450) 555-0551"	"6 601,05"	"CAD"	"Ouvert"	""	"AMIOT GRACIE"	""	"800213"	"Anglais"	"2009/12/21"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"972 978,14"
"GRACIE AMIOT"	"800213-OB"	"AC42"	"A - Comptant"	""	"(450) 555-6400"	"(450) 555-0551"	"2 434,55"	"USD"	"Ouvert"	""	"AMIOT GRACIE"	""	"800213"	"Anglais"	"2009/12/04"	"2010/01/13"	""	""	"2009/12/01"	"n/d"	"63 631,16"
"GREENSPOON SOWLI"	"800031-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-6375"	"(450) 555-4339"	"17 066,41"	"CAD"	"Ouvert"	""	"SOWLIN GREENSPOON"	""	"800031"	"Français"	""	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"66 456,55"
"GREENSPOON SOWLI"	"800031-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6375"	"(450) 555-4339"	"122 664,08"	"CAD"	"Ouvert"	""	"SOWLIN GREENSPOON"	""	"800031"	"Français"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"427 793,62"
"GREICO BARRY"	"800269-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-8618"	"(450) 555-2516"	"0,00"	"CAD"	"Ouvert"	""	"BARRY GREICO"	""	"800269"	"Français"	""	"2006/03/07"	""	""	"2009/12/01"	"n/d"	"0,00"
"GREICO BARRY"	"800269-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8618"	"(450) 555-2516"	"0,00"	"CAD"	"Ouvert"	""	"BARRY GREICO"	""	"800269"	"Français"	""	"2006/03/09"	""	""	"2009/12/01"	"n/d"	"0,00"
"GRUEN CHANTAL"	"800060-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7403"	"(450) 555-9104"	"198 967,04"	"CAD"	"Ouvert"	""	"CHANTAL GRUEN"	""	"800060"	"Anglais"	"2010/01/12"	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"855 676,23"
"GRUEN CHANTAL"	"800060-OB"	"AC42"	"A - Comptant"	""	"(450) 555-7403"	"(450) 555-9104"	"63 736,98"	"USD"	"Ouvert"	""	"CHANTAL GRUEN"	""	"800060"	"Anglais"	""	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"135 912,04"
"GUERASSIMENKO AL"	"800085-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2559"	"(450) 555-4855"	"3 150,94"	"CAD"	"Ouvert"	""	"ALLAN GUERASSIMENKO"	""	"800085"	"Anglais"	""	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"136 858,80"
"GUIMOND OLIVIER"	"800279-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8609"	"(450) 555-8745"	"0,00"	"CAD"	"Ouvert"	""	"OLIVIER GUIMOND"	""	"800279"	"Français"	""	"2003/02/20"	""	""	"2009/12/01"	"n/d"	"0,00"
"GUIMOND OLIVIER"	"800279-OB"	"AC42"	"A - Comptant"	""	"(450) 555-8609"	"(450) 555-8745"	"0,00"	"USD"	"Ouvert"	""	"OLIVIER GUIMOND"	""	"800279"	"Français"	""	"2003/01/24"	""	""	"2009/12/01"	"n/d"	"0,00"
"GUIMOND OLIVIER"	"800279-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-8609"	"(450) 555-8745"	"3 744,41"	"CAD"	"Ouvert"	""	"OLIVIER GUIMOND"	""	"800279"	"Français"	"2009/12/07"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"1 524 658,34"
"GUIMOND OLIVIER"	"800279-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-8609"	"(450) 555-8745"	"5 459,07"	"USD"	"Ouvert"	""	"OLIVIER GUIMOND"	""	"800279"	"Français"	"2010/01/19"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"264 627,73"
"GURAK BONACE"	"800061-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-5681"	"(450) 555-2065"	"0,00"	"CAD"	"Ouvert"	""	"BONACE GURAK"	""	"800061"	"Anglais"	""	"2005/11/02"	""	""	"2009/12/01"	"0,00"	"0,00"
"GURAK BONACE"	"800061-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-5681"	"(450) 555-2065"	"0,00"	"USD"	"Ouvert"	""	"BONACE GURAK"	""	"800061"	"Anglais"	""	"2005/11/02"	""	""	"2009/12/01"	"0,00"	"0,00"
"HARTER AURORE"	"800287-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-0474"	"(450) 555-7343"	"105,83"	"CAD"	"Ouvert"	""	"AURORE HARTER"	""	"800287"	"Français"	"2010/01/20"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"451 075,96"
"HARTER AURORE"	"800287-NA"	"BD66"	"A - Comptant"	""	"(450) 555-0474"	"(450) 555-7343"	"11 302,64"	"CAD"	"Ouvert"	""	"AURORE HARTER"	""	"800287"	"Français"	""	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"549 372,76"
"HEFFELFINGER ALA"	"800001-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6794"	"(450) 555-3879"	"(15 381,69)"	"CAD"	"Ouvert"	""	"ALAIN HEFFELFINGER"	""	"800001"	"Anglais"	"2010/01/19"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"815 366,42"
"HEFFELFINGER ALA"	"800001-OB"	"AC42"	"A - Comptant"	""	"(450) 555-6794"	"(450) 555-3879"	"46 832,77"	"USD"	"Ouvert"	""	"ALAIN HEFFELFINGER"	""	"800001"	"Anglais"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"414 720,62"
"HOFFMAN ARRY"	"800249-NA"	"BD88"	"A - Comptant"	""	"(450) 555-6934"	"(450) 555-4795"	"149 888,26"	"CAD"	"Ouvert"	""	"ARRY HOFFMAN"	""	"800249"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"21 348 100,75"
"HOFFMAN ARRY"	"800249-OB"	"BD88"	"A - Comptant"	""	"(450) 555-6934"	"(450) 555-4795"	"12 159,61"	"USD"	"Ouvert"	""	"ARRY HOFFMAN"	""	"800249"	"Français"	"2009/12/18"	"2009/12/31"	""	""	"2009/12/01"	"n/d"	"12 159,61"
"HOLLIS ACURA"	"800271-NA"	"BD77"	"A - Comptant"	""	"(450) 555-7821"	"(450) 555-9043"	"0,00"	"CAD"	"Ouvert"	""	"ACURA HOLLIS"	""	"800271"	"Français"	""	"2007/01/29"	""	""	"2009/12/01"	"n/d"	"0,00"
"HUMPHREY ANTONIN"	"800243-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-0805"	"(450) 555-6049"	"0,00"	"CAD"	"Ouvert"	""	"ANTONINE HUMPHREY"	""	"800243"	"Français"	""	"2009/12/11"	""	""	"2009/12/01"	"n/d"	"(97 345,87)"
"HUMPHREY ANTONIN"	"800243-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0805"	"(450) 555-6049"	"0,00"	"CAD"	"Ouvert"	""	"ANTONINE HUMPHREY"	""	"800243"	"Français"	""	"2009/12/29"	""	""	"2009/12/01"	"n/d"	"6 054,76"
"HUMPHREY ANTONIN"	"800243-NA"	"AC42"	"A - Comptant"	""	"(450) 555-0805"	"(450) 555-6049"	"511,06"	"CAD"	"Ouvert"	""	"ANTONINE HUMPHREY"	""	"800243"	"Français"	"2010/01/14"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"81 700,05"
"ISMAN CAHTERINE"	"800220-LY"	"AC42"	"Y - Rente viagère"	""	"(450) 555-2470"	"(450) 555-4704"	"0,00"	"CAD"	"Ouvert"	""	"CAHTERINE ISMAN"	""	"800220"	"Français"	""	"2008/06/04"	""	""	"2009/12/01"	"n/d"	"0,00"
