"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Status"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Full Name"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"DEMERCHANT ARNAS"	"800288-NA"	"BD66"	"A - Cash"	""	"(450) 555-4579"	"(450) 555-5962"	"0.00"	"CAD"	"Open"	""	""	""	"02/27/2008"	""	"English"	"ARNAST DEMERCHANT"	"12/01/2009"	""	"800288"	"n/a"	"0.00"
"DODOK AQUARIUS"	"800263-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-1974"	"(450) 555-1470"	"1,182.20"	"CAD"	"Open"	""	""	""	"01/18/2010"	"01/14/2010"	"English"	"AQUARIUS DODOK"	"12/01/2009"	""	"800263"	"n/a"	"716,426.54"
"DODOK AQUARIUS"	"800263-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1974"	"(450) 555-1470"	"0.66"	"CAD"	"Open"	""	""	""	"01/14/2010"	"01/14/2010"	"English"	"AQUARIUS DODOK"	"12/01/2009"	""	"800263"	"n/a"	"10,179.85"
"DODOK AQUARIUS"	"800263-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-1974"	"(450) 555-1470"	"14,248.80"	"CAD"	"Open"	""	""	""	"01/19/2010"	""	"English"	"AQUARIUS DODOK"	"12/01/2009"	""	"800263"	"0.00"	"1,203,835.08"
"DOSTIE AYELE"	"800031-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6375"	"(450) 555-4339"	"662.02"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"French"	"SOWLIN GREENSPOON"	"12/01/2009"	""	"800031"	"n/a"	"7,736.56"
"DYNAMIQUE ALVARO"	"800039-NA"	"AC42"	"A - Cash"	""	"(450) 555-4676"	"(450) 555-4168"	"0.00"	"CAD"	"Open"	""	""	""	"01/18/2006"	""	"French"	"ALVARO DYNAMIQUE"	"12/01/2009"	""	"800039"	"n/a"	"0.00"
"DYNAMIQUE ALVARO"	"800039-OB"	"AC42"	"A - Cash"	""	"(450) 555-4676"	"(450) 555-4168"	"0.00"	"USD"	"Open"	""	""	""	"12/13/2005"	""	"French"	"ALVARO DYNAMIQUE"	"12/01/2009"	""	"800039"	"n/a"	"0.00"
"ERDMAN BERTHE"	"800032-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-1113"	"(450) 555-1905"	"0.00"	"CAD"	"Open"	""	""	""	"12/01/2009"	""	"French"	"BERTHE ERDMAN"	"12/01/2009"	""	"800032"	"n/a"	"(32,419.63)"
"ERDMAN BERTHE"	"800032-JW"	"AC55"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1113"	"(450) 555-1905"	"0.00"	"CAD"	"Open"	""	""	""	"11/03/2009"	""	"French"	"BERTHE ERDMAN"	"12/01/2009"	""	"800032"	"n/a"	"0.00"
"ERDMAN BERTHE"	"800032-NA"	"AC55"	"A - Cash"	""	"(450) 555-1113"	"(450) 555-1905"	"0.00"	"CAD"	"Open"	""	""	""	"12/10/2009"	""	"French"	"BERTHE ERDMAN"	"12/01/2009"	""	"800032"	"n/a"	"0.00"
"EVERTON BERNATCH"	"800063-NA"	"AC42"	"A - Cash"	""	"(450) 555-8191"	"(450) 555-7525"	"192,288.35"	"CAD"	"Open"	""	""	""	"01/22/2010"	""	"French"	"BERNATCHEZ EVERTON"	"12/01/2009"	""	"800063"	"n/a"	"1,149,358.51"
"EVERTON BERNATCH"	"800063-OB"	"AC42"	"A - Cash"	""	"(450) 555-8191"	"(450) 555-7525"	"266,141.04"	"USD"	"Open"	""	""	""	"01/19/2010"	""	"French"	"BERNATCHEZ EVERTON"	"12/01/2009"	""	"800063"	"n/a"	"608,063.96"
"EXTERNAL TEMP"	"~E-00001-0"	"BD88"	"A - Cash"	"QP"	""	""	"0.00"	"CAD"	"Open"	""	""	""	"09/26/2011"	"01/26/2010"	"French"	"TEMP EXTERNAL"	"09/26/2011"	""	"~E-00001"	"n/a"	"2,574.00"
"EXTERNAL TEST"	"~E-00000-0"	"AC42"	"E - Margin Long"	""	""	""	"71,105.76"	"CAD"	"Open"	""	""	""	"09/26/2011"	"01/26/2010"	"French"	"TEST EXTERNAL"	"09/26/2011"	""	"~E-00000"	"0.00"	"71,105.76"
"FATA ANESTIS"	"800237-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-2466"	"(450) 555-8267"	"0.00"	"CAD"	"Open"	""	""	""	"01/26/2006"	""	"French"	"ANESTIS FATA"	"12/01/2009"	""	"800237"	"0.00"	"0.00"
"FATA ANESTIS"	"800237-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-2466"	"(450) 555-8267"	"9,336.94"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/11/2010"	"French"	"ANESTIS FATA"	"12/01/2009"	""	"800237"	"n/a"	"382,081.87"
"FATA ANESTIS"	"800237-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2466"	"(450) 555-8267"	"48.01"	"CAD"	"Open"	""	""	""	"12/31/2009"	""	"French"	"ANESTIS FATA"	"12/01/2009"	""	"800237"	"n/a"	"5,619.48"
"FATA ANESTIS"	"800237-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-2466"	"(450) 555-8267"	"88.11"	"CAD"	"Open"	""	""	""	"01/20/2010"	"01/11/2010"	"French"	"ANESTIS FATA"	"12/01/2009"	""	"800237"	"0.00"	"104,040.51"
"FATA ANESTIS"	"800237-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-2466"	"(450) 555-8267"	"1,093.91"	"USD"	"Open"	""	""	""	"01/20/2010"	""	"French"	"ANESTIS FATA"	"12/01/2009"	""	"800237"	"0.00"	"1,093.91"
"FORTIN CAT"	"800214-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-8651"	"(450) 555-9211"	"0.00"	"CAD"	"Open"	""	""	""	"11/08/2004"	""	"French"	"CATHY FORTIN"	"12/01/2009"	""	"800214"	"n/a"	"0.00"
"FORTIN CAT"	"800214-GT"	"BD88"	"T - Retirement Income Funds"	""	"(450) 555-8651"	"(450) 555-9211"	"3,107.11"	"CAD"	"Open"	""	""	""	"12/16/2009"	""	"French"	"CATHY FORTIN"	"12/01/2009"	""	"800214"	"n/a"	"49,117.75"
"FORTIN CAT"	"800214-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8651"	"(450) 555-9211"	"0.00"	"CAD"	"Open"	""	""	""	"01/02/2009"	""	"French"	"CATHY FORTIN"	"12/01/2009"	""	"800214"	"n/a"	"5,197.59"
"FORTIN CAT"	"800214-NA"	"BD88"	"A - Cash"	""	"(450) 555-8651"	"(450) 555-9211"	"0.64"	"CAD"	"Open"	""	""	""	"12/31/2009"	"12/02/2009"	"French"	"CATHY FORTIN"	"12/01/2009"	""	"800214"	"n/a"	"65,903.57"
"FOSTEN ALIETTE"	"800235-DQ"	"BD66"	"Q - Stock Savings Plan"	""	"(450) 555-6802"	"(450) 555-2905"	"0.00"	"CAD"	"Open"	""	""	""	"02/07/2006"	""	"French"	"ALIETTE FOSTEN"	"12/01/2009"	""	"800235"	"0.00"	"0.00"
"FOSTEN ALIETTE"	"800235-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-6802"	"(450) 555-2905"	"4,072.72"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/23/2009"	"French"	"ALIETTE FOSTEN"	"12/01/2009"	""	"800235"	"n/a"	"657,592.08"
"FOSTEN ALIETTE"	"800235-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-6802"	"(450) 555-2905"	"0.00"	"CAD"	"Open"	""	""	""	"07/14/2009"	""	"French"	"ALIETTE FOSTEN"	"12/01/2009"	""	"800235"	"0.00"	"0.00"
"FRAIS GESTION CR"	"300012-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"145,175.96"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/31/2009"	"French"	"TRXIONS FONDS CIBC"	"01/25/2010"	""	"300012"	"n/a"	"185,393.17"
"FRAIS GESTION CR"	"300012-RE"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"TRXIONS FONDS CIBC"	"01/25/2010"	""	"300012"	"n/a"	"0.00"
"FRANCOIS CELIA"	"800024-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-7248"	"(450) 555-5038"	"27.80"	"CAD"	"Open"	""	""	""	"01/18/2010"	"12/09/2009"	"French"	"CELIA FRANCOIS"	"12/01/2009"	""	"800024"	"n/a"	"27.80"
"FRANCOIS CELIA"	"800024-RE"	"AC55"	"E - Margin Long"	""	"(450) 555-7248"	"(450) 555-5038"	"0.00"	"CAD"	"Open"	""	""	""	"01/03/2006"	""	"French"	"CELIA FRANCOIS"	"12/01/2009"	""	"800024"	"0.00"	"0.00"
"FRESEY CHRISTINE"	"800046-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-3143"	"(450) 555-2128"	"7,926.98"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"French"	"CHRISTINE FRESEY"	"12/01/2009"	""	"800046"	"n/a"	"246,056.38"
"FRESEY CHRISTINE"	"800046-NA"	"AC55"	"A - Cash"	""	"(450) 555-3143"	"(450) 555-2128"	"8,391.61"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/20/2010"	"French"	"CHRISTINE FRESEY"	"12/01/2009"	""	"800046"	"n/a"	"173,806.05"
"FRESEY CHRISTINE"	"800046-OB"	"AC55"	"A - Cash"	""	"(450) 555-3143"	"(450) 555-2128"	"7,050.91"	"USD"	"Open"	""	""	""	"01/15/2010"	"12/01/2009"	"French"	"CHRISTINE FRESEY"	"12/01/2009"	""	"800046"	"n/a"	"156,376.51"
"FRESEY CHRISTINE"	"800046-RE"	"AC55"	"E - Margin Long"	""	"(450) 555-3143"	"(450) 555-2128"	"7,293.38"	"CAD"	"Open"	""	""	""	"01/15/2010"	"12/03/2009"	"French"	"CHRISTINE FRESEY"	"12/01/2009"	""	"800046"	"0.00"	"654,348.03"
"GALLATI BROCHU"	"800076-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4536"	"(450) 555-9434"	"0.00"	"CAD"	"Open"	""	""	""	"08/07/2001"	""	"French"	"BROCHU GALLATI"	"12/01/2009"	""	"800076"	"n/a"	"0.00"
"GALLATI BROCHU"	"800076-GT"	"BD88"	"T - Retirement Income Funds"	""	"(450) 555-4536"	"(450) 555-9434"	"1,219.59"	"CAD"	"Open"	""	""	""	"12/28/2009"	""	"French"	"BROCHU GALLATI"	"12/01/2009"	""	"800076"	"n/a"	"10,996.27"
"GALLATI BROCHU"	"800076-NA"	"BD88"	"A - Cash"	""	"(450) 555-4536"	"(450) 555-9434"	"0.00"	"CAD"	"Open"	""	""	""	"07/04/2005"	""	"French"	"BROCHU GALLATI"	"12/01/2009"	""	"800076"	"n/a"	"0.00"
"GALLEY BENEZETTE"	"800280-RE"	"AC43"	"E - Margin Long"	""	"(450) 555-3727"	"(450) 555-4080"	"33,962.21"	"CAD"	"Open"	""	""	""	"01/22/2010"	""	"French"	"BENEZETTE GALLEY"	"12/01/2009"	""	"800280"	"0.00"	"1,102,167.43"
"GALLEY BENEZETTE"	"800280-SF"	"AC43"	"E - Margin Long"	""	"(450) 555-3727"	"(450) 555-4080"	"171,147.13"	"USD"	"Open"	""	""	""	"01/18/2010"	""	"French"	"BENEZETTE GALLEY"	"12/01/2009"	""	"800280"	"0.00"	"474,316.31"
"GARTON BAYNE"	"800021-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-7564"	"(450) 555-0541"	"(26,713.18)"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"English"	"BAYNE GARTON"	"12/01/2009"	""	"800021"	"n/a"	"673,364.47"
"GARTON BAYNE"	"800021-GT"	"AC44"	"T - Retirement Income Funds"	""	"(450) 555-7564"	"(450) 555-0541"	"3,478.57"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/05/2010"	"English"	"BAYNE GARTON"	"12/01/2009"	""	"800021"	"n/a"	"29,762.58"
"GARTON BAYNE"	"800021-JW"	"AC44"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-7564"	"(450) 555-0541"	"11.24"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/22/2010"	"English"	"BAYNE GARTON"	"12/01/2009"	""	"800021"	"n/a"	"12,110.08"
"GARTON BAYNE"	"800021-NA"	"AC44"	"A - Cash"	""	"(450) 555-7564"	"(450) 555-0541"	"(4,000.00)"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/22/2010"	"English"	"BAYNE GARTON"	"12/01/2009"	""	"800021"	"n/a"	"669,946.33"
"GATES ALOIS"	"800267-GT"	"AC43"	"T - Retirement Income Funds"	""	"(450) 555-5552"	"(450) 555-4777"	"3,663.99"	"CAD"	"Open"	""	""	""	"01/20/2010"	"01/08/2010"	"French"	"ALOIS GATES"	"12/01/2009"	""	"800267"	"n/a"	"425,278.41"
"GATES ALOIS"	"800267-JW"	"AC43"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5552"	"(450) 555-4777"	"259.12"	"CAD"	"Open"	""	""	""	"11/24/2009"	""	"French"	"ALOIS GATES"	"12/01/2009"	""	"800267"	"n/a"	"8,347.04"
"GATES ALOIS"	"800267-RE"	"AC43"	"E - Margin Long"	""	"(450) 555-5552"	"(450) 555-4777"	"23,310.50"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"French"	"ALOIS GATES"	"12/01/2009"	""	"800267"	"0.00"	"767,081.77"
"GERRARD BROCK"	"800023-NA"	"AC42"	"A - Cash"	""	"(450) 555-2673"	"(450) 555-1714"	"0.00"	"CAD"	"Open"	""	""	""	"09/18/2006"	""	"English"	"BROCK GERRARD"	"12/01/2009"	""	"800023"	"n/a"	"0.00"
"GERRARD BROCK"	"800023-OB"	"AC42"	"A - Cash"	""	"(450) 555-2673"	"(450) 555-1714"	"0.00"	"USD"	"Open"	""	""	""	"01/15/2007"	""	"English"	"BROCK GERRARD"	"12/01/2009"	""	"800023"	"n/a"	"0.00"
"GHILZON BOURBON"	"800250-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-4517"	"(450) 555-3322"	"0.00"	"CAD"	"Open"	""	""	""	"05/01/2007"	""	"French"	"BOURBON GHILZON"	"12/01/2009"	""	"800250"	"n/a"	"0.00"
"GHILZON BOURBON"	"800250-NA"	"AC42"	"A - Cash"	""	"(450) 555-4517"	"(450) 555-3322"	"0.00"	"CAD"	"Open"	""	""	""	"05/02/2007"	""	"French"	"BOURBON GHILZON"	"12/01/2009"	""	"800250"	"n/a"	"0.00"
"GIRARDIN ANGELLA"	"800277-NA"	"AC42"	"A - Cash"	""	"(450) 555-7492"	"(450) 555-1520"	"321.68"	"CAD"	"Open"	""	""	""	"01/18/2010"	""	"French"	"ANGELLA GIRARDIN"	"12/01/2009"	""	"800277"	"n/a"	"321.68"
"GIRARDIN ANGELLA"	"800277-OB"	"AC42"	"A - Cash"	""	"(450) 555-7492"	"(450) 555-1520"	"10,498.04"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/20/2010"	"French"	"ANGELLA GIRARDIN"	"12/01/2009"	""	"800277"	"n/a"	"257,933.14"
"GIRARDIN ANGELLA"	"800277-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-7492"	"(450) 555-1520"	"1,995.56"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/03/2009"	"French"	"ANGELLA GIRARDIN"	"12/01/2009"	""	"800277"	"0.00"	"493,678.17"
"GIRARDIN ANGELLA"	"800277-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-7492"	"(450) 555-1520"	"13,037.15"	"USD"	"Open"	""	""	""	"01/13/2010"	"01/13/2010"	"French"	"ANGELLA GIRARDIN"	"12/01/2009"	""	"800277"	"0.00"	"250,620.35"
"GP VALIDATION"	"300007-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"447,859.00"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/29/2009"	"French"	"GP VALIDATION"	"01/25/2010"	""	"300007"	"n/a"	"447,859.00"
"GP VALIDATION"	"300007-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"476,961.48"	"USD"	"Open"	""	""	""	"01/25/2010"	"08/17/2009"	"French"	"GP VALIDATION"	"01/25/2010"	""	"300007"	"n/a"	"476,961.48"
"GRACIE AMIOT"	"800213-NA"	"AC42"	"A - Cash"	""	"(450) 555-6400"	"(450) 555-0551"	"6,601.05"	"CAD"	"Open"	""	""	""	"01/22/2010"	"12/21/2009"	"English"	"AMIOT GRACIE"	"12/01/2009"	""	"800213"	"n/a"	"972,978.14"
"GRACIE AMIOT"	"800213-OB"	"AC42"	"A - Cash"	""	"(450) 555-6400"	"(450) 555-0551"	"2,434.55"	"USD"	"Open"	""	""	""	"01/13/2010"	"12/04/2009"	"English"	"AMIOT GRACIE"	"12/01/2009"	""	"800213"	"n/a"	"63,631.16"
"GREENSPOON SOWLI"	"800031-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-6375"	"(450) 555-4339"	"17,066.41"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"French"	"SOWLIN GREENSPOON"	"12/01/2009"	""	"800031"	"n/a"	"66,456.55"
"GREENSPOON SOWLI"	"800031-NA"	"AC42"	"A - Cash"	""	"(450) 555-6375"	"(450) 555-4339"	"122,664.08"	"CAD"	"Open"	""	""	""	"01/18/2010"	""	"French"	"SOWLIN GREENSPOON"	"12/01/2009"	""	"800031"	"n/a"	"427,793.62"
"GREICO BARRY"	"800269-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-8618"	"(450) 555-2516"	"0.00"	"CAD"	"Open"	""	""	""	"03/07/2006"	""	"French"	"BARRY GREICO"	"12/01/2009"	""	"800269"	"n/a"	"0.00"
"GREICO BARRY"	"800269-NA"	"AC42"	"A - Cash"	""	"(450) 555-8618"	"(450) 555-2516"	"0.00"	"CAD"	"Open"	""	""	""	"03/09/2006"	""	"French"	"BARRY GREICO"	"12/01/2009"	""	"800269"	"n/a"	"0.00"
"GRUEN CHANTAL"	"800060-NA"	"AC42"	"A - Cash"	""	"(450) 555-7403"	"(450) 555-9104"	"198,967.04"	"CAD"	"Open"	""	""	""	"01/21/2010"	"01/12/2010"	"English"	"CHANTAL GRUEN"	"12/01/2009"	""	"800060"	"n/a"	"855,676.23"
"GRUEN CHANTAL"	"800060-OB"	"AC42"	"A - Cash"	""	"(450) 555-7403"	"(450) 555-9104"	"63,736.98"	"USD"	"Open"	""	""	""	"01/21/2010"	""	"English"	"CHANTAL GRUEN"	"12/01/2009"	""	"800060"	"n/a"	"135,912.04"
"GUERASSIMENKO AL"	"800085-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2559"	"(450) 555-4855"	"3,150.94"	"CAD"	"Open"	""	""	""	"01/22/2010"	""	"English"	"ALLAN GUERASSIMENKO"	"12/01/2009"	""	"800085"	"0.00"	"136,858.80"
"GUIMOND OLIVIER"	"800279-NA"	"AC42"	"A - Cash"	""	"(450) 555-8609"	"(450) 555-8745"	"0.00"	"CAD"	"Open"	""	""	""	"02/20/2003"	""	"French"	"OLIVIER GUIMOND"	"12/01/2009"	""	"800279"	"n/a"	"0.00"
"GUIMOND OLIVIER"	"800279-OB"	"AC42"	"A - Cash"	""	"(450) 555-8609"	"(450) 555-8745"	"0.00"	"USD"	"Open"	""	""	""	"01/24/2003"	""	"French"	"OLIVIER GUIMOND"	"12/01/2009"	""	"800279"	"n/a"	"0.00"
"GUIMOND OLIVIER"	"800279-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-8609"	"(450) 555-8745"	"3,744.41"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/07/2009"	"French"	"OLIVIER GUIMOND"	"12/01/2009"	""	"800279"	"0.00"	"1,524,658.34"
"GUIMOND OLIVIER"	"800279-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-8609"	"(450) 555-8745"	"5,459.07"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/19/2010"	"French"	"OLIVIER GUIMOND"	"12/01/2009"	""	"800279"	"0.00"	"264,627.73"
"GURAK BONACE"	"800061-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-5681"	"(450) 555-2065"	"0.00"	"CAD"	"Open"	""	""	""	"11/02/2005"	""	"English"	"BONACE GURAK"	"12/01/2009"	""	"800061"	"0.00"	"0.00"
"GURAK BONACE"	"800061-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-5681"	"(450) 555-2065"	"0.00"	"USD"	"Open"	""	""	""	"11/02/2005"	""	"English"	"BONACE GURAK"	"12/01/2009"	""	"800061"	"0.00"	"0.00"
"HARTER AURORE"	"800287-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-0474"	"(450) 555-7343"	"105.83"	"CAD"	"Open"	""	""	""	"01/20/2010"	"01/20/2010"	"French"	"AURORE HARTER"	"12/01/2009"	""	"800287"	"n/a"	"451,075.96"
"HARTER AURORE"	"800287-NA"	"BD66"	"A - Cash"	""	"(450) 555-0474"	"(450) 555-7343"	"11,302.64"	"CAD"	"Open"	""	""	""	"12/31/2009"	""	"French"	"AURORE HARTER"	"12/01/2009"	""	"800287"	"n/a"	"549,372.76"
"HEFFELFINGER ALA"	"800001-NA"	"AC42"	"A - Cash"	""	"(450) 555-6794"	"(450) 555-3879"	"(15,381.69)"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/19/2010"	"English"	"ALAIN HEFFELFINGER"	"12/01/2009"	""	"800001"	"n/a"	"815,366.42"
"HEFFELFINGER ALA"	"800001-OB"	"AC42"	"A - Cash"	""	"(450) 555-6794"	"(450) 555-3879"	"46,832.77"	"USD"	"Open"	""	""	""	"01/25/2010"	""	"English"	"ALAIN HEFFELFINGER"	"12/01/2009"	""	"800001"	"n/a"	"414,720.62"
"HOFFMAN ARRY"	"800249-NA"	"BD88"	"A - Cash"	""	"(450) 555-6934"	"(450) 555-4795"	"149,888.26"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"ARRY HOFFMAN"	"12/01/2009"	""	"800249"	"n/a"	"21,348,100.75"
"HOFFMAN ARRY"	"800249-OB"	"BD88"	"A - Cash"	""	"(450) 555-6934"	"(450) 555-4795"	"12,159.61"	"USD"	"Open"	""	""	""	"12/31/2009"	"12/18/2009"	"French"	"ARRY HOFFMAN"	"12/01/2009"	""	"800249"	"n/a"	"12,159.61"
"HOLLIS ACURA"	"800271-NA"	"BD77"	"A - Cash"	""	"(450) 555-7821"	"(450) 555-9043"	"0.00"	"CAD"	"Open"	""	""	""	"01/29/2007"	""	"French"	"ACURA HOLLIS"	"12/01/2009"	""	"800271"	"n/a"	"0.00"
"HUMPHREY ANTONIN"	"800243-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-0805"	"(450) 555-6049"	"0.00"	"CAD"	"Open"	""	""	""	"12/11/2009"	""	"French"	"ANTONINE HUMPHREY"	"12/01/2009"	""	"800243"	"n/a"	"(97,345.87)"
"HUMPHREY ANTONIN"	"800243-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0805"	"(450) 555-6049"	"0.00"	"CAD"	"Open"	""	""	""	"12/29/2009"	""	"French"	"ANTONINE HUMPHREY"	"12/01/2009"	""	"800243"	"n/a"	"6,054.76"
"HUMPHREY ANTONIN"	"800243-NA"	"AC42"	"A - Cash"	""	"(450) 555-0805"	"(450) 555-6049"	"511.06"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/14/2010"	"French"	"ANTONINE HUMPHREY"	"12/01/2009"	""	"800243"	"n/a"	"81,700.05"
"ISMAN CAHTERINE"	"800220-LY"	"AC42"	"Y - Life Annuity"	""	"(450) 555-2470"	"(450) 555-4704"	"0.00"	"CAD"	"Open"	""	""	""	"06/04/2008"	""	"French"	"CAHTERINE ISMAN"	"12/01/2009"	""	"800220"	"n/a"	"0.00"
"ISMAN CAHTERINE"	"800220-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2470"	"(450) 555-4704"	"0.00"	"CAD"	"Open"	""	""	""	"08/21/2008"	""	"French"	"CAHTERINE ISMAN"	"12/01/2009"	""	"800220"	"0.00"	"0.00"
"ISSENMAN AMALIE"	"800062-NA"	"AC42"	"A - Cash"	""	"(450) 555-5792"	"(450) 555-5859"	"2,654.52"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"English"	"AMALIE ISSENMAN"	"12/01/2009"	""	"800062"	"n/a"	"6,430.78"
"ISSENMAN AMALIE"	"800062-OB"	"AC42"	"A - Cash"	""	"(450) 555-5792"	"(450) 555-5859"	"35,682.15"	"USD"	"Open"	""	""	""	"01/25/2010"	""	"English"	"AMALIE ISSENMAN"	"12/01/2009"	""	"800062"	"n/a"	"94,019.63"
"JACOBSON BEVERAL"	"800036-GT"	"AC44"	"T - Retirement Income Funds"	""	"(450) 555-9221"	"(450) 555-8285"	"57,280.12"	"CAD"	"Open"	""	""	""	"01/14/2010"	""	"English"	"BEVERALY JACOBSON"	"12/01/2009"	""	"800036"	"n/a"	"156,876.95"
"JACOBSON BEVERAL"	"800036-NA"	"AC44"	"A - Cash"	""	"(450) 555-9221"	"(450) 555-8285"	"301,576.54"	"CAD"	"Open"	""	""	""	"01/22/2010"	""	"English"	"BEVERALY JACOBSON"	"12/01/2009"	""	"800036"	"n/a"	"834,306.04"
"JAKOBSEN ANTONIU"	"800254-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-7000"	"(450) 555-6489"	"0.00"	"CAD"	"Open"	""	""	""	"06/27/2006"	""	"French"	"ANTONIUS JAKOBSEN"	"12/01/2009"	""	"800254"	"n/a"	"0.00"
"JAKOBSEN ANTONIU"	"800254-NA"	"AC42"	"A - Cash"	""	"(450) 555-7000"	"(450) 555-6489"	"0.00"	"CAD"	"Open"	""	""	""	"03/22/2007"	""	"French"	"ANTONIUS JAKOBSEN"	"12/01/2009"	""	"800254"	"n/a"	"0.00"
"JANELLE CARLEY"	"800221-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-8323"	"(450) 555-5347"	"921.09"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/13/2010"	"French"	"CARLEY JANELLE"	"12/01/2009"	""	"800221"	"n/a"	"592,817.10"
"JANELLE CARLEY"	"800221-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8323"	"(450) 555-5347"	"221.19"	"CAD"	"Open"	""	""	""	"01/04/2010"	""	"French"	"CARLEY JANELLE"	"12/01/2009"	""	"800221"	"n/a"	"10,377.91"
"JANELLE CARLEY"	"800221-NA"	"BD88"	"A - Cash"	""	"(450) 555-8323"	"(450) 555-5347"	"2,122.99"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"French"	"CARLEY JANELLE"	"12/01/2009"	""	"800221"	"n/a"	"40,565.15"
"JANSEN BABCOCK"	"800078-NA"	"BD88"	"A - Cash"	""	"(450) 555-0097"	"(450) 555-7078"	"0.00"	"CAD"	"Open"	""	""	""	"11/26/2008"	""	"French"	"BABCOCK JANSEN"	"12/01/2009"	""	"800078"	"n/a"	"0.00"
