"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"PFSfrench_1"	"PFSfrench"	"Feuille F"	"Segments"	"Réserves"	"Pro"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"État"	"Discrétionnaire"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"
"CALDER CARILYNE"	"800274-RE"	"BD88"	"E - Marge couvert"	""	"1234567891"	"9876543211"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CARILYNE CALDER"	""	"800274"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/11/07"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"CANESSO BEATRICE"	"800258-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-1070"	"(450) 555-0523"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BEATRICE CANESSO"	""	"800258"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/09/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CANESSO BEATRICE"	"800258-RE"	"AC42"	"E - Marge couvert"	"112577689308"	"(450) 555-1070"	"(450) 555-0523"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BEATRICE CANESSO"	""	"800258"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/12/01"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"CAPEK ADRIANA"	"800059-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-3924"	"(450) 555-6516"	"5 393,06"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIANA CAPEK"	""	"800059"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 028 680,13"
"CAPEK ADRIANA"	"800059-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-3924"	"(450) 555-6516"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIANA CAPEK"	""	"800059"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/01/02"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 205,15"
"CAPEK ADRIANA"	"800059-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-3924"	"(450) 555-6516"	"(20,01)"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIANA CAPEK"	""	"800059"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"687 757,79"
"CAPEK ADRIANA"	"800059-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-3924"	"(450) 555-6516"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ADRIANA CAPEK"	""	"800059"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"79 244,77"
"CARON MIREILLE"	"900999-NA"	"BD88"	"A - Comptant"	""	"4187792306F"	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"MME MIREILLE ELIE CARON PROF"	""	"900999"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CASTLE ARDEN"	"800284-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-9890"	"(450) 555-4077"	"505,40"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ARDEN CASTLE"	""	"800284"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"40 172,61"
"CASTLE ARDEN"	"800284-HU"	"BD66"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-9890"	"(450) 555-4077"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ARDEN CASTLE"	""	"800284"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/05/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CASTLE ARDEN"	"800284-NA"	"BD66"	"A - Comptant"	""	"(450) 555-9890"	"(450) 555-4077"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ARDEN CASTLE"	""	"800284"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/02/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CASTLE ARDEN"	"800284-OB"	"BD66"	"A - Comptant"	""	"(450) 555-9890"	"(450) 555-4077"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ARDEN CASTLE"	""	"800284"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CATANI BRAY"	"800072-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2128"	"(450) 555-7689"	"(1 208,31)"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRAY CATANI"	""	"800072"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"482 318,11"
"CATANI BRAY"	"800072-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-2128"	"(450) 555-7689"	"82 550,22"	"USD"	""	""	""	"Non"	""	"Non"	""	"BRAY CATANI"	""	"800072"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"161 496,22"
"CELLARD AMIR"	"800200-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-9360"	"(450) 555-5958"	"6 043,91"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AMIR CELLARD"	""	"800200"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"117 917,16"
"CELLARD AMIR"	"800200-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-9360"	"(450) 555-5958"	"18,14"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AMIR CELLARD"	""	"800200"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/06/03"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"19,51"
"CHADILLON ANNEKE"	"800007-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-4475"	"(789) 555-9712"	"320,91"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANNEKE CHADILLON"	""	"800007"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"521 426,42"
"CHADILLON ANNEKE"	"800007-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4475"	"(789) 555-9712"	"(811,54)"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANNEKE CHADILLON"	""	"800007"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 232 286,40"
"CHADILLON ANNEKE"	"800008-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(514) 666-4476"	"(900) 555-9713"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANNEKE CHADILLON"	""	"800008"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"CHADILLON ANNEKE"	"800008-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(514) 666-4476"	"(900) 555-9713"	"106,19"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANNEKE CHADILLON"	""	"800008"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"5 570,67"
"CHADILLON ANNEKE"	"800008-NA"	"AC42"	"A - Comptant"	""	"(514) 666-4476"	"(900) 555-9713"	"5 943,20"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANNEKE CHADILLON"	""	"800008"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"383 986,92"
"CHADILLON ANNEKE"	"800008-OB"	"AC42"	"A - Comptant"	""	"(514) 666-4476"	"(900) 555-9713"	"233 938,96"	"USD"	""	""	""	"Non"	""	"Non"	""	"ANNEKE CHADILLON"	""	"800008"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"790 296,77"
"CHADILLON ANNEKE"	"900007-NA"	"AC44"	"A - Comptant"	""	"(450) 555-4475"	"(789) 555-9712"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AMERICO DABADIE"	""	"900007"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHADILLON ANNEKE"	"900007-OB"	"AC44"	"E - Marge couvert"	""	"(450) 555-4475"	"(789) 555-9712"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"AMERICO DABADIE"	""	"900007"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"CHAMPS TRF"	"600001-NA"	"BD88"	"A - Comptant"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CHAMPS TRF"	""	"600001"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHAMPS TRF"	"600001-RE"	"BD88"	"E - Marge couvert"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHAMPS TRF"	""	"600001"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"CHAMPS TRF VIDE"	"600002-NA"	"BD88"	"A - Comptant"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CHAMPS TRF VIDE"	""	"600002"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHAMPS TRF VIDE"	"600003-NA"	"BD88"	"A - Comptant"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CHAMPS TRF VIDE"	""	"600003"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHAMPS TRF VIDE"	"600004-NA"	"BD88"	"A - Comptant"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CHAMPS TRF VIDE"	""	"600004"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHATEAUNEUF ADRI"	"800244-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIAN CHATEAUNEUF"	""	"800244"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/02/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHATEAUNEUF ADRI"	"800244-NA"	"AC42"	"A - Comptant"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ADRIAN CHATEAUNEUF"	""	"800244"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/07/17"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHATEAUNEUF ADRI"	"800294-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-1057"	"(450) 555-2279"	"416,08"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIAN CHATEAUNEUF"	""	"800294"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/14"	"2010/01/18"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"497 873,06"
"CHATEAUNEUF ADRI"	"800294-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIAN CHATEAUNEUF"	""	"800294"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2000/09/27"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"CHATEAUNEUF ADRI"	"800294-LY"	"AC42"	"Y - Rente viagère"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIAN CHATEAUNEUF"	""	"800294"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2001/01/31"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"CHATEAUNEUF ADRI"	"800294-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-1057"	"(450) 555-2279"	"41,45"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIAN CHATEAUNEUF"	""	"800294"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/02/24"	""	""	""	""	"2009/01/01"	"Oui"	"0,00"	"41,45"
"CHATEAUNEUF ADRI"	"800294-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-1057"	"(450) 555-2279"	"474,14"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRIAN CHATEAUNEUF"	""	"800294"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/01"	""	""	""	""	"2009/01/01"	"Oui"	"0,00"	"2 497,15"
"CHATEAUNEUF ADRI"	"900294-NA"	"BD88"	"A - Comptant"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ADRIAN CHATEAUNEUF"	""	"900294"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CHATEAUNEUF ADRI"	"900294-OB"	"BD88"	"E - Marge couvert"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ADRIAN CHATEAUNEUF"	""	"900294"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"CHENIER PAUL"	"800027-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"(450) 555-4476"	"(450) 555-9713"	"33 570,89"	"CAD"	""	""	""	"Non"	""	"Non"	""	"PAUL CHENIER"	""	"800027"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"867 197,05"
"CHENIER PAUL"	"800027-NA"	"AC44"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"3 023,75"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"PAUL CHENIER"	""	"800027"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/14"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"106 237,72"
"CICANSKY DUHAMEL"	"800253-LY"	"BD77"	"Y - Rente viagère"	""	"(450) 555-8945"	"(450) 555-6431"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"DUHAMEL CICANSKY"	""	"800253"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/07/13"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CICANSKY DUHAMEL"	"800253-NA"	"BD77"	"A - Comptant"	""	"(450) 555-8945"	"(450) 555-6431"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"DUHAMEL CICANSKY"	""	"800253"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/06/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CLEMENT BRETT"	"800209-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-5562"	"(450) 555-5034"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRETT CLEMENT"	""	"800209"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2004/05/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CLEMENT BRETT"	"800209-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-5562"	"(450) 555-5034"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRETT CLEMENT"	""	"800209"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2004/05/17"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"CONWAY BORDELEAU"	"800080-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"450 6626101B"	"1234567890"	"635,64"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BORDELEAU CONWAY"	""	"800080"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"96 413,79"
"CONWAY BORDELEAU"	"800080-NA"	"BD66"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"4 370,30"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BORDELEAU CONWAY"	""	"800080"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"799 511,30"
"COUSSON BOURSE"	"800012-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-0007"	"(450) 555-1949"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BOURSE COUSSON"	""	"800012"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2005/10/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"COUSSON BOURSE"	"800012-NA"	"AC42"	"A - Comptant"	""	"(450) 555-0007"	"(450) 555-1949"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BOURSE COUSSON"	""	"800012"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2005/10/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CROIL CHRYSTIAN"	"800051-BO"	"AC55"	"C - Paiement sur livraison"	""	""	""	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"CHRYSTIAN CROIL"	""	"800051"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/10/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"CULLEN CARLISLE"	"800292-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"123 456 7890"	"(416) 666-6543"	"6 892,78"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CARLISLE CULLEN"	""	"800292"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"239 616,87"
"CULLEN CARLISLE"	"800292-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"123 456 7890"	"(416) 666-6543"	"0,02"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CARLISLE CULLEN"	""	"800292"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 359,98"
"CULLEN CARLISLE"	"800292-RE"	"BD88"	"E - Marge couvert"	""	"123 456 7890"	"(416) 666-6543"	"236,28"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CARLISLE CULLEN"	""	"800292"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"36 825,04"
"CULLEN EDWARD"	"800289-OB"	"AC42"	"A - Comptant"	""	""	""	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"EDWARD CULLEN"	""	"800289"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"DABADIE AMERICO"	"800010-JJ"	"AC42"	"J -"	""	"(450) 555-4476"	"(450) 555-9713"	"1 097,20"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AMERICO DABADIE"	""	"800010"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 097,20"
"DABADIE AMERICO"	"800010-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"14,41"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AMERICO DABADIE"	""	"800010"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/03/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"72 497,34"
"DABADIE AMERICO"	"900010-NA"	"AC44"	"A - Comptant"	""	"123456789"	"987654321"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AMERICO DABADIE"	""	"900010"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"DABADIE AMERICO"	"900010-OB"	"AC44"	"E - Marge couvert"	""	"123456789"	"987654321"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"AMERICO DABADIE"	""	"900010"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"DEEM ANDREA"	"800251-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-4859"	"(450) 555-0474"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANDREA DEEM"	""	"800251"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/01"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"DEEM ANDREA"	"800251-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-4859"	"(450) 555-0474"	"6 990,70"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANDREA DEEM"	""	"800251"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"465 759,21"
"DEEM ANDREA"	"800251-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4859"	"(450) 555-0474"	"5 622,86"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANDREA DEEM"	""	"800251"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"862 032,93"
"DELISLE YOGOURT"	"800047-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-2059"	"(450) 555-3010"	"(8 749,74)"	"CAD"	""	""	""	"Non"	""	"Non"	""	"YOGOURT DELISLE"	""	"800047"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"549 292,84"
"DELISLE YOGOURT"	"800047-SF"	"AC55"	"E - Marge couvert"	""	"(450) 555-2059"	"(450) 555-3010"	"234,57"	"USD"	""	""	""	"Non"	""	"Non"	""	"YOGOURT DELISLE"	""	"800047"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/11/27"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"16 751,99"
"DEMERCHANT ARNAS"	"800288-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	""	""	"18 218,90"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ARNAST DEMERCHANT"	""	"800288"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/03/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"44 559,16"
"DEMERCHANT ARNAS"	"800288-NA"	"BD66"	"A - Comptant"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ARNAST DEMERCHANT"	""	"800288"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/02/27"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"DODOK AQUARIUS"	"800263-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-1974"	"(450) 555-1470"	"1 182,20"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AQUARIUS DODOK"	""	"800263"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"721 426,54"
"DODOK AQUARIUS"	"800263-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1974"	"(450) 555-1470"	"0,66"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AQUARIUS DODOK"	""	"800263"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/14"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 179,85"
"DODOK AQUARIUS"	"800263-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-1974"	"(450) 555-1470"	"14 248,80"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AQUARIUS DODOK"	""	"800263"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"1 614 308,53"
"DOSTIE AYELE"	"800031-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"4185432287"	""	"662,02"	"CAD"	""	""	""	"Non"	""	"Non"	""	"SOWLIN GREENSPOON"	""	"800031"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"7 736,56"
"DYNAMIQUE ALVARO"	"800039-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4676"	"(450) 555-4168"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALVARO DYNAMIQUE"	""	"800039"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
