"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Marge"	"Valeur totale"
"LAFERRIERE BLAKE"	"900272-NA"	"BD77"	"A - Comptant"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	"n/d"	"0,00"
"LAFERRIERE BLAKE"	"900272-OB"	"BD77"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"0,00"	"USD"	"0,00"	"0,00"
"LANDRY BERNARDIN"	"800013-NA"	"AC55"	"A - Comptant"	""	"(450) 555-2336"	"(450) 555-7096"	"31 174,81"	"USD"	"n/d"	"986 518,02"
"LANDRY BERNARDIN"	"800013-OB"	"AC55"	"A - Comptant"	""	"(450) 555-2336"	"(450) 555-7096"	"55 541,99"	"CAD"	"n/d"	"903 964,93"
"LAPICO BERNICE"	"800218-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-6452"	"(450) 555-5224"	"274,87"	"CAD"	"n/d"	"90 454,19"
"LAPICO BERNICE"	"800218-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6452"	"(450) 555-5224"	"98,08"	"CAD"	"n/d"	"10 062,06"
"LAPICO BERNICE"	"800218-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6452"	"(450) 555-5224"	"235,18"	"CAD"	"n/d"	"301 280,56"
"LAWLEY AIDAN"	"800050-BO"	"AC55"	"C - Paiement sur livraison"	""	"2484-4613"	"1241-2307"	"0,00"	"USD"	"n/d"	"0,00"
"LESTRAT ALUN"	"800037-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"(450) 555-2241"	"(450) 555-5351"	"6 984,22"	"CAD"	"n/d"	"396 555,84"
"LESTRAT ALUN"	"800037-NA"	"AC44"	"A - Comptant"	""	"(450) 555-2241"	"(450) 555-5351"	"4 022,63"	"CAD"	"n/d"	"354 401,03"
"LEVEILLEE ABBAYE"	"800247-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-6604"	"(450) 555-3152"	"863,10"	"CAD"	"n/d"	"800 357,32"
"LEVEILLEE ABBAYE"	"800247-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-3152"	"4,05"	"CAD"	"n/d"	"5 237,00"
"LEVEILLEE ABBAYE"	"800247-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-3152"	"1 079,02"	"CAD"	"n/d"	"84 740,43"
"LOUIS BRENNAN"	"800018-FS"	"AC55"	"S - Régime d'épargne-retraite"	""	"(450) 555-2486"	"(450) 555-6577"	"0,00"	"CAD"	"n/d"	"0,00"
"LOUIS BRENNAN"	"800018-MZ"	"AC55"	"O -"	""	"(450) 555-2486"	"(450) 555-6577"	"0,00"	"CAD"	"n/d"	"0,00"
"LYE ALINE"	"800052-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	""	""	"451,26"	"CAD"	"n/d"	"367 015,88"
"LYE ALINE"	"800052-JJ"	"BD66"	"J -"	""	""	""	"0,00"	"CAD"	"n/d"	"0,00"
"LYE ALINE"	"800052-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"0,38"	"CAD"	"n/d"	"5 401,17"
"LYE ALINE"	"800052-NA"	"BD66"	"A - Comptant"	""	""	""	"3 467,32"	"CAD"	"n/d"	"217 453,65"
"LYTLE ALEX"	"800276-NA"	"0AED"	"A - Comptant"	""	"(450) 555-7542"	"(450) 555-3195"	"0,00"	"CAD"	"n/d"	"0,00"
"MACDONALD CEDARS"	"800071-HU"	"0AED"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-0523"	"(450) 555-7723"	"1 768,44"	"CAD"	"n/d"	"108 893,79"
"MACDONALD CEDARS"	"800071-NA"	"0AED"	"A - Comptant"	""	"(450) 555-0523"	"(450) 555-7723"	"0,00"	"CAD"	"n/d"	"0,00"
"MAHEU MATHIEU"	"800069-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-0843"	"(450) 555-8003"	"6 801,28"	"CAD"	"n/d"	"81 641,86"
"MAHEU MATHIEU"	"800069-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0843"	"(450) 555-8003"	"0,00"	"CAD"	"n/d"	"0,00"
"MAHEU MATHIEU"	"800069-LV"	"BD88"	"N -"	""	"(450) 555-0843"	"(450) 555-8003"	"4 501,46"	"CAD"	"n/d"	"79 491,27"
"MAHEU MATHIEU"	"800069-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-0843"	"(450) 555-8003"	"0,00"	"CAD"	"0,00"	"0,00"
"MAINELLA ANGIOLI"	"800038-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7211"	"(450) 555-3571"	"0,00"	"CAD"	"n/d"	"469 441,99"
"MAKRIS ACACIA"	"800020-ER"	"AC42"	"V - Régime d'épargne-études"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"CAD"	"n/d"	"0,00"
"MAKRIS ACACIA"	"800020-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-3128"	"(450) 555-7332"	"8 260,15"	"CAD"	"n/d"	"1 481 044,83"
"MAKRIS ACACIA"	"800020-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-3128"	"(450) 555-7332"	"113 045,51"	"CAD"	"0,00"	"2 892 571,19"
"MAKRIS ACACIA"	"800020-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"USD"	"0,00"	"0,00"
"MAKRIS ACACIA"	"800020-VL"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"CAD"	"n/d"	"0,00"
"MAKRIS ACACIA"	"800020-WJ"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"USD"	"n/d"	"0,00"
"MALISKA BALLANTY"	"800229-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	""	""	"18 916,76"	"CAD"	"n/d"	"413 566,57"
"MALISKA BALLANTY"	"800229-NA"	"0AED"	"A - Comptant"	""	""	""	"10 826,06"	"CAD"	"n/d"	"406 181,58"
"MALITO CELINE"	"800009-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8881"	"(450) 555-3223"	"0,00"	"CAD"	"n/d"	"0,00"
"MALO BEAULIEU"	"800053-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	""	""	"728,25"	"CAD"	"n/d"	"152 129,72"
"MALO BEAULIEU"	"800053-JW"	"0AED"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"329,63"	"CAD"	"n/d"	"11 612,14"
"MALO BEAULIEU"	"800053-NA"	"0AED"	"A - Comptant"	""	""	""	"8 754,62"	"CAD"	"n/d"	"235 035,29"
"MALO BEAULIEU"	"800053-OB"	"0AED"	"A - Comptant"	""	""	""	"26,11"	"USD"	"n/d"	"10 572,38"
"MARCIL CARLE"	"800246-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-4339"	"(450) 555-3138"	"1 361,55"	"CAD"	"n/d"	"149 875,60"
"MARCIL CARLE"	"800246-NA"	"BD66"	"A - Comptant"	""	"(450) 555-4339"	"(450) 555-3138"	"4 161,03"	"CAD"	"n/d"	"400 480,53"
"MARSTON BRITT"	"800003-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8077"	"(450) 555-1655"	"6 499,10"	"CAD"	"n/d"	"701 134,58"
"MARSTON BRITT"	"800003-OB"	"AC42"	"A - Comptant"	""	"(450) 555-8077"	"(450) 555-1655"	"3 718,13"	"USD"	"n/d"	"109 986,39"
"MARTELLO AUDETTE"	"800268-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-1284"	"(450) 555-5778"	"4 096,26"	"CAD"	"n/d"	"871 836,32"
"MARTELLO AUDETTE"	"800268-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-1284"	"(450) 555-5778"	"15,00"	"CAD"	"0,00"	"1 611,30"
"MASSIE BENNO"	"800205-JW"	"0AED"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4830"	"(450) 555-4237"	"0,00"	"CAD"	"n/d"	"10 206,32"
"MASSIE BENNO"	"800205-NA"	"0AED"	"A - Comptant"	""	"(450) 555-4830"	"(450) 555-4237"	"11 827,99"	"CAD"	"n/d"	"6 668 624,85"
"MASSIE BENNO"	"800205-OB"	"0AED"	"A - Comptant"	""	"(450) 555-4830"	"(450) 555-4237"	"7 587,01"	"USD"	"n/d"	"855 808,01"
"MCCOMBE AURELIAN"	"800222-FS"	"BD77"	"S - Régime d'épargne-retraite"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	"n/d"	"0,00"
"MCCOMBE AURELIAN"	"800222-LV"	"BD77"	"N -"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	"n/d"	"0,00"
"MCCOMBE AURELIAN"	"800222-NA"	"BD77"	"A - Comptant"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	"n/d"	"0,00"
"MCDOWALL CAYLEY"	"800086-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4064"	"(450) 555-0850"	"11 094,54"	"CAD"	"0,00"	"157 568,79"
"MCGILLICUDDY BLA"	"800006-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-2490"	"(450) 555-3099"	"577,75"	"CAD"	"n/d"	"217 572,42"
"MCGILLICUDDY BLA"	"800006-NA"	"AC42"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"(22 607,83)"	"CAD"	"n/d"	"1 682 991,87"
"MCGILLICUDDY BLA"	"800006-OB"	"AC42"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"13 779,39"	"USD"	"n/d"	"65 872,27"
"MCGILLICUDDY BLA"	"800006-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2490"	"(450) 555-3099"	"784,64"	"CAD"	"0,00"	"89 568,07"
"MCGRATH ALFONSO"	"800224-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-5501"	"(450) 555-3816"	"46,24"	"CAD"	"n/d"	"127 265,58"
"MCGRATH ALFONSO"	"800224-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5501"	"(450) 555-3816"	"131,40"	"CAD"	"n/d"	"5 103,14"
"MCGRATH ALFONSO"	"800224-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-5501"	"(450) 555-3816"	"21 697,85"	"CAD"	"0,00"	"341 264,17"
"MCINTAGGART ALDE"	"800203-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-2933"	"(450) 555-0804"	"8 752,64"	"CAD"	"n/d"	"203 516,86"
"MCINTAGGART ALDE"	"800203-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2933"	"(450) 555-0804"	"4 541,91"	"CAD"	"0,00"	"399 393,71"
"MCMULLIN CELESTE"	"800273-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"0,00"	"0,00"
"MCMULLIN CELESTE"	"800273-ER"	"BD88"	"V - Régime d'épargne-études"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"n/d"	"0,00"
"MCMULLIN CELESTE"	"800273-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-0869"	"(450) 555-3055"	"4 517,56"	"CAD"	"n/d"	"269 493,44"
"MCMULLIN CELESTE"	"800273-NA"	"BD88"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"8 601,04"	"CAD"	"n/d"	"1 186 128,88"
"MCMULLIN CELESTE"	"800273-OB"	"BD88"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"4 766,76"	"USD"	"n/d"	"89 760,10"
"MCMULLIN CELESTE"	"800273-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"10 683,30"	"CAD"	"0,00"	"458 417,80"
"MCMULLIN CELESTE"	"800273-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"786,75"	"USD"	"0,00"	"61 785,82"
"MCMULLIN CELESTE"	"800273-VL"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"n/d"	"0,00"
"MCMULLIN CELESTE"	"800273-WJ"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"n/d"	"0,00"
"MCNEIL BELISLE"	"800030-GT"	"AC55"	"T - Fonds de revenu de retraite"	"00k000001534"	"4509652249"	""	"15 516,50"	"CAD"	"n/d"	"62 721,88"
"MCNEIL BELISLE"	"800030-JW"	"AC55"	"W - Fonds de revenus de retraite - Conjoint"	""	"4509652249"	""	"11 274,76"	"CAD"	"n/d"	"11 274,76"
"MCNEIL BELISLE"	"800030-NA"	"AC55"	"A - Comptant"	"00k000001234"	"4509652249"	""	"12 517,39"	"CAD"	"n/d"	"330 307,62"
"MIGUÉ BECHARA"	"800016-RE"	"AC44"	"E - Marge couvert"	""	"(450) 555-5962"	"(450) 555-9688"	"0,00"	"CAD"	"0,00"	"0,00"
"MURDOCK BRUCE"	"800201-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	"n/d"	"0,00"
"MURDOCK BRUCE"	"800201-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"1 260,05"	"CAD"	"n/d"	"73 332,75"
"MURDOCK BRUCE"	"800201-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	"n/d"	"0,00"
"MUTCHMORE ANNU"	"800206-FS"	"BD77"	"S - Régime d'épargne-retraite"	""	"(450) 555-7763"	"(450) 555-0545"	"2 193,73"	"CAD"	"n/d"	"367 362,10"
"MUTCHMORE ANNU"	"800206-JW"	"BD77"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-7763"	"(450) 555-0545"	"0,00"	"CAD"	"n/d"	"5 553,09"
"MUTCHMORE ANNU"	"800206-NA"	"BD77"	"A - Comptant"	""	"(450) 555-7763"	"(450) 555-0545"	"2 792,81"	"CAD"	"n/d"	"690 030,18"
"MUTCHMORE ANNU"	"800206-RE"	"BD77"	"E - Marge couvert"	""	"(450) 555-7763"	"(450) 555-0545"	"4 150,24"	"CAD"	"0,00"	"73 148,82"
"NEILL ANTOINETTE"	"800083-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-NA"	"BD66"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-OB"	"BD66"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"USD"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-DQ"	"0AED"	"Q - Régime d'épargne-actions"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	"0,00"	"0,00"
"NEVINS BENNETT"	"800082-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	"450 6626101B"	"1234567890"	"12 919,00"	"CAD"	"n/d"	"93 854,05"
"NEVINS BENNETT"	"800082-JW"	"0AED"	"W - Fonds de revenus de retraite - Conjoint"	""	"450 6626101B"	"1234567890"	"0,94"	"CAD"	"n/d"	"9 945,75"
"NEVINS BENNETT"	"800082-NA"	"0AED"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-OB"	"0AED"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"USD"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-RE"	"0AED"	"E - Marge couvert"	""	"450 6626101B"	"1234567890"	"74 399,78"	"CAD"	"0,00"	"1 449 784,03"
"NEVINS BENNETT"	"800082-SF"	"0AED"	"E - Marge couvert"	""	"450 6626101B"	"1234567890"	"5 647,34"	"USD"	"0,00"	"415 172,61"
"NEVINS BENNETT"	"800082-VL"	"0AED"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-NA"	"AC42"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-OB"	"AC42"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"USD"	"n/d"	"0,00"
"NOLAN CHERYL"	"800019-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-5925"	"(450) 555-9762"	"2 903,15"	"CAD"	"n/d"	"67 336,48"
"NOLAN CHERYL"	"800019-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-5925"	"(450) 555-9762"	"1 615,14"	"CAD"	"n/d"	"92 279,14"
"NOLAN CHERYL"	"800019-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5925"	"(450) 555-9762"	"5 000,00"	"CAD"	"n/d"	"11 631,77"
"OLEKSIEW ADRESSE"	"800043-RE"	"AC42"	"E - Marge couvert"	""	"4507742741"	""	"19 163,08"	"CAD"	"0,00"	"502 689,13"
"OLEKSIEW ADRESSE"	"800043-SF"	"AC42"	"E - Marge couvert"	""	"4507742741"	""	"4 310,85"	"USD"	"0,00"	"103 716,45"
"ORLEAN ADMAX"	"800256-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-9118"	"(450) 555-4215"	"382,07"	"CAD"	"n/d"	"221 788,26"
"ORLEAN ADMAX"	"800256-NA"	"AC42"	"A - Comptant"	""	"(450) 555-9118"	"(450) 555-4215"	"16 028,35"	"CAD"	"n/d"	"890 825,53"
"OSER ALEXANDRIA"	"800074-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-4709"	"(450) 555-0767"	"4 250,44"	"CAD"	"0,00"	"987 236,98"
"OSER ALEXANDRIA"	"800074-SF"	"BD66"	"E - Marge couvert"	"00k000001230"	"(450) 555-4709"	"(450) 555-0767"	"2 745,40"	"USD"	"0,00"	"140 485,73"
"PILOTE ALDO"	"800065-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-6425"	"(450) 555-1325"	"3 214,10"	"CAD"	"n/d"	"140 650,23"
"PILOTE ALDO"	"800065-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	"n/d"	"5 206,75"
"PILOTE ALDO"	"800065-NA"	"BD66"	"A - Comptant"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	"n/d"	"0,00"
"PINARD CATHARINA"	"800210-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	"0,00"	"0,00"
"PINARD CATHARINA"	"800210-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-4476"	"(450) 555-9713"	"2 873,35"	"CAD"	"n/d"	"557 872,28"
"PINARD CATHARINA"	"800210-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4476"	"(450) 555-9713"	"70,22"	"CAD"	"n/d"	"9 555,99"
"PINARD CATHARINA"	"800210-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-4476"	"(450) 555-9713"	"2 283,28"	"CAD"	"0,00"	"294 247,97"
"PINARD CATHARINA"	"800210-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-4476"	"(450) 555-9713"	"4 021,67"	"CAD"	"0,00"	"19 948,14"
"PINARD CATHARINA"	"800210-VL"	"BD88"	"L -"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	"n/d"	"0,00"
"PLATINE CHARTIER"	"800073-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-2637"	"(450) 555-4621"	"793,74"	"CAD"	"n/d"	"115 440,96"
"PLATINE CHARTIER"	"800073-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2637"	"(450) 555-4621"	"0,00"	"CAD"	"n/d"	"5 272,88"
"PLATINE CHARTIER"	"800073-NA"	"AC42"	"A - Comptant"	""	"(450) 555-2637"	"(450) 555-4621"	"12 942,57"	"CAD"	"n/d"	"826 372,59"
"POLOMSKI BENNY"	"800064-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-1464"	"(450) 555-9510"	"0,44"	"CAD"	"n/d"	"237 683,20"
"POLOMSKI BENNY"	"800064-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1464"	"(450) 555-9510"	"1,08"	"CAD"	"n/d"	"10 100,92"
"POLOMSKI BENNY"	"800064-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-1464"	"(450) 555-9510"	"(15 710,69)"	"CAD"	"0,00"	"843 181,60"
"POTYONDY ADAMS"	"800035-HU"	"AC44"	"R - RER Immobilisé (Lock-in et CRI)"	""	""	""	"5 572,69"	"CAD"	"n/d"	"601 384,91"
"POTYONDY ADAMS"	"800035-JW"	"AC44"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"0,00"	"CAD"	"n/d"	"9 946,98"
"POTYONDY ADAMS"	"800035-NA"	"AC44"	"A - Comptant"	""	""	""	"88,02"	"CAD"	"n/d"	"842 215,07"
"PROJ. INC. RPT"	"800400-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	"n/d"	"555 985,56"
"PROJ. INC. RPT"	"800400-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	"n/d"	"0,00"
"PROJ. INC. RPT"	"800401-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	"n/d"	"555 985,56"
"QUAGHEBEUR CAROL"	"800041-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"4183346666"	""	"94 546,82"	"CAD"	"n/d"	"681 532,24"
"QUAGHEBEUR CAROL"	"800041-NA"	"AC44"	"A - Comptant"	"002000001234"	"4183346666"	""	"143 256,11"	"CAD"	"n/d"	"2 000 404,26"
"QUAGHEBEUR CAROL"	"800041-OB"	"AC44"	"A - Comptant"	"001000001234"	"4183346666"	""	"142 067,81"	"USD"	"n/d"	"418 050,31"
"RAPPORT INTACC"	"800502-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"471 784,75"	"CAD"	"n/d"	"574 512,31"
"RAPPORT INTACC"	"800502-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	"n/d"	"0,00"
"RETZLAFF CAISSE"	"800239-RE"	"AC42"	"E - Marge couvert"	"001000"	"(450) 555-1316"	"(450) 555-0873"	"(7 562,61)"	"CAD"	"0,00"	"3 037 324,67"
"RETZLAFF CAISSE"	"800239-SF"	"AC42"	"E - Marge couvert"	"001000001234"	"(450) 555-1316"	"(450) 555-0873"	"(88,79)"	"USD"	"0,00"	"424 271,85"
"ROLLAND CATELLIE"	"800227-JJ"	"BD88"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"CAD"	"n/d"	"0,00"
"ROLLAND CATELLIE"	"800227-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4060"	"(450) 555-4861"	"130,10"	"CAD"	"n/d"	"5 871,90"
"ROLLAND CATELLIE"	"800227-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"2 852,37"	"CAD"	"n/d"	"152 266,51"
"ROLLAND CATELLIE"	"800227-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"USD"	"n/d"	"0,00"
"SAMBORSKI ALMA"	"800261-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"14 141,92"	"CAD"	"n/d"	"594 302,09"
"SAMBORSKI ALMA"	"800261-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	"n/d"	"0,00"
"SAMBORSKI ALMA"	"800261-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	"n/d"	"5 200,50"
"SAMBORSKI ALMA"	"800261-NA"	"BD66"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-0922"	"965,16"	"CAD"	"n/d"	"231 751,31"
"SAMSON AMYN"	"800216-NA"	"AC43"	"A - Comptant"	"112577689307"	"(450) 555-9953"	"(450) 555-3342"	"833 754,65"	"CAD"	"n/d"	"12 573 237,55"
"SAMSON AMYN"	"800216-OB"	"AC43"	"A - Comptant"	"112577689U07"	"(450) 555-9953"	"(450) 555-3342"	"681 540,37"	"USD"	"n/d"	"5 529 228,66"
"SANDHU BRUNO"	"800044-RE"	"AC42"	"E - Marge couvert"	"00d000004321"	""	""	"(76 197,21)"	"CAD"	"0,00"	"362 224,79"
"SANDHU BRUNO"	"800044-SF"	"AC42"	"E - Marge couvert"	"00d000004321"	""	""	"4 545,35"	"USD"	"0,00"	"4 545,35"
"SATTLER AYAAZ"	"800257-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-2752"	"(450) 555-6082"	"115,21"	"CAD"	"n/d"	"1 248 865,33"
"SATTLER AYAAZ"	"800257-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2752"	"(450) 555-6082"	"99,06"	"CAD"	"n/d"	"12 001,07"
"SATTLER AYAAZ"	"800257-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2752"	"(450) 555-6082"	"(52 202,91)"	"CAD"	"0,00"	"1 331 958,81"
"SAUFFERER BOYD"	"800208-NA"	"BD88"	"A - Comptant"	""	"(450) 555-7341"	"(450) 555-6194"	"12 429,65"	"CAD"	"n/d"	"255 547,82"
"SAYED AMANDA"	"800026-OB"	"AC44"	"A - Comptant"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"USD"	"n/d"	"0,00"
"SAYED AMANDA"	"800026-RE"	"AC44"	"E - Marge couvert"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"CAD"	"0,00"	"0,00"
"SAYEGH ACADIA"	"800025-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	"n/d"	"0,00"
"SAYEGH ACADIA"	"800025-NA"	"AC55"	"A - Comptant"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	"n/d"	"0,00"
"SCARLETT BLAIR"	"800022-HU"	"AC44"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-4476"	"(450) 555-9713"	"1 503,65"	"CAD"	"n/d"	"399 864,27"
"SCARLETT BLAIR"	"800022-NA"	"AC44"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"4 410,32"	"CAD"	"n/d"	"207 055,78"
